FLORIDA DEPARTMENT OF EDUCATION,,,,,,,,,,,,,,,,,,
SCHOOL MEMBERSHIP BY GRADE,,,,,,,,,,,,,,,,,,
SCHOOL YEAR 2012-13,,,,,,,,,,,,,,,,,,
SURVEY 2 DATA as of 11/25/12 ,,,,,,,,,,,,,,,,,,
A blank cell indicates no population for the subgroup.,,,,,,,,,,,,,,,,,,
# cells indicate subgroup population fewer than 10,,,,,,,,,,,,,,,,,,
DISTRICT #,DISTRICT,SCHOOL #,SCHOOL,PK,KG,1ST,2ND,3RD,4TH,5TH,6TH,7TH,8TH,9TH,10TH,11TH,12TH,TOTAL MEMBERSHIP
6,BROWARD,5521,BAUDHUIN ORAL SCHOOL-NOVA UNI.,135, , , , , , , , , , , , , ,135
6,BROWARD,5531,BROWARD CHILDREN'S CENTER NORT,38, ,#, , ,#,#,#,#,#,#,#,#,#,57
6,BROWARD,5541,BROWARD CHILDREN'S CENTER SOUT,68, , , , , , , , , , , , , ,68
6,BROWARD,5561,UCP EARLY BEGINNINGS,27, , , , , , , , , , , , , ,27
6,BROWARD,5581,ALPHABET LAND-MARGATE,30, , , , , , , , , , , , , ,30
6,BROWARD,5602,BABY BOOMERS,14, , , , , , , , , , , , , ,14
6,BROWARD,5603,PRODIGY CENTER FOR YOUTH DEVEL,#, , , , , , , , , , , , , ,#
6,BROWARD,6011,BROWARD DETENTION CENTER,, , , , , , ,#,#,#,26,23,22,#,98
6,BROWARD,6012,THOMPSON ACADEMY,, , , , , , ,#,12,#,#,22,12,15,80
6,BROWARD,6015,BROWARD GIRLS ACADEMY,, , , , , , , ,#,#,#,#,11,#,28
6,BROWARD,6016,POMPANO SUBSTANCE ABUSE TREATM,, , , , , , ,#,#,#,#,#,#,#,22
6,BROWARD,6051,AMIKIDS OF GREATER FORT LAUDER,, , , , , , ,#,#,13,#,15,11,#,58
6,BROWARD,6091,"PACE CENTER FOR GIRLS, INC.",, , , , , , ,#,11,10,12,21,17,#,83
6,BROWARD,6501,OFF CAMPUS LEARNING,, , , , , , , , , ,17,77,195,547,836
6,BROWARD,7001,BROWARD VIRTUAL INSTRUCTION PR,,10,10,10,11,12,14,#,#, , , , , ,74
6,BROWARD,7004,BROWARD VIRTUAL FRANCHISE,, , , , , , ,31,31,48,50,37,50,61,308
7,CALHOUN,21,BLOUNTSTOWN HIGH SCHOOL,#, , , , , , , , , ,116,103,83,109,414
7,CALHOUN,51,BLOUNTSTOWN MIDDLE SCHOOL,, , , , , , ,85,105,103, , , , ,293
7,CALHOUN,91,CARR ELEMENTARY & MIDDLE SCHOO,18,29,31,36,30,32,26,20,29,20, , , , ,271
7,CALHOUN,101,ALTHA PUBLIC SCHOOL,13,49,53,49,43,36,43,48,49,41,52,56,38,34,604
7,CALHOUN,131,BLOUNTSTOWN ELEMENTARY SCHOOL,76,107,124,89,94,86,94, , , , , , , ,670
7,CALHOUN,7001,CALHOUN VIRTUAL INSTRUCTION PR,, ,#, , ,#,#,#,#,#, , , ,#,12
8,CHARLOTTE,21,SALLIE JONES ELEMENTARY SCHOOL,24,108,95,105,82,105,97, , , , , , , ,616
8,CHARLOTTE,31,CHARLOTTE HIGH SCHOOL,, , , , , , , , , ,509,451,509,456,"1,925"
8,CHARLOTTE,41,PEACE RIVER ELEMENTARY SCHOOL,23,91,116,111,137,101,132, , , , , , , ,711
8,CHARLOTTE,42,CHARLOTTE HARBOR SCHOOL,#,#,#,#,#,#,16,#,#,14,#,16,10,18,127
8,CHARLOTTE,51,LEMON BAY HIGH SCHOOL,, , , , , , , , , ,296,325,343,287,"1,251"
8,CHARLOTTE,62,BAKER/HEAD START,181, , , , , , , , , , , , , ,181
8,CHARLOTTE,81,EAST ELEMENTARY SCHOOL,24,123,106,107,104,108,124, , , , , , , ,696
8,CHARLOTTE,111,NEIL ARMSTRONG ELEMENTARY SCHO,46,133,122,118,112,129,139, , , , , , , ,799
8,CHARLOTTE,121,PUNTA GORDA MIDDLE SCHOOL,, , , , , , ,376,385,381, , , , ,"1,142"
8,CHARLOTTE,131,PORT CHARLOTTE MIDDLE SCHOOL,, , , , , , ,262,285,270, , , , ,817
8,CHARLOTTE,141,MEADOW PARK ELEMENTARY SCHOOL,40,109,120,102,99,132,120, , , , , , , ,722
8,CHARLOTTE,151,PORT CHARLOTTE HIGH SCHOOL,, , , , , , , , , ,416,429,454,403,"1,702"
8,CHARLOTTE,161,CHARLOTTE TECHNICAL CENTER,19, , , , , , ,#,#,38,22,26,59,175,343
8,CHARLOTTE,181,L. A. AINGER MIDDLE SCHOOL,, , , , , , ,288,326,311, , , , ,925
8,CHARLOTTE,191,VINELAND ELEMENTARY SCHOOL,23,87,113,68,101,96,122, , , , , , , ,610
8,CHARLOTTE,201,LIBERTY ELEMENTARY SCHOOL,19,102,116,95,110,95,108, , , , , , , ,645
8,CHARLOTTE,211,MURDOCK MIDDLE SCHOOL,, , , , , , ,260,248,281, , , , ,789
8,CHARLOTTE,231,MYAKKA RIVER ELEMENTARY SCHOOL,20,76,92,105,87,72,89, , , , , , , ,541
8,CHARLOTTE,251,DEEP CREEK ELEMENTARY SCHOOL,23,99,127,123,108,112,132, , , , , , , ,724
8,CHARLOTTE,272,COMPASS LEARNING CENTER,, , , , , , , , , ,#,#,#,#,13
8,CHARLOTTE,301,KINGSWAY ELEMENTARY SCHOOL,21,108,111,112,121,101,100, , , , , , , ,674
8,CHARLOTTE,502,EDISON COLLEGIATE HIGH SCHOOL,, , , , , , , , , ,97,98,97,83,375
8,CHARLOTTE,7001,CHARLOTTE VIRTUAL INSTRUCTION,, ,#, ,#, , , , , , , , , ,#
8,CHARLOTTE,7004,CHARLOTTE VIRTUAL FRANCHISE,, , , , , , ,#,#,#,#,#,#,10,22
9,CITRUS,21,PLEASANT GROVE ELEMENTARY SCHL,33,130,133,108,125,107,117, , , , , , , ,753
9,CITRUS,25,FOREST RIDGE ELEMENTARY SCHOOL,26,118,137,101,103,118,119, , , , , , , ,722
9,CITRUS,31,CITRUS HIGH SCHOOL,, , , , , , , , , ,459,363,400,363,"1,585"
9,CITRUS,32,INVERNESS PRIMARY SCHOOL,28,108,115,115,113,112,95, , , , , , , ,686
9,CITRUS,35,CENTRAL RIDGE ELEMENTARY SCHOO,31,132,145,102,146,114,110, , , , , , , ,780
9,CITRUS,42,INVERNESS MIDDLE SCHOOL,, , , , , , ,348,336,349, , , , ,"1,033"
9,CITRUS,61,FLORAL CITY ELEMENTARY SCHOOL,29,66,54,53,62,51,52, , , , , , , ,367
9,CITRUS,71,HOMOSASSA ELEMENTARY SCHOOL,27,60,52,44,43,51,41, , , , , , , ,318
9,CITRUS,83,CRYSTAL RIVER MIDDLE SCHOOL,, , , , , , ,276,258,275, , , , ,809
9,CITRUS,102,CRYSTAL RIVER PRIMARY SCHOOL,31,100,99,87,95,91,93, , , , , , , ,596
9,CITRUS,121,CRYSTAL RIVER HIGH SCHOOL,, , , , , , , , , ,314,341,283,301,"1,239"
9,CITRUS,131,WITHLACOOCHEE TECHNICAL INSTIT,12, , , , , , , , , , , ,#,#,21
9,CITRUS,161,LECANTO PRIMARY SCHOOL,#,109,137,112,132,115,132, , , , , , , ,740
9,CITRUS,162,LECANTO MIDDLE SCHOOL,, , , , , , ,232,275,247, , , , ,754
9,CITRUS,163,LECANTO HIGH SCHOOL,, , , , , , , , , ,479,474,392,395,"1,740"
9,CITRUS,171,HERNANDO ELEMENTARY SCHOOL,24,112,125,98,106,99,92, , , , , , , ,656
9,CITRUS,181,CITRUS SPRINGS ELEMENTARY SCHO,#,108,123,114,115,109,106, , , , , , , ,682
9,CITRUS,191,ROCK CRUSHER ELEMENTARY SCHOOL,31,99,126,88,90,96,101, , , , , , , ,631
9,CITRUS,201,CREST SCHOOL,15,#,#,#,#, ,#,#,#,#,12,10,16,48,144
9,CITRUS,211,CITRUS SPRINGS MIDDLE SCHOOL,, , , , , , ,263,246,259, , , , ,768
9,CITRUS,215,ACADEMY OF ENVIRON. SCIENCES,, , , , , , , , , ,39,18,16,23,96
9,CITRUS,321,CITRUS COUNTY RENAISSANCE CENT,, , , , , , ,#,#,16,14,11,#,#,68
9,CITRUS,8001,CYPRESS CREEK ACADEMY,, , , , , , , , ,#,18,18,21,16,77
10,CLAY,20,FLORIDA YOUTH CHALLENGE ACADEM,, , , , , , , , , ,#,12,#,42,67
10,CLAY,21,GREEN COVE SPRINGS JUNIOR HIGH,, , , , , , , ,428,458, , , , ,886
10,CLAY,71,CHARLES E. BENNETT ELEMENTARY,13,128,140,113,100,82,101,81, , , , , , ,758
10,CLAY,111,R. C. BANNERMAN LEARNING CENTE,21, , , , , , ,#,13,20,17,32,34,25,163
10,CLAY,201,ORANGE PARK ELEMENTARY SCHOOL,,71,72,69,85,67,66,66, , , , , , ,496
10,CLAY,232,GROVE PARK ELEMENTARY SCHOOL,22,76,76,74,51,68,59,60, , , , , , ,486
10,CLAY,241,W E CHERRY ELEMENTARY SCHOOL,29,90,98,82,76,86,81,99, , , , , , ,641
10,CLAY,252,ORANGE PARK HIGH SCHOOL,, , , , , , , , , ,415,430,413,382,"1,640"
10,CLAY,261,DOCTORS INLET ELEMENTARY SCHOO,27,116,90,108,102,113,103,120, , , , , , ,779
10,CLAY,271,MIDDLEBURG ELEMENTARY SCHOOL,#,106,101,77,80,86,85,96, , , , , , ,632
10,CLAY,301,KEYSTONE HEIGHTS ELEMENTARY,18,94,90,101,98,92,109,121, , , , , , ,723
10,CLAY,311,KEYSTONE HEIGHTS JR-SR HIGH,, , , , , , , ,193,224,189,215,233,185,"1,239"
10,CLAY,331,S BRYAN JENNINGS ELEMENTARY  S,20,73,76,75,84,66,66,83, , , , , , ,543
10,CLAY,341,CLAY HIGH SCHOOL,, , , , , , , , , ,349,353,322,288,"1,312"
10,CLAY,351,LAKESIDE JUNIOR HIGH SCHOOL,, , , , , , , ,428,425, , , , ,853
10,CLAY,352,LAKESIDE ELEMENTARY SCHOOL,#,129,122,100,105,101,124,129, , , , , , ,813
10,CLAY,361,ORANGE PARK JUNIOR HIGH SCHOOL,, , , , , , , ,369,369, , , , ,738
10,CLAY,371,WILKINSON JUNIOR HIGH SCHOOL,, , , , , , ,#,396,358, , , , ,758
10,CLAY,381,MONTCLAIR ELEMENTARY SCHOOL,#,63,79,62,70,71,87,78, , , , , , ,511
10,CLAY,391,MIDDLEBURG HIGH SCHOOL,, , , , , , , , , ,462,449,406,381,"1,698"
10,CLAY,401,RIDGEVIEW ELEMENTARY SCHOOL,#,82,79,77,82,78,91,91, , , , , , ,583
10,CLAY,411,CLAY HILL ELEMENTARY SCHOOL,#,67,58,71,68,69,52,64, , , , , , ,450
10,CLAY,431,RIDGEVIEW HIGH SCHOOL,#, , , , , , , , , ,408,355,410,388,"1,565"
10,CLAY,451,LAKE ASBURY ELEMENTARY SCHOOL,11,92,106,110,131,111,111,130, , , , , , ,802
10,CLAY,471,ROBERT M. PATERSON ELEMENTARY,#,109,127,102,145,130,141,151, , , , , , ,911
10,CLAY,481,LAKE ASBURY JUNIOR HIGH SCHOOL,, , , , , , , ,527,525, , , , ,"1,052"
10,CLAY,491,J.L. WILKINSON ELEMENTARY SCHL,39,115,81,89,99,98,107,122, , , , , , ,750
10,CLAY,501,TYNES ELEMENTARY SCHOOL,18,124,125,116,94,102,116,99, , , , , , ,794
10,CLAY,511,MCRAE ELEMENTARY SCHOOL,15,74,60,64,78,58,72,67, , , , , , ,488
10,CLAY,521,FLEMING ISLAND ELEMENTARY SCHO,34,76,110,96,101,109,133,134, , , , , , ,793
10,CLAY,531,THUNDERBOLT ELEMENTARY SCHOOL,#,137,139,152,143,167,141,163, , , , , , ,"1,047"
10,CLAY,541,RIDEOUT ELEMENTARY SCHOOL,12,79,73,81,76,106,73,65, , , , , , ,565
10,CLAY,551,FLEMING ISLAND HIGH SCHOOL,#, , , , , , , , , ,529,532,488,465,"2,015"
10,CLAY,571,SWIMMING PEN CREEK ELEMENTARY,#,51,71,58,58,77,55,88, , , , , , ,459
10,CLAY,591,ARGYLE ELEMENTARY SCHOOL,22,98,109,86,90,99,92, , , , , , , ,596
10,CLAY,601,COPPERGATE ELEMENTARY SCHOOL,,74,98,89,95,95,79,88, , , , , , ,618
10,CLAY,611,OAKLEAF JUNIOR HIGH,, , , , , , ,415,448,491, , , , ,"1,354"
10,CLAY,621,OAKLEAF VILLAGE ELEMENTARY SCH,17,152,152,147,164,151,168, , , , , , , ,951
10,CLAY,631,SHADOWLAWN ELEMENTARY SCHOOL,13,100,92,89,109,100,104,100, , , , , , ,707
10,CLAY,651,PLANTATION OAKS ELEMENTARY SCH,#,142,142,165,137,138,150,#, , , , , , ,877
10,CLAY,661,OAKLEAF HIGH SCHOOL,11, , , , , , , , , ,508,463,509,389,"1,880"
10,CLAY,4050,LIGHTHOUSE LEARNING CENTER,50,#, , , , , , , , ,#, , , ,53
10,CLAY,7023,CLAY VIRTUAL ACADEMY,, , , , , , , ,#, , ,#,#,#,10
11,COLLIER,51,EVERGLADES CITY SCHOOL,11,15,13,17,17,#,#,17,12,15,#,#,12,#,164
11,COLLIER,61,GULFVIEW MIDDLE SCHOOL,, , , , , , ,219,222,237, , , , ,678
11,COLLIER,121,LAKE PARK ELEMENTARY SCHOOL,22,81,98,75,75,89,90, , , , , , , ,530
11,COLLIER,131,TOMMIE BARFIELD ELEM. SCHOOL,#,116,95,87,103,102,103, , , , , , , ,608
11,COLLIER,141,SHADOWLAWN ELEMENTARY SCHOOL,#,100,111,103,81,82,78, , , , , , , ,557
11,COLLIER,151,NAPLES HIGH SCHOOL,, , , , , , , , , ,448,434,355,380,"1,617"
11,COLLIER,161,PINECREST ELEMENTARY SCHOOL,#,132,126,117,108,85,99,65, , , , , , ,735
11,COLLIER,171,SEA GATE ELEMENTARY SCHOOL,#,123,121,114,134,154,140, , , , , , , ,787
11,COLLIER,181,HIGHLANDS ELEMENTARY SCHOOL,#,124,113,110,76,82,86,86, , , , , , ,678
11,COLLIER,191,LAKE TRAFFORD ELEMENTARY SCHL,,117,119,104,124,103,101,98, , , , , , ,766
11,COLLIER,201,AVALON ELEMENTARY SCHOOL,33,84,83,84,70,72,66, , , , , , , ,492
11,COLLIER,211,EAST NAPLES MIDDLE SCHOOL,, , , , , , ,371,352,377, , , , ,"1,100"
11,COLLIER,221,POINCIANA ELEMENTARY SCHOOL,33,125,108,126,106,127,123, , , , , , , ,748
11,COLLIER,231,GOLDEN GATE ELEMENTARY SCHOOL,67,165,136,116,145,131,126, , , , , , , ,886
11,COLLIER,241,NAPLES PARK ELEMENTARY SCHOOL,22,98,100,82,99,118,105, , , , , , , ,624
11,COLLIER,251,PINE RIDGE MIDDLE SCHOOL,, , , , , , ,343,346,329, , , , ,"1,018"
11,COLLIER,261,LELY HIGH SCHOOL,, , , , , , , , , ,378,408,405,317,"1,508"
11,COLLIER,271,IMMOKALEE HIGH SCHOOL,, , , , , , , , , ,393,370,352,292,"1,407"
11,COLLIER,282,LORENZO WALKER TECHNICAL HIGH,, , , , , , , , , ,145,139,152,133,569
11,COLLIER,311,BARRON COLLIER HIGH SCHOOL,, , , , , , , , , ,444,441,462,416,"1,763"
11,COLLIER,321,GOLDEN GATE MIDDLE SCHOOL,, , , , , , ,365,296,329, , , , ,990
11,COLLIER,331,BIG CYPRESS ELEMENTARY SCHOOL,#,124,123,143,148,136,179, , , , , , , ,857
11,COLLIER,341,VILLAGE OAKS ELEMENTARY SCHOOL,183,88,70,79,66,58,79,63, , , , , , ,686
11,COLLIER,351,GOLDEN TERRACE ELEMENTARY SCHL,47,189,180,169,141,136,132, , , , , , , ,994
11,COLLIER,361,IMMOKALEE MIDDLE SCHOOL,, , , , , , , ,395,376, , , , ,771
11,COLLIER,371,VINEYARDS ELEMENTARY SCHOOL,33,109,112,130,122,128,119, , , , , , , ,753
11,COLLIER,381,LELY ELEMENTARY SCHOOL,45,124,131,122,119,108,103, , , , , , , ,752
11,COLLIER,391,LAUREL OAK ELEMENTARY SCHOOL,#,102,117,125,139,146,143, , , , , , , ,777
11,COLLIER,392,GULF COAST HIGH SCHOOL,, , , , , , , , , ,521,477,506,453,"1,957"
11,COLLIER,401,OAKRIDGE MIDDLE SCHOOL,, , , , , , ,358,319,335, , , , ,"1,012"
11,COLLIER,421,MANATEE ELEMENTARY SCHOOL,45,105,129,127,131,132,113, , , , , , , ,782
11,COLLIER,422,MANATEE MIDDLE SCHOOL,, , , , , , ,303,263,272, , , , ,838
11,COLLIER,431,PELICAN MARSH ELEMENTARY SCHL,#,129,138,116,139,141,161, , , , , , , ,826
11,COLLIER,441,CORKSCREW ELEMENTARY SCHOOL,25,86,103,116,120,136,136, , , , , , , ,722
11,COLLIER,442,CORKSCREW MIDDLE SCHOOL,, , , , , , ,210,254,244, , , , ,708
11,COLLIER,451,OSCEOLA ELEMENTARY SCHOOL,#,122,117,108,126,105,99, , , , , , , ,678
11,COLLIER,452,NORTH NAPLES MIDDLE SCHOOL,, , , , , , ,299,317,305, , , , ,921
11,COLLIER,461,CALUSA PARK ELEMENTARY SCHOOL,21,147,156,169,154,160,143, , , , , , , ,950
11,COLLIER,471,SABAL PALM ELEMENTARY SCHOOL,54,84,79,88,89,90,88, , , , , , , ,572
11,COLLIER,472,CYPRESS PALM MIDDLE SCHOOL,, , , , , , ,227,268,252, , , , ,747
11,COLLIER,493,PALMETTO RIDGE HIGH SCHOOL,, , , , , , , , , ,452,490,530,396,"1,868"
11,COLLIER,501,GOLDEN GATE HIGH SCHOOL,18, , , , , , , , , ,440,417,443,270,"1,588"
11,COLLIER,511,ESTATES ELEMENTARY SCHOOL,#,98,89,90,113,93,84, , , , , , , ,575
11,COLLIER,521,VETERANS MEMORIAL ELEMENTARY S,12,130,125,157,125,139,154, , , , , , , ,842
11,COLLIER,531,MIKE DAVIS ELEMENTARY SCHOOL,#,130,137,133,149,154,115, , , , , , , ,820
11,COLLIER,541,PALMETTO ELEMENTARY SCHOOL,,82,83,78,84,83,92, , , , , , , ,502
11,COLLIER,551,PARKSIDE ELEMENTARY SCHOOL,55,129,117,107,125,98,132, , , , , , , ,763
11,COLLIER,631,EDEN PARK ELEMENTARY SCHOOL,,114,119,114,95,102,92,98, , , , , , ,734
11,COLLIER,7001,COLLIER VIRTUAL INSTRUCTION PR,, ,#, ,#,#,#,#,#,12,#,#,12,#,50
11,COLLIER,9004,IMMOKALEE TEEN PARENTING PROG,37, , , , , , , , ,#,#,#,#,14,67
11,COLLIER,9007,NEW BEGINNINGS IMMOKALEE,, , , , , ,#,#,#,#, , , , ,12
11,COLLIER,9008,NAPLES AREA TEENAGE PARENTING,33, , , , , , , , , ,#,#,19,11,67
11,COLLIER,9010,NEW BEGINNINGS - NAPLES,, , , , ,#,#,#,16,17, , , , ,46
11,COLLIER,9012,BIG CYPRESS WILDERNESS INST.,, , , , , , , , , ,19,#,#,#,35
11,COLLIER,9013,COLLIER JUVENILE DETENTION CTR,, , , , , , , ,#,#,#,#,#, ,16
11,COLLIER,9015,THE PHOENIX PROGRAM NAPLES,, , , , , , ,#,#,14,#,18,25,#,68
11,COLLIER,9017,THE PACE PROGRAM,, , , , , , ,#,10,#,#,#,17,#,57
11,COLLIER,9018,MARCO ISLAND CHARTER MIDDLE,, , , , , , ,153,149,150, , , , ,452
11,COLLIER,9021,IMMOKALEE COMMUNITY SCHOOL,,36,34,35,35,36,36,27, , , , , , ,239
11,COLLIER,9026,THE PHOENIX PROGRAM-IMMOKALEE,, , , , , , , , , ,#,#,#, ,13
11,COLLIER,9027,BEACON HIGH SCHOOL,, , , , , , , , , , , ,262,80,342
11,COLLIER,9032,MARCO ISLAND ACADEMY,, , , , , , , , , ,44,39,23, ,106
12,COLUMBIA,11,COLUMBIA HIGH SCHOOL,, , , , , , , , , ,516,471,444,328,"1,759"
12,COLUMBIA,31,RICHARDSON MIDDLE SCHOOL,, , , , , , ,170,192,170, , ,#,#,536
12,COLUMBIA,71,MELROSE PARK ELEMENTARY SCHOOL,37,94,86,78,74,70,56, , , , , , , ,495
12,COLUMBIA,81,EASTSIDE ELEMENTARY SCHOOL,#,81,89,91,76,101,98, , , , , , , ,544
12,COLUMBIA,91,FIVE POINTS ELEMENTARY SCHOOL,14,76,64,60,80,82,60, , , , , , , ,436
12,COLUMBIA,121,FORT WHITE ELEMENTARY SCHOOL,41,103,108,106,95,100,115, , , , , , , ,668
12,COLUMBIA,123,FORT WHITE HIGH SCHOOL,, , , , , , ,165,190,170,152,194,180,115,"1,166"
12,COLUMBIA,141,SUMMERS ELEMENTARY SCHOOL,11,131,126,110,106,82,105, , , , , , , ,671
12,COLUMBIA,161,NIBLACK ELEMENTARY SCHOOL,16,49,37,46,50,53,45, , , , , , , ,296
12,COLUMBIA,221,CHALLENGE LEARNING CENTER,, , , , , , ,12,16,24,16,10,#,#,90
12,COLUMBIA,241,LAKE CITY MIDDLE SCHOOL,, , , , , , ,353,379,338,#,#,#, ,"1,073"
12,COLUMBIA,261,COLUMBIA CITY ELEMENTARY SCHOO,10,108,111,109,102,87,105, , , , , , , ,632
12,COLUMBIA,271,WESTSIDE ELEMENTARY SCHOOL,10,115,132,116,95,119,99, , , , , , , ,686
12,COLUMBIA,291,PINEMOUNT ELEMENTARY SCHOOL,39,96,68,56,80,68,53, , , , , , , ,460
12,COLUMBIA,400,SHINING STAR ACADEMY OF THE AR,,44,33,31,36,25,33,32, , , , , , ,234
12,COLUMBIA,7004,COLUMBIA VIRTUAL FRANCHISE,, , , , , , , , ,#, , ,#, ,#
12,COLUMBIA,7023,COLUMBIA VIRTUAL INSTRUCTION (,, , , , , ,#, , , , , , , ,#
12,COLUMBIA,8001,PREK ESE,26, , , , , , , , , , , , , ,26
12,COLUMBIA,8002,RESIDENTIAL SERVICES,, , , , , , ,#, , ,#, ,#,#,16
13,DADE,41,AIR BASE ELEMENTARY SCHOOL,73,99,108,119,111,115,118, , , , , , , ,743
13,DADE,70,CORAL REEF MONTESSORI ACADEMY,,72,56,59,59,43,41,28,31,31, , , , ,420
13,DADE,71,EUGENIA B. THOMAS K-8 CENTER,42,155,200,187,195,187,167,152,163,182, , , , ,"1,630"
13,DADE,72,SUMMERVILLE ADVANTAGE ACADEMY,, ,108,76,86,80,89, , , , , , , ,439
13,DADE,73,MANDARIN LAKES K-8 ACADEMY,,124,156,136,154,120,121,123,78,110, , , , ,"1,122"
13,DADE,81,LENORA BRAYNON SMITH ELEMENTAR,38,62,64,72,83,62,59, , , , , , , ,440
13,DADE,91,BOB GRAHAM EDUCATION CENTER,,129,146,165,192,216,192,224,231,243, , , , ,"1,738"
13,DADE,92,NORMAN S. EDELCUP/SUNNY ISLES,,196,204,208,217,207,169,185,198,197, , , , ,"1,781"
13,DADE,100,MATER ACADEMY,,125,96,152,127,123,127, , , , , , , ,750
13,DADE,101,ARCOLA LAKE ELEMENTARY SCHOOL,88,63,76,75,71,59,91, , , , , , , ,523
13,DADE,102,MIAMI COMMUNITY CHARTER SCHOOL,,98,95,92,88,72,69, , , , , , , ,514
13,DADE,111,MAYA ANGELOU ELEMENTARY SCHOOL,59,144,116,97,93,81,94, , , , , , , ,684
13,DADE,121,AUBURNDALE ELEMENTARY SCHOOL,50,102,154,136,133,140,140, , , , , , , ,855
13,DADE,122,DR. ROLANDO ESPINOSA K-8 CENTE,19,151,173,186,182,206,169,184,192,194, , , , ,"1,656"
13,DADE,125,NORMA BUTLER BOSSARD ELEMENTAR,19,194,206,176,229,206,228, , , , , , , ,"1,258"
13,DADE,161,AVOCADO ELEMENTARY SCHOOL,,140,153,151,141, , , , , , , , , ,585
13,DADE,201,BANYAN ELEMENTARY SCHOOL,37,52,63,66,36,57,52, , , , , , , ,363
13,DADE,211,DR. MANUEL C. BARREIRO ELEMENT,18,106,125,127,132,164,164, , , , , , , ,836
13,DADE,231,AVENTURA WATERWAYS K-8 CENTER, ,214,239,213,211,217,201,210,192,219, , , , ,"1,916"
13,DADE,241,RUTH K. BROAD BAY HARBOR K-8 C,19,130,125,159,145,159,124,165,114,125, , , , ,"1,265"
13,DADE,251,ETHEL KOGER BECKHAM ELEMENTARY,38,121,116,108,117,113,108, , , , , , , ,721
13,DADE,261,BEL-AIRE ELEMENTARY SCHOOL,38,79,75,75,77,61,68, , , , , , , ,473
13,DADE,271,BENT TREE ELEMENTARY SCHOOL,22,106,75,94,87,100,101, , , , , , , ,585
13,DADE,311,GOULDS ELEMENTARY SCHOOL, ,115,123,112,83,97,79, , , , , , , ,609
13,DADE,312,MATER GARDENS ACADEMY, ,101,107,103,108,99,101, , , , , , , ,619
13,DADE,321,BISCAYNE ELEMENTARY SCHOOL,65,102,95,103,128,110,114, , , , , , , ,717
13,DADE,332,SOMERSET ACADEMY (SILVER PALMS, , , , ,67,46,88,165,151,123, , , , ,640
13,DADE,339,SOMERSET ACAD CHARTER ELEM SCH, ,45,60,60,60,49,44, , , , , , , ,318
13,DADE,341,ARCHCREEK ELEMENTARY SCHOOL, ,75,96,96,99,105,107, , , , , , , ,578
13,DADE,342,PINECREST ACADEMY (SOUTH CAMPU, ,136,137,116,128,112,121, , , , , , , ,750
13,DADE,351,CHAPMAN PARTNERSHIP EARLY CHIL,#, , , , , , , , , , , , , ,#
13,DADE,361,BISCAYNE GARDENS ELEMENTARY,70,116,100,90,106,100,90, , , , , , , ,672
13,DADE,400,RENAISSANCE ELEMENTARY CHARTER, ,168,156,154,157,152,137, , , , , , , ,924
13,DADE,401,VAN E. BLANTON ELEMENTARY SCHL,39,92,87,91,101,76,81, , , , , , , ,567
13,DADE,410,ACADEMIR CHARTER SCHOOL WEST, ,95,165,126,113,64,55, , , , , , , ,618
13,DADE,441,BLUE LAKES ELEMENTARY SCHOOL,71,59,67,63,80,79,69, , , , , , , ,488
13,DADE,451,BOWMAN ASHE/DOOLIN K-8 ACADEMY,49,138,119,122,129,147,141,149,201,226, , , , ,"1,421"
13,DADE,461,BRENTWOOD ELEMENTARY SCHOOL,57,134,120,124,139,102,122, , , , , , , ,798
13,DADE,481,JAMES H. BRIGHT ELEMENTARY/J.W,61,91,106,122,133,123,133, , , , , , , ,769
13,DADE,510,ARCHIMEDEAN ACADEMY, ,79,128,106,88,81,85, , , , , , , ,567
13,DADE,520,SOMERSET ACADEMY CHARTER, ,105,101,80,103,93,93, , , , , , , ,575
13,DADE,521,BROADMOOR ELEMENTARY SCHOOL,49,77,71,71,64,63,70, , , , , , , ,465
13,DADE,561,W. J. BRYAN ELEMENTARY,30,120,130,109,126,111,125, , , , , , , ,751
13,DADE,600,PINECREST PREPARATORY ACADEMY, ,76,125,113,122,114,100, , , , , , , ,650
13,DADE,641,BUNCHE PARK ELEMENTARY SCHOOL,40,45,58,47,50,43,35, , , , , , , ,318
13,DADE,651,CAMPBELL DRIVE K-8 CENTER,43,109,108,98,98,84,103,63,62, , , , , ,768
13,DADE,661,CARIBBEAN ELEMENTARY SCHOOL,47,107,111,94,112,79,88, , , , , , , ,638
13,DADE,671,CALUSA ELEMENTARY SCHOOL,20,136,160,126,142,161,164, , , , , , , ,909
13,DADE,681,CAROL CITY ELEMENTARY SCHOOL,62,102,89,121,97,83,100, , , , , , , ,654
13,DADE,721,GEORGE W. CARVER ELEMENTARY SC, ,67,80,67,84,81,77, , , , , , , ,456
13,DADE,761,FIENBERG/FISHER  K-8 CENTER,66,71,77,82,85,88,96,115,95,88, , , , ,863
13,DADE,771,WILLIAM A. CHAPMAN ELEM. SCHL,107,95,67,70,69,58,51, , , , , , , ,517
13,DADE,801,CITRUS GROVE ELEMENTARY SCHOOL,54,124,132,146,137,162,141, , , , , , , ,896
13,DADE,831,CLAUDE PEPPER ELEMENTARY SCHL,70,93,121,112,125,117,116, , , , , , , ,754
