FLORIDA DEPARTMENT OF EDUCATION,,,,,,,,,,,,,,,,,,
SCHOOL MEMBERSHIP BY GRADE,,,,,,,,,,,,,,,,,,
SCHOOL YEAR 2012-13,,,,,,,,,,,,,,,,,,
SURVEY 2 DATA as of 11/25/12 ,,,,,,,,,,,,,,,,,,
A blank cell indicates no population for the subgroup.,,,,,,,,,,,,,,,,,,
# cells indicate subgroup population fewer than 10,,,,,,,,,,,,,,,,,,
DISTRICT #,DISTRICT,SCHOOL #,SCHOOL,PK,KG,1ST,2ND,3RD,4TH,5TH,6TH,7TH,8TH,9TH,10TH,11TH,12TH,TOTAL MEMBERSHIP
29,HILLSBOROUGH,1441,FARNELL MIDDLE SCHOOL, , , , , , , ,461,455,448, , , , ,"1,364"
29,HILLSBOROUGH,1471,FOLSOM ELEMENTARY SCHOOL,11,92,96,96,106,76,62, , , , , , , ,539
29,HILLSBOROUGH,1481,FOSTER ELEMENTARY SCHOOL,28,90,89,77,78,68,66, , , , , , , ,496
29,HILLSBOROUGH,1482,SLIGH MIDDLE SCHOOL, , , , , , , ,251,253,226, , , , ,730
29,HILLSBOROUGH,1541,FREEDOM HIGH SCHOOL, , , , , , , , , , ,546,516,489,447,"1,998"
29,HILLSBOROUGH,1542,FRANKLIN MIDDLE MAGNET SCHOOL, , , , , , , ,139,176,43, , , , ,358
29,HILLSBOROUGH,1551,GAITHER HIGH SCHOOL, , , , , , , , , , ,494,518,541,456,"2,009"
29,HILLSBOROUGH,1601,GIBSONTON ELEMENTARY SCHOOL,53,88,105,87,90,65,93, , , , , , , ,581
29,HILLSBOROUGH,1681,GORRIE ELEMENTARY SCHOOL, ,79,85,94,104,100,100, , , , , , , ,562
29,HILLSBOROUGH,1721,GRADY ELEMENTARY SCHOOL,24,83,77,65,65,56,57, , , , , , , ,427
29,HILLSBOROUGH,1761,GRAHAM ELEMENTARY SCHOOL,40,59,50,39,55,49,51, , , , , , , ,343
29,HILLSBOROUGH,1776,BELLAMY ELEMENTARY SCHOOL,#,125,133,98,99,110,133, , , , , , , ,700
29,HILLSBOROUGH,1781,GRECO MIDDLE SCHOOL, , , , , , , ,319,295,316, , , , ,930
29,HILLSBOROUGH,1831,HERITAGE ELEMENTARY SCHOOL,19,88,96,92,95,82,108, , , , , , , ,580
29,HILLSBOROUGH,1871,HILL MIDDLE SCHOOL, , , , , , , ,310,329,324, , , , ,963
29,HILLSBOROUGH,1881,HILLSBOROUGH HIGH SCHOOL, , , , , , , , , , ,498,473,468,375,"1,814"
29,HILLSBOROUGH,1941,HUNTER'S GREEN ELEMENTARY SCHL,21,134,138,147,147,134,126, , , , , , , ,847
29,HILLSBOROUGH,1951,IPPOLITO ELEMENTARY SCHOOL,#,162,147,139,125,125,132, , , , , , , ,839
29,HILLSBOROUGH,2041,JACKSON ELEMENTARY SCHOOL,11,85,76,73,85,78,72, , , , , , , ,480
29,HILLSBOROUGH,2042,JENNINGS MIDDLE SCHOOL, , , , , , , ,264,326,278, , , , ,868
29,HILLSBOROUGH,2201,KENLY ELEMENTARY SCHOOL,37,95,90,79,76,70,71, , , , , , , ,518
29,HILLSBOROUGH,2241,KING HIGH SCHOOL, , , , , , , , , , ,532,502,365,412,"1,811"
29,HILLSBOROUGH,2261,KINGSWOOD ELEMENTARY SCHOOL,#,98,107,122,97,104,110, , , , , , , ,646
29,HILLSBOROUGH,2291,KNIGHTS ELEMENTARY SCHOOL,50,96,115,105,112,92,101, , , , , , , ,671
29,HILLSBOROUGH,2321,LAKE MAGDALENE ELEM. SCHOOL,34,148,140,163,132,118,134, , , , , , , ,869
29,HILLSBOROUGH,2361,LANIER ELEMENTARY SCHOOL,48,61,56,68,55,59,45, , , , , , , ,392
29,HILLSBOROUGH,2362,MONROE MIDDLE SCHOOL, , , , , , , ,184,219,193, , , , ,596
29,HILLSBOROUGH,2401,LEE ELEMENTARY MAGNET SCHOOL, ,44,51,42,38,33,48, , , , , , , ,256
29,HILLSBOROUGH,2421,LETO HIGH SCHOOL, , , , , , , , , , ,451,465,392,396,"1,704"
29,HILLSBOROUGH,2431,LIMONA ELEMENTARY SCHOOL,#,92,65,92,78,64,75, , , , , , , ,467
29,HILLSBOROUGH,2441,LINCOLN ELEMENTARY MAGNET SCHO,40,68,68,62,59,61,60, , , , , , , ,418
29,HILLSBOROUGH,2451,LEWIS ELEMENTARY SCHOOL,16,119,123,130,137,128,137, , , , , , , ,790
29,HILLSBOROUGH,2461,LITHIA SPRINGS ELEM. SCHOOL, ,93,84,98,108,97,108, , , , , , , ,588
29,HILLSBOROUGH,2471,LIBERTY MIDDLE SCHOOL, , , , , , , ,356,389,368, , , , ,"1,113"
29,HILLSBOROUGH,2521,LOMAX MAGNET ELEMENTARY SCHOOL, ,47,46,63,71,71,69, , , , , , , ,367
29,HILLSBOROUGH,2531,LOPEZ ELEMENTARY SCHOOL,17,84,81,86,78,70,90, , , , , , , ,506
29,HILLSBOROUGH,2541,LOPEZ EXCEPTIONAL STUDENT EDUC,#,#,#,#,#,#,#,#,#,#,#,#,#,22,62
29,HILLSBOROUGH,2551,LOWRY ELEMENTARY SCHOOL,12,152,154,161,158,131,147, , , , , , , ,915
29,HILLSBOROUGH,2561,LUTZ ELEMENTARY SCHOOL,#,106,92,102,97,81,98, , , , , , , ,584
29,HILLSBOROUGH,2601,MABRY ELEMENTARY SCHOOL,14,124,122,137,134,137,130, , , , , , , ,798
29,HILLSBOROUGH,2651,MADISON MIDDLE SCHOOL, , , , , , , ,283,259,234, , , , ,776
29,HILLSBOROUGH,2721,MANGO ELEMENTARY SCHOOL,40,132,116,116,107,96,126, , , , , , , ,733
29,HILLSBOROUGH,2771,MANISCALCO ELEMENTARY SCHOOL,14,91,91,95,99,81,80, , , , , , , ,551
29,HILLSBOROUGH,2801,MANN MIDDLE SCHOOL, , , , , , , ,374,373,397, , , , ,"1,144"
29,HILLSBOROUGH,2841,MARSHALL MIDDLE SCHOOL, , , , , , , ,280,269,286, , , , ,835
29,HILLSBOROUGH,2851,MARTINEZ MIDDLE SCHOOL, , , , , , , ,361,339,385, , , , ,"1,085"
29,HILLSBOROUGH,2871,MCDONALD ELEMENTARY SCHOOL,#,102,98,78,89,82,63, , , , , , , ,518
29,HILLSBOROUGH,2882,MEMORIAL MIDDLE SCHOOL, , , , , , , ,216,241,250, , , , ,707
29,HILLSBOROUGH,2961,MENDENHALL ELEMENTARY SCHOOL,10,132,112,113,107,96,98, , , , , , , ,668
29,HILLSBOROUGH,2972,MENDEZ EXCEPTIONAL CENTER, , , , ,#,#,#,#,#,#,#,#,#,#,41
29,HILLSBOROUGH,3001,FERRELL MIDDLE MAGNET SCHOOL, , , , , , , ,142,160,53, , , , ,355
29,HILLSBOROUGH,3004,MIDDLETON HIGH SCHOOL, , , , , , , , , , ,338,330,257,210,"1,135"
29,HILLSBOROUGH,3041,MILES ELEMENTARY SCHOOL,11,139,115,124,101,93,94, , , , , , , ,677
29,HILLSBOROUGH,3061,MINTZ ELEMENTARY SCHOOL,24,124,149,146,137,136,113, , , , , , , ,829
29,HILLSBOROUGH,3081,MITCHELL ELEMENTARY SCHOOL,#,96,108,91,123,89,77, , , , , , , ,585
29,HILLSBOROUGH,3082,MCKITRICK ELEMENTARY SCHOOL,#,143,140,172,188,174,181, , , , , , , ,"1,001"
29,HILLSBOROUGH,3101,MORGAN WOODS ELEMENTARY SCHOOL,20,81,80,92,79,94,90, , , , , , , ,536
29,HILLSBOROUGH,3121,MORT ELEMENTARY SCHOOL,65,168,141,125,118,107,93, , , , , , , ,817
29,HILLSBOROUGH,3131,MULRENNAN MIDDLE SCHOOL, , , , , , , ,367,400,406, , , , ,"1,173"
29,HILLSBOROUGH,3141,NELSON ELEMENTARY SCHOOL,11,126,139,112,124,129,143, , , , , , , ,784
29,HILLSBOROUGH,3151,NORTHWEST ELEMENTARY SCHOOL,#,89,99,103,112,119,94, , , , , , , ,622
29,HILLSBOROUGH,3161,OAK GROVE ELEMENTARY SCHL,54,141,156,125,126,126,117, , , , , , , ,845
29,HILLSBOROUGH,3171,NEWSOME HIGH SCHOOL, , , , , , , , , , ,610,657,577,506,"2,350"
29,HILLSBOROUGH,3181,MULLER ELEMENTARY MAGNET SCHOO,11,46,51,50,63,54,59, , , , , , , ,334
29,HILLSBOROUGH,3201,OAK PARK ELEMENTARY SCHOOL,21,98,107,92,96,85,79, , , , , , , ,578
29,HILLSBOROUGH,3241,ORANGE GROVE MIDDLE MAGNET SCH, , , , , , , ,218,177,167, , , , ,562
29,HILLSBOROUGH,3281,PALM RIVER ELEMENTARY SCHOOL,36,88,73,84,79,71,62, , , , , , , ,493
29,HILLSBOROUGH,3362,PINECREST ELEMENTARY SCHOOL,17,88,81,80,83,89,83, , , , , , , ,521
29,HILLSBOROUGH,3371,RIVERVIEW HIGH SCHOOL, , , , , , , , , , ,606,561,553,533,"2,253"
29,HILLSBOROUGH,3381,PIZZO ELEMENTARY SCHOOL,26,147,119,112,71,88,76, , , , , , , ,639
29,HILLSBOROUGH,3411,PLANT HIGH SCHOOL, , , , , , , , , , ,572,582,575,579,"2,308"
29,HILLSBOROUGH,3431,PLANT CITY HIGH SCHOOL, , , , , , , , , , ,601,508,525,444,"2,078"
29,HILLSBOROUGH,3441,PRIDE ELEMENTARY SCHOOL,13,148,155,131,162,156,147, , , , , , , ,912
29,HILLSBOROUGH,3442,TOMLIN MIDDLE SCHOOL, , , , , , , ,515,547,520, , , , ,"1,582"
29,HILLSBOROUGH,3521,POTTER ELEMENTARY SCHOOL,79,124,94,88,94,67,63, , , , , , , ,609
29,HILLSBOROUGH,3525,HILLSBOROUGH ESE CONTRACT RESI, , , , , , , , , , ,#,#, ,#,#
29,HILLSBOROUGH,3561,PROGRESS VILLAGE MIDDLE MAGNET, , , , , , , ,336,261,248, , , , ,845
29,HILLSBOROUGH,3620,RANDALL MIDDLE SCHOOL, , , , , , , ,438,439,462, , , , ,"1,339"
29,HILLSBOROUGH,3621,RIVERHILLS ELEMENTARY SCHOOL,11,63,64,59,42,37,45, , , , , , , ,321
29,HILLSBOROUGH,3641,RIVERVIEW ELEMENTARY SCHOOL,61,103,114,76,92,97,90, , , , , , , ,633
29,HILLSBOROUGH,3681,ROBINSON ELEMENTARY SCHOOL,56,96,86,77,95,69,93, , , , , , , ,572
29,HILLSBOROUGH,3731,ROBINSON HIGH SCHOOL, , , , , , , , , , ,453,436,364,324,"1,577"
29,HILLSBOROUGH,3761,ROBLES ELEMENTARY SCHOOL,75,137,111,96,91,84,89, , , , , , , ,683
29,HILLSBOROUGH,3771,RODGERS MIDDLE SCHOOL, , , , , , , ,251,296,341, , , , ,888
29,HILLSBOROUGH,3782,LAVOY EXCEPTIONAL CENTER,#,#,#,#,#,#,#,#,#,#,#,13,#,44,108
29,HILLSBOROUGH,3784,JEFFERSON HIGH SCHOOL, , , , , , , , , , ,420,412,398,393,"1,623"
29,HILLSBOROUGH,3801,ROOSEVELT ELEMENTARY SCHOOL,11,117,106,128,124,122,99, , , , , , , ,707
29,HILLSBOROUGH,3802,ROLAND PARK K-8 MAGNET SCHOOL,#,61,66,64,69,60,66,119,103,58, , , , ,670
29,HILLSBOROUGH,3841,RUSKIN ELEMENTARY SCHOOL,38,187,171,134,158,157,141, , , , , , , ,986
29,HILLSBOROUGH,3851,SCHMIDT ELEMENTARY SCHOOL,16,107,112,103,105,94,100, , , , , , , ,637
29,HILLSBOROUGH,3861,SCHWARZKOPF ELEMENTARY SCHOOL,12,95,98,101,111,92,96, , , , , , , ,605
29,HILLSBOROUGH,3881,SEFFNER ELEMENTARY SCHOOL,22,128,107,119,109,100,99, , , , , , , ,684
29,HILLSBOROUGH,3921,SEMINOLE ELEMENTARY SCHOOL,35,94,84,75,65,57,45, , , , , , , ,455
29,HILLSBOROUGH,3922,SESSUMS ELEMENTARY SCHOOL,#,152,146,128,112,122,130, , , , , , , ,797
29,HILLSBOROUGH,3951,SHAW ELEMENTARY SCHOOL,#,97,118,67,93,77,76, , , , , , , ,535
29,HILLSBOROUGH,3961,SHORE ELEMENTARY MAGNET SCHOOL, ,50,60,61,61,73,75, , , , , , , ,380
29,HILLSBOROUGH,4002,SIMMONS EXCEPTIONAL CENTER, , , ,#,#,#,#, ,#,#,12,#,#,#,55
29,HILLSBOROUGH,4141,BLOOMINGDALE HIGH SCHOOL, , , , , , , , , , ,527,600,598,594,"2,319"
29,HILLSBOROUGH,4151,SICKLES HIGH SCHOOL, , , , , , , , , , ,593,534,466,486,"2,079"
29,HILLSBOROUGH,4154,SOUTH COUNTY CAREER CENTER, , , , , , , , , ,23,#,#,210,31,279
29,HILLSBOROUGH,4155,BOWERS-WHITLEY CAREER CENTER, , , , , , , , , ,21,#,#,267,13,303
29,HILLSBOROUGH,4161,SPRINGHEAD ELEMENTARY SCHOOL,40,135,137,129,132,123,106, , , , , , , ,802
29,HILLSBOROUGH,4201,SULPHUR SPRINGS ELEM. SCHOOL,80,100,105,94,107,104,64, , , , , , , ,654
29,HILLSBOROUGH,4211,SUMMERFIELD ELEMENTARY SCHOOL,23,125,136,119,133,114,146, , , , , , , ,796
29,HILLSBOROUGH,4212,SYMMES ELEMENTARY SCHOOL,#,121,95,89,92,95,85, , , , , , , ,583
29,HILLSBOROUGH,4221,TAMPA BAY TECH HIGH SCHOOL, , , , , , , , , , ,614,559,427,434,"2,034"
29,HILLSBOROUGH,4241,TAMPA BAY BOULEVARD ELEM. SCHL,39,128,109,111,107,112,101, , , , , , , ,707
29,HILLSBOROUGH,4251,RAMPELLO K-8 MAGNET SCHOOL, ,59,63,70,62,83,79,107,111,113, , , , ,747
29,HILLSBOROUGH,4261,TAMPA PALMS ELEMENTARY SCHOOL,20,125,122,146,123,120,111, , , , , , , ,767
29,HILLSBOROUGH,4281,TEMPLE TERRACE ELEM. SCHOOL,10,117,103,103,104,94,101, , , , , , , ,632
29,HILLSBOROUGH,4321,DOROTHY THOMAS CENTER, , , , ,#,#,#,15,11,13,#,#,#, ,63
29,HILLSBOROUGH,4331,NORTH TAMPA ALTERNATIVE SCHOOL, , , , , , , , ,65,62,35,#,#, ,171
29,HILLSBOROUGH,4332,BRANDON ALTERNATIVE SCHOOL, , , , , , , ,19,38,38,50,13,#,#,160
29,HILLSBOROUGH,4334,TEEN PARENT EAST PROGRAM,25, , , , , , , , ,#,#,#,11,#,45
29,HILLSBOROUGH,4351,TEEN PARENT WEST PROGRAM,83, , , , , , , , ,#,#,#,#,#,97
29,HILLSBOROUGH,4352,TEEN PARENT NORTH,#, , , , , , , , , , ,#,#,#,#
29,HILLSBOROUGH,4353,TEEN PARENT SOUTH,23, , , , , , , , ,#, ,#,20,#,51
29,HILLSBOROUGH,4361,THONOTOSASSA ELEMENTARY SCHOOL,49,80,66,67,61,63,61, , , , , , , ,447
29,HILLSBOROUGH,4381,TINKER ELEMENTARY SCHOOL, ,87,105,97,82,99,80, , , , , , , ,550
29,HILLSBOROUGH,4391,ACTS, , , , , , , , ,#,#,#,#,#, ,16
29,HILLSBOROUGH,4441,TOWN & COUNTRY ELEMENTARY SCHL,40,86,64,70,70,86,49, , , , , , , ,465
29,HILLSBOROUGH,4442,WEBB MIDDLE SCHOOL, , , , , , , ,269,275,330, , , , ,874
29,HILLSBOROUGH,4481,TRAPNELL ELEMENTARY SCHOOL,52,71,84,63,72,77,68, , , , , , , ,487
29,HILLSBOROUGH,4522,TURKEY CREEK MIDDLE SCHOOL, , , , , , , ,326,344,290, , , , ,960
29,HILLSBOROUGH,4561,TWIN LAKES ELEMENTARY SCHOOL,29,111,152,94,91,92,98, , , , , , , ,667
29,HILLSBOROUGH,4562,CAMINITI EXCEPTIONAL CENTER,#,#,#,#,#,#,#,#,#,#,11,#,11,67,148
29,HILLSBOROUGH,4581,VALRICO ELEMENTARY SCHOOL,13,125,128,123,142,144,165, , , , , , , ,840
29,HILLSBOROUGH,4591,WALDEN LAKE ELEMENTARY SCHOOL, ,144,144,140,137,141,145, , , , , , , ,851
29,HILLSBOROUGH,4601,WASHINGTON ELEMENTARY SCHOOL,48,110,84,75,74,49,79, , , , , , , ,519
29,HILLSBOROUGH,4611,WALKER MIDDLE MAGNET SCHOOL, , , , , , , ,309,299,202, , , , ,810
29,HILLSBOROUGH,4651,WESTCHASE ELEMENTARY SCHOOL,10,160,158,154,175,149,179, , , , , , , ,985
29,HILLSBOROUGH,4681,WEST SHORE ELEMENTARY SCHOOL,27,64,44,49,35,41,43, , , , , , , ,303
29,HILLSBOROUGH,4722,WEST TAMPA ELEMENTARY SCHOOL,68,68,78,74,68,86,57, , , , , , , ,499
29,HILLSBOROUGH,4731,WHARTON HIGH SCHOOL, , , , , , , , , , ,654,606,555,590,"2,405"
29,HILLSBOROUGH,4741,WILLIAMS MIDDLE MAGNET SCHOOL, , , , , , , ,286,254,217, , , , ,757
29,HILLSBOROUGH,4747,JAMES ELEMENTARY SCHOOL,11,108,97,101,127,98,84, , , , , , , ,626
29,HILLSBOROUGH,4761,WILSON MIDDLE SCHOOL, , , , , , , ,177,213,213, , , , ,603
29,HILLSBOROUGH,4801,WILSON ELEMENTARY SCHOOL,23,61,54,60,53,56,62, , , , , , , ,369
29,HILLSBOROUGH,4841,WIMAUMA ELEMENTARY SCHOOL,26,101,88,83,66,57,70, , , , , , , ,491
29,HILLSBOROUGH,4921,WITTER ELEMENTARY SCHOOL,77,88,76,66,58,71,62, , , , , , , ,498
29,HILLSBOROUGH,4941,WOODBRIDGE ELEMENTARY SCHOOL,17,104,91,99,94,83,88, , , , , , , ,576
29,HILLSBOROUGH,4961,YATES ELEMENTARY SCHOOL,13,113,120,120,121,113,101, , , , , , , ,701
29,HILLSBOROUGH,5041,YOUNG MIDDLE MAGNET SCHOOL, , , , , , , ,169,182,204, , , , ,555
29,HILLSBOROUGH,5042,HILLSBOROUGH ACADEMY, , , , , , , , ,#,#,#,#, ,#,17
29,HILLSBOROUGH,5044,"DETENTION CENTER, WEST", , , , , , ,#,#,12,30,20,#,#,#,86
29,HILLSBOROUGH,5048,LESLIE PETERS HALFWAY HOUSE, , , , , , , , , ,#,#,#,#,#,21
29,HILLSBOROUGH,5051,AMI KIDS TAMPA, , , , , , , ,#,#,#,#, , , ,19
29,HILLSBOROUGH,5052,AMI KIDS YES, , , , , , , , ,#,#,15,#,#,#,33
29,HILLSBOROUGH,5054,PACE CENTER FOR GIRLS, , , , , , , ,#,#,#,19,11,#,#,50
29,HILLSBOROUGH,5056,FALKENBURG JCT - MENTAL HEALTH, , , , , , , , ,#,#,19,14,#,#,49
29,HILLSBOROUGH,5058,FALKENBURG ROAD JAIL, , , , , , , , ,#,#,27,11,#,#,54
29,HILLSBOROUGH,5060,RIVERSIDE ACADEMY, , , , , , , , ,#,32,53,35,14,#,144
29,HILLSBOROUGH,5062,COLUMBUS RESIDENTIAL JUVENILE, , , , , , , , ,#,10,11,16,#,#,49
29,HILLSBOROUGH,5371,HOSPITAL/HOMEBOUND/HOMEBASED P,12,#,10,10,#,#,#,#,#,14,11,#,#,24,132
29,HILLSBOROUGH,5372,ESE BIRTH THRU AGE 5,336, , , , , , , , , , , , , ,336
29,HILLSBOROUGH,6529,DELIA SANCHEZ FULL SERVICE SCH,20, , , , , , , , , , , , , ,20
29,HILLSBOROUGH,6601,RICHARDSON MONTESSORI ACADEMY, ,16,11,#,17,#,#,#, , , , , , ,64
29,HILLSBOROUGH,6606,TERRACE COMMUNITY MIDDLE SCHOO, , , , , , , ,220,220,220, , , , ,660
29,HILLSBOROUGH,6608,VILLAGE OF EXCEL. ACAD., ,52,36,41,37,25,22, , , , , , , ,213
29,HILLSBOROUGH,6609,PEPIN ACADEMY OF TAMPA, , , , , , , , , , ,52,43,37,41,173
29,HILLSBOROUGH,6612,TRINITY SCHOOL FOR CHILDREN -, ,91,81,79,82,73,77, , , , , , , ,483
29,HILLSBOROUGH,6613,LEARNING GATE COMMUNITY SCHOOL, ,72,80,80,79,89,93,107,106,87, , , , ,793
29,HILLSBOROUGH,6615,RCMA WIMAUMA ACADEMY, ,35,37,40,32,23,18, , , , , , , ,185
29,HILLSBOROUGH,6620,TAMPA CHARTER SCHOOL, , , , ,14,24,19,49,35,28, , , , ,169
29,HILLSBOROUGH,6621,MOUNT PLEASANT STANDARD BASE, , , , , , , ,31,33,20, , , , ,84
29,HILLSBOROUGH,6623,WALTON ACADEMY, ,36,30,29,24,22,21, , , , , , , ,162
29,HILLSBOROUGH,6624,TRINITY UPPER SCHOOL, , , , , , , ,95,83,79, , , , ,257
29,HILLSBOROUGH,6625,LITERACY/LEADERSHIP/TECHNOLOGY, , , , , , , ,91,102,99, , , , ,292
29,HILLSBOROUGH,6626,KIDS COMMUNITY COLLEGE, ,54,54,54,54,66,64, , , , , , , ,346
29,HILLSBOROUGH,6628,PEPIN ELEMENTARY SCHOOL, ,#,10,14,22,27,32, , , , , , , ,109
29,HILLSBOROUGH,6630,PEPIN TRANSITIONAL SCHOOL, , , , , , , , , , , , , ,68,68
29,HILLSBOROUGH,6631,PEPIN MIDDLE SCHOOL, , , , , , , ,58,51,54, , , , ,163
29,HILLSBOROUGH,6634,BROOKS DEBARTOLO COLLEGIATE HI, , , , , , , , , , ,119,92,53,64,328
29,HILLSBOROUGH,6637,SHILOH ELEMENTARY CHARTER SCHO, ,73,75,59,79,77,67, , , , , , , ,430
29,HILLSBOROUGH,6639,FLORIDA AUTISM CHARTER SCHOOL,#,12,#,12,#,11,#,12,12, ,#,#,#,#,105
29,HILLSBOROUGH,6643,COMMUNITY CHARTER SCHOOL OF EX, ,54,52,56,56,42,39, , , , , , , ,299
29,HILLSBOROUGH,6644,ADVANTAGE ACADEMY OF HILLSBORO, ,67,67,65,54,43,42, , , , , , , ,338
29,HILLSBOROUGH,6645,ADVANTAGE ACADEMY MIDDLE SCHOO, , , , , , , ,57,42,46, , , , ,145
29,HILLSBOROUGH,6646,SEMINOLE HEIGHTS CHARTER HIGH, , , , , , , , , , ,87,115,108,68,378
29,HILLSBOROUGH,6647,NEWPOINT HIGH OF TAMPA, , , , , , , , , , ,33,45,33,52,163
29,HILLSBOROUGH,6648,SHILOH MIDDLE CHARTER SCHOOL, , , , , , , ,65,68,59, , , , ,192
29,HILLSBOROUGH,6649,VALRICO LAKE ADVANTAGE ACADEMY, ,113,114,74,73,82,61,72,56,22, , , , ,667
29,HILLSBOROUGH,6650,KID'S COMMUNITY COLLEGE MIDDLE, , , , , , , ,66,45,43, , , , ,154
29,HILLSBOROUGH,6652,CHANNELSIDE ACADEMY OF MATH AN, ,87,57,50,45,46,25, , , , , , , ,310
29,HILLSBOROUGH,6653,WOODMONT CHARTER SCHOOL, ,117,110,78,102,66,65,105,101, , , , , ,744
29,HILLSBOROUGH,6654,NEW SPRINGS SCHOOL, , , , , , , ,78,44,52, , , , ,174
29,HILLSBOROUGH,6655,LUTZ PREPARATORY ACADEMY, ,72,90,72,72,87,48,35, , , , , , ,476
29,HILLSBOROUGH,6656,PIVOT CHARTER SCHOOL, , , , , , , ,32,21,46,39,47,28,18,231
29,HILLSBOROUGH,6657,NEW SPRINGS ELEMENTARY SCHOOL, ,40,35,29,29,30,12, , , , , , , ,175
29,HILLSBOROUGH,6658,WINTHROP CHARTER SCHOOL, ,159,137,138,138,116,109,150,129, , , , , ,"1,076"
29,HILLSBOROUGH,6659,WEST UNIVERSITY CHARTER HIGH, , , , , , , , , , ,38,32,40,33,143
29,HILLSBOROUGH,6660,COMMUNITY CHARTER MIDDLE SCHOO, , , , , , , ,38,43,24, , , , ,105
29,HILLSBOROUGH,6662,HENDERSON HAMMOCK CHARTER SCHO, ,117,95,87,70,69,69,135, , , , , , ,642
29,HILLSBOROUGH,6663,CHANNELSIDE ACADEMY MIDDLE SCH, , , , , , , ,45,12, , , , , ,57
29,HILLSBOROUGH,6665,GATES SENIOR HIGH SCHOOL, , , , , , , , , , ,52,23, , ,75
29,HILLSBOROUGH,6666,KINGS KIDS ACADEMY OF HEALTH S, ,15,17,#,11, , , , , , , , , ,50
29,HILLSBOROUGH,6667,KIDS COMMUNITY COLLEGE CHARTER, ,51,35,24, , , , , , , , , , ,110
29,HILLSBOROUGH,6669,RCMA LEADERSHIP ACADEMY, , , , , , , ,20,32, , , , , ,52
29,HILLSBOROUGH,6670,WE PHILLIPS LEARNING ACADEMY, ,12,#,#, , , , , , , , , , ,21
29,HILLSBOROUGH,7001,HILLSBOROUGH VIRT INSTR PRGS, , ,11,#,#,#,#, , , , , , , ,32
29,HILLSBOROUGH,7004,HILLSBOROUGH VIRTUAL FRANCHISE, , , , , , , ,#,#,12,10,#,#,#,48
29,HILLSBOROUGH,7023,HILLSBOROUGH VIRTUAL SCHOOL, ,#,#,#,#,#,16,20,34,24,18,14,23,31,214
30,HOLMES,12,BONIFAY MIDDLE SCHOOL, , , , , , ,142,120,133,122, , , , ,517
30,HOLMES,31,POPLAR SPRINGS HIGH SCHOOL,15,36,41,38,29,35,30,25,31,22,21,30,19,20,392
30,HOLMES,41,BETHLEHEM HIGH SCHOOL,21,35,38,41,45,40,44,36,36,43,36,40,33,31,519
30,HOLMES,61,PONCE DE LEON HIGH SCHOOL, , , , , , , ,60,53,51,57,39,56,54,370
30,HOLMES,111,PONCE DE LEON ELEM. SCHOOL,17,63,50,55,45,51,39, , , , , , , ,320
30,HOLMES,121,BONIFAY ELEMENTARY SCHOOL,34,164,147,142,124,130, , , , , , , , ,741
30,HOLMES,261,HOLMES COUNTY HIGH SCHOOL,#, , , , , , , , , ,123,106,96,121,447
30,HOLMES,471,GRADUATION ASSISTANCE PROGRAM, , , , , , , ,#,#,#,#,#,#, ,20
31,INDIAN RIVER,31,VERO BEACH HIGH SCHOOL, , , , , , , , , , ,805,731,644,622,"2,802"
31,INDIAN RIVER,33,ALTERNATIVE CTR FOR EDUCATION, , , , , , , , ,#,#,14,#,#,#,46
31,INDIAN RIVER,41,ROSEWOOD MAGNET SCHOOL, ,91,91,91,93,90,91, , , , , , , ,547
31,INDIAN RIVER,51,OSCEOLA MAGNET SCHOOL, ,90,93,87,90,88,84, , , , , , , ,532
31,INDIAN RIVER,61,BEACHLAND ELEMENTARY SCHOOL, ,79,112,104,104,108,108, , , , , , , ,615
31,INDIAN RIVER,81,GIFFORD MIDDLE SCHOOL, , , , , , , ,288,290,312, , , , ,890
31,INDIAN RIVER,101,FELLSMERE ELEMENTARY SCHOOL,14,95,138,110,123,105,78, , , , , , , ,663
31,INDIAN RIVER,121,PELICAN ISLAND ELEMENTARY SCHO,17,76,79,101,86,71,75, , , , , , , ,505
31,INDIAN RIVER,131,WABASSO SCHOOL,44,#,#,#,#,#,#,#,#,#,#,10,#,18,114
31,INDIAN RIVER,141,CITRUS ELEMENTARY SCHOOL, ,104,128,120,99,103,121, , , , , , , ,675
31,INDIAN RIVER,151,DODGERTOWN ELEMENTARY SCHOOL,37,71,73,66,71,69,54, , , , , , , ,441
31,INDIAN RIVER,161,VERO BEACH ELEMENTARY SCHOOL,31,110,111,103,108,91,94, , , , , , , ,648
31,INDIAN RIVER,171,SEBASTIAN RIVER MIDDLE SCHOOL, , , , , , , ,258,297,363, , , , ,918
31,INDIAN RIVER,191,SEBASTIAN ELEMENTARY SCHOOL, ,68,85,77,95,84,93, , , , , , , ,502
31,INDIAN RIVER,201,GLENDALE ELEMENTARY SCHOOL, ,86,94,79,82,86,83, , , , , , , ,510
31,INDIAN RIVER,221,HIGHLANDS ELEMENTARY SCHOOL,#,82,81,73,76,82,77, , , , , , , ,472
31,INDIAN RIVER,271,OSLO MIDDLE SCHOOL, , , , , , , ,296,311,304, , , , ,911
31,INDIAN RIVER,291,SEBASTIAN RIVER HIGH SCHOOL, , , , , , , , , , ,558,475,455,418,"1,906"
