FLORIDA DEPARTMENT OF EDUCATION,,,,,,,,,,,,,,,,,,
SCHOOL MEMBERSHIP BY GRADE,,,,,,,,,,,,,,,,,,
SCHOOL YEAR 2010-11,,,,,,,,,,,,,,,,,,
SURVEY 2 DATA AS OF 12/05/10,,,,,,,,,,,,,,,,,,
District Number,District Name,School Number,School Name,PK,KG,1ST,2ND,3RD,4TH,5TH,6TH,7TH,8TH,9TH,10TH,11TH,12TH,Total Membership
1,ALACHUA,21,CHARLES W. DUVAL ELEM SCHOOL,0,35,67,60,61,39,58,0,0,0,0,0,0,0,320
1,ALACHUA,31,J. J. FINLEY ELEMENTARY SCHOOL,1,99,85,57,72,73,72,0,0,0,0,0,0,0,459
1,ALACHUA,41,STEPHEN FOSTER ELEMENTARY SCHL,0,70,64,57,71,89,113,0,0,0,0,0,0,0,464
1,ALACHUA,52,A.QUINN JONES/EXCEP.STUD.CTR.,0,0,1,5,4,3,5,6,8,8,7,6,8,6,67
1,ALACHUA,71,LAKE FOREST ELEMENTARY SCHOOL,11,65,64,47,80,55,57,0,0,0,0,0,0,0,379
1,ALACHUA,81,SIDNEY LANIER CENTER,15,0,2,0,2,2,4,3,7,2,12,4,3,48,104
1,ALACHUA,82,HOSPITAL HOMEBOUND,2,2,3,1,2,4,1,1,0,5,0,0,2,4,27
1,ALACHUA,91,LITTLEWOOD ELEMENTARY SCHOOL,20,127,103,85,120,108,106,0,0,0,0,0,0,0,669
1,ALACHUA,101,W. A. METCALFE ELEMENTARY SCHO,124,66,62,57,64,37,41,0,0,0,0,0,0,0,451
1,ALACHUA,111,JOSEPH WILLIAMS ELEM. SCHOOL,0,59,78,107,95,108,96,0,0,0,0,0,0,0,543
1,ALACHUA,112,ABRAHAM LINCOLN MIDDLE SCHOOL,0,0,0,0,0,0,0,258,220,246,0,0,0,0,724
1,ALACHUA,121,HOWARD W. BISHOP MIDDLE SCHOOL,0,0,0,0,0,0,0,245,247,234,0,0,0,0,726
1,ALACHUA,141,WESTWOOD MIDDLE SCHOOL,0,0,0,0,0,0,0,352,328,314,0,0,0,0,994
1,ALACHUA,151,GAINESVILLE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,514,494,450,413,"1,871"
1,ALACHUA,161,ALACHUA ELEMENTARY SCHOOL,0,0,0,0,146,138,141,0,0,0,0,0,0,0,425
1,ALACHUA,171,ARCHER ELEMENTARY,16,70,80,68,73,85,77,0,0,0,0,0,0,0,469
1,ALACHUA,201,HAWTHORNE MIDDLE/HIGH SCHOOL,0,0,0,0,0,0,0,41,60,47,43,63,44,58,356
1,ALACHUA,221,A. L. MEBANE MIDDLE SCHOOL,0,0,0,0,0,0,0,144,145,146,0,0,0,0,435
1,ALACHUA,261,NEWBERRY HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,167,152,136,120,575
1,ALACHUA,271,SANTA FE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,286,279,294,261,"1,120"
1,ALACHUA,281,CHESTER SHELL ELEMENTARY SCHL,13,37,34,24,29,32,26,0,0,0,0,0,0,0,195
1,ALACHUA,291,WALDO COMMUNITY SCHOOL,17,25,29,29,32,36,29,0,0,0,0,0,0,0,197
1,ALACHUA,311,MYRA TERWILLIGER ELEM. SCHOOL,96,117,106,88,82,81,79,0,0,0,0,0,0,0,649
1,ALACHUA,321,IDYLWILD ELEMENTARY SCHOOL,0,147,120,96,109,95,85,0,0,0,0,0,0,0,652
1,ALACHUA,331,GLEN SPRINGS ELEMENTARY SCHOOL,0,69,73,66,72,75,57,0,0,0,0,0,0,0,412
1,ALACHUA,341,MARJORIE KINNAN RAWLINGS ELEM,87,55,62,42,47,47,47,0,0,0,0,0,0,0,387
1,ALACHUA,343,CHARACTER COUNTS CENTER,0,2,7,6,7,1,3,2,0,0,0,0,0,0,28
1,ALACHUA,411,PROFESSIONAL ACADEMY MAGNET AT,13,0,0,0,0,0,0,0,3,3,76,64,47,56,262
1,ALACHUA,412,HORIZON CTR. ALTERNATIVE SCHL,0,0,0,0,0,0,0,7,10,13,17,18,9,7,81
1,ALACHUA,421,EASTSIDE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,381,377,350,315,"1,423"
1,ALACHUA,431,F. W. BUCHHOLZ HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,542,526,531,575,"2,174"
1,ALACHUA,461,HIGH SPRINGS COMMUNITY SCHOOL,19,90,0,0,180,180,98,110,87,96,0,0,0,0,860
1,ALACHUA,481,FORT CLARKE MIDDLE SCHOOL,0,0,0,0,0,0,0,268,286,271,0,0,0,0,825
1,ALACHUA,482,HIDDEN OAK ELEMENTARY SCHOOL,14,144,152,126,143,123,151,0,0,0,0,0,0,0,853
1,ALACHUA,492,FEARNSIDE FAMILY SERVICES CENT,64,0,0,0,0,0,0,0,0,0,0,0,0,0,64
1,ALACHUA,500,PRAIRIE VIEW ACADEMY,83,0,0,0,0,0,0,0,0,0,0,0,0,0,83
1,ALACHUA,501,KIMBALL WILES ELEM. SCHOOL,3,127,131,130,93,117,92,0,0,0,0,0,0,0,693
1,ALACHUA,502,KANAPAHA MIDDLE SCHOOL,0,0,0,0,0,0,0,296,303,304,0,0,0,0,903
1,ALACHUA,503,WILES HEAD START,65,0,0,0,0,0,0,0,0,0,0,0,0,0,65
1,ALACHUA,510,LAWTON M. CHILES ELEM. SCHOOL,0,120,131,113,107,122,122,0,0,0,0,0,0,0,715
1,ALACHUA,531,NEWBERRY ELEMENTARY SCHOOL,27,116,98,90,103,103,0,0,0,0,0,0,0,0,537
1,ALACHUA,541,C. W. NORTON ELEMENTARY SCHOOL,8,116,102,91,112,104,112,0,0,0,0,0,0,0,645
1,ALACHUA,561,WILLIAM S. TALBOT ELEM SCHOOL,12,133,101,123,112,120,106,0,0,0,0,0,0,0,707
1,ALACHUA,571,W. W. IRBY ELEMENTARY SCHOOL,60,158,159,155,0,0,0,0,0,0,0,0,0,0,532
1,ALACHUA,591,OAK VIEW MIDDLE SCHOOL,0,0,0,0,0,0,109,186,190,148,0,0,0,0,633
1,ALACHUA,602,NORTH AMERICAN FAMILY INSTITUT,0,0,0,0,0,0,0,0,3,6,8,3,0,1,21
1,ALACHUA,603,GAINESVILLE WILDERNESS INSTITU,0,0,0,0,0,0,0,0,0,6,10,3,6,5,30
1,ALACHUA,604,PACE,0,0,0,0,0,0,0,0,3,7,7,8,13,1,39
1,ALACHUA,950,THE ONE ROOM SCHOOL HOUSE PROJ,0,32,16,16,19,18,22,0,0,0,0,0,0,0,123
1,ALACHUA,951,MICANOPY AREA COOPERATIVE SCHO,0,18,30,18,15,13,22,0,0,0,0,0,0,0,116
1,ALACHUA,953,CARING & SHARING LEARNING SCH,0,19,21,21,20,21,22,0,0,0,0,0,0,0,124
1,ALACHUA,955,EINSTEIN MONTESSORI SCHOOL,0,0,0,0,20,21,13,16,16,20,0,0,0,0,106
1,ALACHUA,956,EXPRESSIONS LEARNING ARTS ACAD,0,14,11,25,12,13,13,0,0,0,0,0,0,0,88
1,ALACHUA,957,ALACHUA LEARNING CENTER,0,19,0,0,33,39,15,22,24,18,0,0,0,0,170
1,ALACHUA,958,GENESIS PREPARATORY SCHOOL,0,14,21,14,17,0,0,0,0,0,0,0,0,0,66
1,ALACHUA,961,"MICANOPY MIDDLE SCHOOL, INC.",0,0,0,0,0,0,0,23,23,20,12,0,0,0,78
1,ALACHUA,971,HOGGETOWNE MIDDLE SCHOOL,0,0,0,0,0,0,0,34,41,46,0,0,0,0,121
1,ALACHUA,981,HEALTHY LEARNING ACADEMY CHART,0,17,18,14,11,0,0,0,0,0,0,0,0,0,60
1,ALACHUA,991,FLORIDA SIATECH AT GAINESVILLE,0,0,0,0,0,0,0,0,0,0,25,45,102,80,252
1,ALACHUA,1001,SWEETWATER BRANCH ACADEMY,0,0,0,0,0,0,0,43,33,35,13,0,0,0,124
1,ALACHUA,1002,SWEETWATER BRANCH ACADEMY ELEM,0,36,21,19,26,26,18,0,0,0,0,0,0,0,146
1,ALACHUA,7001,ALACHUA COUNTY VIRTUAL SCHOOL,0,0,1,3,4,3,2,1,3,0,0,4,1,3,25
1,ALACHUA,9029,N. FLORIDA JUVENILE DETENTION,0,0,0,0,0,0,0,2,4,10,19,8,5,5,53
2,BAKER,12,BAKER COUNTY SENIOR HIGH SCHOO,0,0,0,0,0,0,0,0,0,0,445,326,329,281,"1,381"
2,BAKER,13,MACCLENNY ELEMENTARY SCHOOL,5,0,253,187,162,0,0,0,0,0,0,0,0,0,607
2,BAKER,22,PREK/KINDERGARTEN CENTER,32,404,0,0,0,0,0,0,0,0,0,0,0,0,436
2,BAKER,31,J FRANKLYN KELLER INTERMEDIATE,8,0,0,0,0,414,384,0,0,0,0,0,0,0,806
2,BAKER,32,BAKER COUNTY MIDDLE SCHOOL,0,0,0,0,0,0,1,378,383,332,0,0,0,0,"1,094"
2,BAKER,91,WESTSIDE ELEMENTARY SCHOOL,1,1,231,221,224,2,0,0,0,0,0,0,0,0,680
3,BAY,61,BAY HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,337,319,296,271,"1,223"
3,BAY,71,MERRITT BROWN MIDDLE SCHOOL,0,0,0,0,0,0,0,267,235,264,0,0,0,0,766
3,BAY,81,HUTCHISON BEACH ELEMENTARY SCH,36,106,113,102,131,113,102,0,0,0,0,0,0,0,703
3,BAY,91,CEDAR GROVE ELEMENTARY SCHOOL,50,75,92,65,79,79,71,0,0,0,0,0,0,0,511
3,BAY,101,CALLAWAY ELEMENTARY SCHOOL,49,104,81,92,100,90,84,0,0,0,0,0,0,0,600
3,BAY,111,MERRIAM CHERRY STREET ELEM.,18,74,72,61,75,63,63,0,0,0,0,0,0,0,426
3,BAY,131,LUCILLE MOORE ELEMENTARY SCHL,41,78,89,70,78,72,73,0,0,0,0,0,0,0,501
3,BAY,141,EVERITT MIDDLE SCHOOL,0,0,0,0,0,0,0,307,303,295,0,0,0,0,905
3,BAY,151,HILAND PARK ELEMENTARY SCHOOL,52,134,151,116,112,124,120,0,0,0,0,0,0,0,809
3,BAY,161,JINKS MIDDLE SCHOOL,0,0,0,0,0,0,0,237,225,243,0,0,0,0,705
3,BAY,171,LYNN HAVEN ELEMENTARY SCHOOL,36,117,104,115,118,109,124,0,0,0,0,0,0,0,723
3,BAY,191,OAKLAND TERRACE SCHL FOR VIS,21,58,70,44,61,40,52,0,0,0,0,0,0,0,346
3,BAY,201,SURFSIDE MIDDLE SCHOOL,0,0,0,0,0,0,0,350,347,326,0,0,0,0,"1,023"
3,BAY,211,PARKER ELEMENTARY SCHOOL,30,126,132,114,87,87,93,0,0,0,0,0,0,0,669
3,BAY,221,SOUTHPORT ELEMENTARY SCHOOL,36,70,66,67,67,69,61,0,0,0,0,0,0,0,436
3,BAY,231,SPRINGFIELD ELEMENTARY SCHOOL,32,77,74,67,73,74,85,0,0,0,0,0,0,0,482
3,BAY,241,ST. ANDREW SCHOOL,10,12,13,10,6,18,13,17,0,0,0,0,0,0,99
3,BAY,251,WALLER ELEMENTARY SCHOOL,41,87,76,82,84,85,89,0,0,0,0,0,0,0,544
3,BAY,281,MARGARET K. LEWIS EXCEP SCHOOL,17,8,6,6,11,7,10,7,8,8,5,13,9,43,158
3,BAY,291,OSCAR PATTERSON ELEM MAGNET,36,80,85,62,78,57,59,0,0,0,0,0,0,0,457
3,BAY,331,MOWAT MIDDLE SCHOOL,0,0,0,0,0,0,0,280,302,310,0,0,0,0,892
3,BAY,341,RUTHERFORD HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,372,367,303,271,"1,313"
3,BAY,461,DEER POINT ELEMENTARY SCHOOL,43,56,57,56,62,35,47,0,0,0,0,0,0,0,356
3,BAY,471,NORTHSIDE ELEMENTARY SCHOOL,51,118,110,88,98,96,91,0,0,0,0,0,0,0,652
3,BAY,491,A. CRAWFORD MOSLEY HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,443,424,527,444,"1,838"
3,BAY,501,TYNDALL ELEMENTARY SCHOOL,58,145,131,122,124,106,100,0,0,0,0,0,0,0,786
3,BAY,511,TOMMY SMITH ELEMENTARY SCHOOL,52,121,108,123,120,116,107,0,0,0,0,0,0,0,747
3,BAY,521,PATRONIS ELEMENTARY SCHOOL,55,129,134,101,97,121,112,0,0,0,0,0,0,0,749
3,BAY,531,NEW HORIZONS LEARNING CENTER,0,0,0,0,0,0,0,13,22,18,19,12,22,11,117
3,BAY,541,DEANE BOZEMAN SCHOOL,36,47,63,59,54,57,60,128,131,125,176,153,123,120,"1,332"
3,BAY,551,J.R. ARNOLD HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,363,365,368,268,"1,364"
3,BAY,571,BREAKFAST POINT ACADEMY,68,152,126,140,115,156,137,0,0,0,0,0,0,0,894
3,BAY,581,ROSENWALD HIGH SCHOOL,6,0,0,0,0,0,0,0,0,15,61,61,79,87,309
3,BAY,591,C C WASHINGTON ACADEMY,0,0,0,0,0,0,0,15,49,62,0,0,0,0,126
3,BAY,602,BAY REG.JUVENILE DETENTION CTR,0,0,0,0,0,0,0,1,4,5,9,5,3,1,28
3,BAY,604,PANAMA CITY MARINE INSTITUTE,0,0,0,0,0,0,0,4,14,17,37,11,10,7,100
3,BAY,701,BAY HAVEN CHARTER ACADEMY,0,90,91,89,90,110,129,0,0,0,0,0,0,0,599
3,BAY,711,BAY HAVEN CHARTER MIDDLE SCHOO,0,0,0,0,0,0,0,152,151,147,0,0,0,0,450
3,BAY,731,NORTH BAY HAVEN CHARTER ACADEM,0,0,0,0,0,0,0,89,67,65,0,0,0,0,221
3,BAY,741,NORTH BAY HAVEN CAREER ACADEMY,0,0,0,0,0,0,0,0,0,0,96,0,0,0,96
3,BAY,751,NORTH BAY HAVEN CHARTER ACADEM,0,54,54,54,54,66,67,0,0,0,0,0,0,0,349
3,BAY,771,NEWPOINT BAY CHARTER HIGH SCHO,0,0,0,0,0,0,0,0,0,0,40,44,65,28,177
3,BAY,781,CHAUTAUQUA CHARTER SCHOOL,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45
3,BAY,791,NEWPOINT ACADEMY,0,0,0,0,0,0,0,111,57,59,0,0,0,0,227
3,BAY,7001,VIRTUAL SCHOOL,0,1,5,4,5,3,9,2,2,3,0,0,0,0,34
3,BAY,7004,BAY VIRTUAL FRANCHISE,0,0,0,0,0,0,0,1,0,0,0,13,24,18,56
4,BRADFORD,21,BRADFORD HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,265,208,210,190,873
4,BRADFORD,51,STARKE ELEMENTARY SCHOOL,52,82,83,70,88,85,83,0,0,0,0,0,0,0,543
4,BRADFORD,81,SOUTHSIDE ELEMENTARY SCHOOL,43,90,97,90,88,101,82,0,0,0,0,0,0,0,591
4,BRADFORD,121,RAINBOW CENTER,45,0,0,0,0,0,0,0,0,0,0,0,0,0,45
4,BRADFORD,131,LAWTEY ELEMENTARY SCHOOL,22,49,32,35,40,35,38,19,0,0,0,0,0,0,270
4,BRADFORD,161,BROOKER ELEMENTARY SCHOOL,17,27,18,12,24,13,9,0,0,0,0,0,0,0,120
4,BRADFORD,172,BRADFORD MIDDLE SCHOOL,0,0,0,0,0,0,0,224,222,216,0,0,0,0,662
4,BRADFORD,181,HAMPTON ELEMENTARY SCHOOL,17,32,31,28,18,20,25,0,0,0,0,0,0,0,171
4,BRADFORD,7001,BRADFORD VIRTUAL SCHOOL,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
4,BRADFORD,7004,BRADFORD VIRTUAL FRANCHISE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5,BREVARD,11,TITUSVILLE HIGH SCHOOL,9,0,0,0,0,0,0,0,0,0,369,366,329,318,"1,391"
5,BREVARD,51,OAK PARK ELEMENTARY SCHOOL,33,87,82,89,90,94,84,87,0,0,0,0,0,0,646
5,BREVARD,52,JAMES MADISON MIDDLE SCHOOL,0,0,0,0,0,0,0,0,274,274,0,0,0,0,548
5,BREVARD,61,APOLLO ELEMENTARY SCHOOL,18,96,109,108,101,104,103,107,0,0,0,0,0,0,746
5,BREVARD,71,RIVERVIEW ELEMENTARY SCHOOL,27,58,50,34,36,41,36,38,0,0,0,0,0,0,320
5,BREVARD,89,FIELDSTON PREPARATORY SCHOOL,0,1,1,0,5,2,7,8,11,15,14,4,2,3,73
5,BREVARD,91,COQUINA ELEMENTARY SCHOOL,37,73,76,66,62,54,49,51,0,0,0,0,0,0,468
5,BREVARD,101,MIMS ELEMENTARY SCHOOL,18,66,57,71,58,67,64,67,0,0,0,0,0,0,468
5,BREVARD,121,SOUTH LAKE ELEMENTARY SCHOOL,16,61,52,55,55,48,42,59,0,0,0,0,0,0,388
5,BREVARD,141,ANDREW JACKSON MIDDLE SCHOOL,0,0,0,0,0,0,0,0,326,305,0,0,0,0,631
5,BREVARD,151,IMPERIAL ESTATES ELEM. SCHOOL,5,90,98,89,106,106,82,104,0,0,0,0,0,0,680
5,BREVARD,161,ASTRONAUT HIGH SCHOOL,0,0,0,0,0,0,0,0,0,2,322,293,290,246,"1,153"
5,BREVARD,181,PINEWOOD ELEMENTARY SCHOOL,19,58,57,58,50,48,58,52,0,0,0,0,0,0,400
5,BREVARD,191,CHALLENGER 7 ELEMENTARY SCHOOL,9,70,68,67,64,72,78,56,0,0,0,0,0,0,484
5,BREVARD,201,ATLANTIS ELEMENTARY SCHOOL,17,79,97,72,78,91,101,104,0,0,0,0,0,0,639
5,BREVARD,301,ENTERPRISE ELEMENTARY SCHOOL,5,72,90,86,90,104,128,105,0,0,0,0,0,0,680
5,BREVARD,302,SPACE COAST JR/SR HIGH SCHOOL,0,0,0,0,0,0,0,0,326,259,286,297,293,281,"1,742"
5,BREVARD,1001,CROSSWINDS/RAINWATER FOR GIRLS,0,0,0,0,0,0,0,0,2,1,3,0,0,0,6
5,BREVARD,1002,CENTER FOR DRUG FREE LIVING,0,0,0,0,0,0,0,3,9,4,13,1,0,0,30
5,BREVARD,1011,ROCKLEDGE SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,348,350,267,277,"1,242"
5,BREVARD,1016,NORTH AREA ALTERNATIVE LEARNIN,0,0,0,0,0,0,0,2,1,16,9,3,0,0,31
5,BREVARD,1017,CENTRAL AREA ALTERNATIVE LEARN,0,0,0,0,0,0,0,0,6,13,11,6,7,0,43
5,BREVARD,1018,SOUTH AREA ALTERNATIVE LEARNIN,0,0,0,0,0,0,0,2,12,18,30,26,12,8,108
5,BREVARD,1020,OUTWARD BOUND,0,0,0,0,0,0,0,1,2,5,5,6,0,2,21
5,BREVARD,1021,ESE INFANTS AND TODDLERS,424,0,1,1,0,0,0,0,0,0,1,0,0,0,427
5,BREVARD,1025,BREVARD COUNTY JUV.DET.CTR.,0,0,0,0,0,0,0,1,1,3,12,4,2,1,24
5,BREVARD,1026,FRANCES WALKER HALFWAY HOUSE,0,0,0,0,0,0,0,0,2,3,13,6,3,2,29
5,BREVARD,1027,SPACE COAST MARINE INSTITUTE,0,0,0,0,0,0,0,0,3,2,17,9,2,1,34
5,BREVARD,1028,DEVEREUX HOSPITAL,0,0,0,2,2,0,2,0,4,7,9,4,8,2,40
5,BREVARD,1029,RIVERDALE COUNTRY DAY SCHOOL,0,0,0,2,4,7,14,13,11,15,18,8,9,19,120
5,BREVARD,1031,CLEARLAKE MIDDLE SCHOOL,0,0,0,0,0,0,0,0,205,190,0,0,0,0,395
5,BREVARD,1032,HORACE MANN ACADEMY,0,2,1,0,6,9,7,5,12,19,22,13,8,8,112
5,BREVARD,1041,CAMBRIDGE ELEM MAGNET SCHOOL,65,81,83,67,68,71,54,54,0,0,0,0,0,0,543
5,BREVARD,1051,ENDEAVOUR ELEMENTARY MAGNET,66,130,119,113,97,88,82,52,0,0,0,0,0,0,747
5,BREVARD,1071,GOLFVIEW ELEMENTARY MAGNET SCH,56,92,81,84,97,96,80,67,0,0,0,0,0,0,653
5,BREVARD,1081,RONALD MCNAIR MAGNET MIDDLE,0,0,0,0,0,0,0,0,277,211,0,0,0,0,488
5,BREVARD,1091,FAIRGLEN ELEMENTARY SCHOOL,4,100,97,100,102,100,95,96,0,0,0,0,0,0,694
5,BREVARD,1101,JOHN F. KENNEDY MIDDLE SCHOOL,0,0,0,0,0,0,0,0,373,367,0,0,0,0,740
5,BREVARD,1121,COCOA HIGH SCHOOL,15,0,0,0,0,0,0,0,0,0,295,229,194,236,969
5,BREVARD,1131,SATURN ELEMENTARY SCHOOL,72,119,110,108,105,91,90,97,0,0,0,0,0,0,792
5,BREVARD,1141,HANS CHRISTIAN ANDERSEN ELEMEN,0,97,120,110,113,101,112,103,0,0,0,0,0,0,756
5,BREVARD,1151,RALPH M WILLIAMS JR ELEMENTARY,6,67,104,83,84,76,80,82,0,0,0,0,0,0,582
5,BREVARD,1161,MANATEE ELEMENTARY,20,135,92,133,121,121,102,150,0,0,0,0,0,0,874
5,BREVARD,1171,VIERA HIGH SCHOOL,18,0,0,0,0,0,0,0,0,0,581,561,517,440,"2,117"
5,BREVARD,2011,MELBOURNE SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,584,497,442,472,"1,995"
5,BREVARD,2021,PALM BAY SENIOR HIGH SCHOOL,37,0,0,0,0,0,0,0,0,0,507,455,389,505,"1,893"
5,BREVARD,2031,MEADOWLANE INTERMEDIATE ELEMEN,0,0,0,0,224,256,262,231,0,0,0,0,0,0,973
5,BREVARD,2041,MEADOWLANE PRIMARY ELEMENTARY,6,276,245,225,0,0,0,0,0,0,0,0,0,0,752
5,BREVARD,2042,W. MELBOURNE ELEMENTARY SCHOOL,0,72,54,56,52,66,66,65,0,0,0,0,0,0,431
5,BREVARD,2051,UNIVERSITY PARK ELEMENTARY SCH,56,71,83,62,59,60,59,68,0,0,0,0,0,0,518
5,BREVARD,2061,PORT MALABAR ELEMENTARY SCHOOL,2,89,90,84,95,93,104,98,0,0,0,0,0,0,655
5,BREVARD,2071,STONE MIDDLE SCHOOL,0,0,0,0,0,0,0,0,390,364,0,0,0,0,754
5,BREVARD,2081,PALM BAY ELEMENTARY SCHOOL,73,127,122,107,106,82,109,77,0,0,0,0,0,0,803
