"Student Membership by Grade, 2009-10",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,PK,KG,1ST,2ND,3RD,4TH,5TH,6TH,7TH,8TH,9TH,10TH,11TH,12TH,MEMBERSHIP
13,DADE,5831,HENRY S. WEST LABORATORY SCHOO,0,32,35,49,48,34,39,3,0,0,0,0,0,0,240
13,DADE,5861,DR. HENRY W. MACK/WEST LITTLE,17,61,56,68,70,50,55,0,0,0,0,0,0,0,377
13,DADE,5901,CARRIE P. MEEK/WESTVIEW ELEMEN,17,50,45,71,82,58,65,0,0,0,0,0,0,0,388
13,DADE,5931,PHYLLIS WHEATLEY ELEM. SCHOOL,25,41,43,40,43,27,26,0,0,0,0,0,0,0,245
13,DADE,5951,WHISPERING PINES ELEM. SCHOOL,31,78,99,109,107,133,126,0,0,0,0,0,0,0,683
13,DADE,5961,WINSTON PARK K-8 CENTER,35,115,140,132,160,168,176,155,177,155,0,0,0,0,"1,413"
13,DADE,5971,NATHAN B. YOUNG ELEM. SCHOOL,35,69,61,42,50,47,39,0,0,0,0,0,0,0,343
13,DADE,5981,DR. EDWARD L. WHIGHAM ELEM.,45,124,107,101,135,116,105,0,0,0,0,0,0,0,733
13,DADE,5991,"CHARLES DAVID WYCHE, JR ELEMEN",11,138,133,162,165,175,145,0,0,0,0,0,0,0,929
13,DADE,6001,HERBERT A. AMMONS MIDDLE SCHL,0,0,0,0,0,0,0,409,397,370,0,0,0,0,"1,176"
13,DADE,6004,SOMERSET ACADEMY CHARTER MIDDL,0,0,0,0,0,0,0,60,40,44,0,0,0,0,144
13,DADE,6006,ARCHIMEDEAN MIDDLE CONSERVATOR,0,0,0,0,0,0,0,91,96,77,0,0,0,0,264
13,DADE,6007,CHARTER ON THE BEACH MIDDLE SC,0,0,0,0,0,0,0,0,12,29,0,0,0,0,41
13,DADE,6008,LAWRENCE ACADEMY,0,0,0,0,0,0,0,76,42,40,0,0,0,0,158
13,DADE,6009,MATER EAST ACADEMY MIDDLE SCHO,0,0,0,0,0,0,0,96,144,108,0,0,0,0,348
13,DADE,6010,FLORIDA INT'L ACADEMY CHARTER,0,0,0,0,0,0,0,99,114,89,0,0,0,0,302
13,DADE,6011,ALLAPATTAH MIDDLE SCHOOL,0,0,0,0,0,0,0,221,247,199,0,0,0,0,667
13,DADE,6012,MATER ACADEMY CHARTER MIDDLE,0,0,0,0,0,0,0,455,392,414,0,0,0,0,"1,261"
13,DADE,6013,SOMERSET ACADEMY CHARTER MIDDL,0,0,0,0,0,0,0,37,37,31,0,0,0,0,105
13,DADE,6020,ASPIRA YOUTH LEADERSHIP SCHOOL,0,0,0,0,0,0,0,212,198,144,0,0,0,0,554
13,DADE,6021,ARVIDA MIDDLE SCHOOL,0,0,0,0,0,0,0,426,437,436,0,0,0,0,"1,299"
13,DADE,6022,PINECREST ACADEMY CHARTER MIDD,0,0,0,0,0,0,0,258,220,166,0,0,0,0,644
13,DADE,6023,ANDOVER MIDDLE SCHOOL,0,0,0,0,0,0,0,392,328,3,0,0,0,0,723
13,DADE,6028,RENAISSANCE MIDDLE CHARTER SCH,0,0,0,0,0,0,0,57,45,35,0,0,0,0,137
13,DADE,6030,DORAL ACADEMY CHARTER MIDDLE S,0,0,0,0,0,0,0,342,316,315,0,0,0,0,973
13,DADE,6031,BROWNSVILLE MIDDLE SCHOOL,0,0,0,0,0,0,0,209,240,242,0,0,0,0,691
13,DADE,6033,MATER ACADEMY LAKES MIDDLE SCH,0,0,0,0,0,0,0,86,61,71,0,0,0,0,218
13,DADE,6040,DOCTORS CHARTER SCHOOL OF MIAM,0,0,0,0,0,0,0,87,90,84,80,76,73,62,552
13,DADE,6041,PAUL W. BELL MIDDLE SCHOOL,0,0,0,0,0,0,0,239,269,383,0,0,0,0,891
13,DADE,6042,MATER GARDENS ACADEMY MIDDLE S,0,0,0,0,0,0,0,79,78,35,0,0,0,0,192
13,DADE,6043,SOMERSET ACADEMY MIDDLE COUNTR,0,0,0,0,0,0,0,13,0,0,0,0,0,0,13
13,DADE,6045,INTERNATIONAL STUDIES CHARTER,0,0,0,0,0,0,0,51,42,29,0,0,0,0,122
13,DADE,6047,MATER ACAD MIDDLE SCHOOL INTER,0,0,0,0,0,0,0,39,24,16,0,0,0,0,79
13,DADE,6048,MIAMI COMMUNITY CHARTER MIDDLE,0,0,0,0,0,0,0,47,29,24,0,0,0,0,100
13,DADE,6049,RIVER CITIES COMMUNITY CHARTER,0,0,0,0,0,0,0,25,19,8,0,0,0,0,52
13,DADE,6051,CAROL CITY MIDDLE SCHOOL,0,0,0,0,0,0,0,261,285,317,0,0,0,0,863
13,DADE,6052,ZELDA GLAZER MIDDLE SCHOOL,0,0,0,0,0,0,0,465,402,0,0,0,0,0,867
13,DADE,6053,SOMERSET ACADEMY CHARTER MIDDL,0,0,0,0,0,0,0,23,0,0,0,0,0,0,23
13,DADE,6060,ASPIRA SOUTH YOUTH LEADERSHIP,0,0,0,0,0,0,0,104,98,79,0,0,0,0,281
13,DADE,6061,CAMPBELL DRIVE MIDDLE SCHOOL,0,0,0,0,0,0,0,270,269,306,0,0,0,0,845
13,DADE,6070,ASPIRA EUGENIO MARIA DE HOSTOS,0,0,0,0,0,0,0,193,153,145,0,0,0,0,491
13,DADE,6071,GEORGE WASHINGTON CARVER MIDDL,0,0,0,0,0,0,0,389,325,286,0,0,0,0,"1,000"
13,DADE,6081,CENTENNIAL MIDDLE SCHOOL,0,0,0,0,0,0,0,252,298,357,0,0,0,0,907
13,DADE,6091,CITRUS GROVE MIDDLE SCHOOL,0,0,0,0,0,0,0,337,339,359,0,0,0,0,"1,035"
13,DADE,6111,CUTLER RIDGE MIDDLE SCHOOL,0,0,0,0,0,0,0,229,252,304,0,0,0,0,785
13,DADE,6121,RUBEN DARIO MIDDLE SCHOOL,0,0,0,0,0,0,0,271,251,251,0,0,0,0,773
13,DADE,6131,HOWARD A. DOOLIN MIDDLE SCHOOL,0,0,0,0,0,0,0,267,291,277,0,0,0,0,835
13,DADE,6141,CHARLES R. DREW MIDDLE SCHOOL,0,0,0,0,0,0,0,146,200,215,0,0,0,0,561
13,DADE,6151,DORAL MIDDLE SCHOOL,0,0,0,0,0,0,0,209,290,343,0,0,0,0,842
13,DADE,6161,LAWTON CHILES MIDDLE SCHOOL,0,0,0,0,0,0,0,307,336,301,0,0,0,0,944
13,DADE,6171,HENRY H. FILER MIDDLE SCHOOL,0,0,0,0,0,0,0,370,432,406,0,0,0,0,"1,208"
13,DADE,6211,GLADES MIDDLE SCHOOL,0,0,0,0,0,0,0,374,442,439,0,0,0,0,"1,255"
13,DADE,6221,HAMMOCKS MIDDLE SCHOOL,0,0,0,0,0,0,0,397,405,446,0,0,0,0,"1,248"
13,DADE,6231,HIALEAH MIDDLE SCHOOL,0,0,0,0,0,0,0,269,314,338,0,0,0,0,921
13,DADE,6241,HIGHLAND OAKS MIDDLE SCHOOL,0,0,0,0,0,0,0,397,414,773,0,0,0,0,"1,584"
13,DADE,6251,HOMESTEAD MIDDLE SCHOOL,0,0,0,0,0,0,0,229,213,257,0,0,0,0,699
13,DADE,6281,THOMAS JEFFERSON MIDDLE SCHOOL,0,0,0,0,0,0,0,116,210,199,0,0,0,0,525
13,DADE,6301,JOHN F. KENNEDY MIDDLE SCHOOL,0,0,0,0,0,0,0,506,481,642,0,0,0,0,"1,629"
13,DADE,6331,KINLOCH PARK MIDDLE SCHOOL,0,0,0,0,0,0,0,348,424,362,0,0,0,0,"1,134"
13,DADE,6351,LAKE STEVENS MIDDLE SCHOOL,0,0,0,0,0,0,0,260,248,254,0,0,0,0,762
13,DADE,6361,JOSE DE DIEGO MIDDLE SCHOOL,0,0,0,0,0,0,0,200,192,247,0,0,0,0,639
13,DADE,6391,MADISON MIDDLE SCHOOL,0,0,0,0,0,0,0,208,237,212,0,0,0,0,657
13,DADE,6411,HORACE MANN MIDDLE SCHOOL,0,0,0,0,0,0,0,237,260,261,0,0,0,0,758
13,DADE,6421,JOSE MARTI MIDDLE SCHOOL,0,0,0,0,0,0,0,227,250,238,0,0,0,0,715
13,DADE,6431,MAYS COMMUNITY MIDDLE SCHOOL,0,0,0,0,0,0,0,178,157,189,0,0,0,0,524
13,DADE,6441,HOWARD D. MCMILLAN MIDDLE SCHO,0,0,0,0,0,0,0,281,335,376,0,0,0,0,992
13,DADE,6481,MIAMI EDISON MIDDLE SCHOOL,0,0,0,0,0,0,0,146,174,171,0,0,0,0,491
13,DADE,6501,MIAMI LAKES MIDDLE SCHOOL,0,0,0,0,0,0,0,266,285,304,0,0,0,0,855
13,DADE,6521,MIAMI SPRINGS MIDDLE SCHOOL,0,0,0,0,0,0,0,491,563,618,0,0,0,0,"1,672"
13,DADE,6541,NAUTILUS MIDDLE SCHOOL,0,0,0,0,0,0,0,277,412,416,0,0,0,0,"1,105"
13,DADE,6571,NORLAND MIDDLE SCHOOL,0,0,0,0,0,0,0,295,302,463,0,0,0,0,"1,060"
13,DADE,6591,NORTH DADE MIDDLE SCHOOL,0,0,0,0,0,0,0,213,222,265,0,0,0,0,700
13,DADE,6611,COUNTRY CLUB MIDDLE SCHOOL,0,0,0,0,0,0,0,452,496,560,0,0,0,0,"1,508"
13,DADE,6631,NORTH MIAMI MIDDLE SCHOOL,0,0,0,0,0,0,0,328,380,357,0,0,0,0,"1,065"
13,DADE,6681,PALM SPRINGS MIDDLE SCHOOL,0,0,0,0,0,0,0,356,385,461,0,0,0,0,"1,202"
13,DADE,6701,PALMETTO MIDDLE SCHOOL,0,0,0,0,0,0,0,346,439,520,0,0,0,0,"1,305"
13,DADE,6721,PARKWAY MIDDLE COMMUNITY SCHL,0,0,0,0,0,0,0,159,147,168,0,0,0,0,474
13,DADE,6741,PONCE DE LEON MIDDLE SCHOOL,0,0,0,0,0,0,0,403,379,396,0,0,0,0,"1,178"
13,DADE,6751,HIALEAH GARDENS MIDDLE SCHOOL,0,0,0,0,0,0,0,595,523,423,0,0,0,0,"1,541"
13,DADE,6761,REDLAND MIDDLE SCHOOL,0,0,0,0,0,0,0,190,221,361,0,0,0,0,772
13,DADE,6771,JORGE MAS CANOSA MIDDLE SCHOOL,0,0,0,0,0,0,0,553,648,712,0,0,0,0,"1,913"
13,DADE,6781,RICHMOND HEIGHTS MIDDLE SCHOOL,0,0,0,0,0,0,0,250,294,287,0,0,0,0,831
13,DADE,6801,RIVIERA MIDDLE SCHOOL,0,0,0,0,0,0,0,281,265,275,0,1,1,2,825
13,DADE,6821,ROCKWAY MIDDLE SCHOOL,0,0,0,0,0,0,0,420,412,471,0,0,0,0,"1,303"
13,DADE,6841,SHENANDOAH MIDDLE SCHOOL,0,0,0,0,0,74,59,319,365,361,0,0,0,0,"1,178"
13,DADE,6861,SOUTHWOOD MIDDLE SCHOOL,0,0,0,0,0,0,0,443,539,522,0,0,0,0,"1,504"
13,DADE,6881,SOUTH MIAMI MIDDLE SCHOOL,0,0,0,0,0,0,0,352,363,332,0,0,0,0,"1,047"
13,DADE,6901,W. R. THOMAS MIDDLE SCHOOL,0,0,0,0,0,0,0,171,228,301,0,0,0,0,700
13,DADE,6921,LAMAR LOUISE CURRY MIDDLE SCHL,0,0,0,0,0,0,0,345,361,573,0,0,0,0,"1,279"
13,DADE,6961,WEST MIAMI MIDDLE SCHOOL,0,0,0,0,0,0,0,389,390,381,0,0,0,0,"1,160"
13,DADE,6981,WESTVIEW MIDDLE SCHOOL,0,0,0,0,0,0,0,237,233,260,0,0,0,0,730
13,DADE,7001,MIAMI-DADE ONLINE ACADEMY,0,0,3,8,6,5,2,6,5,3,3,1,5,5,52
13,DADE,7007,INTERNATIONAL STUDIES CHARTER,0,0,0,0,0,0,0,0,0,0,93,89,67,55,304
13,DADE,7009,DORAL PERFORMING ARTS & ENTERT,0,0,0,0,0,0,0,0,0,0,42,23,23,16,104
13,DADE,7011,AMERICAN SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,553,470,530,535,"2,088"
13,DADE,7014,MATER PERFORMING ARTS & ENTERT,0,0,0,0,0,0,0,0,0,0,84,87,0,0,171
13,DADE,7015,LIFE SKILLS CENTER MIAMI-DADE,0,0,0,0,0,0,0,0,0,0,33,86,67,84,270
13,DADE,7017,LIFE SKILLS CENTER OPA LOCKA,0,0,0,0,0,0,0,0,0,0,117,197,86,34,434
13,DADE,7018,MATER ACADEMY LAKES HIGH SCHOO,0,0,0,0,0,0,0,0,0,0,157,92,96,83,428
13,DADE,7020,DORAL ACADEMY CHARTER HIGH SCH,0,0,0,0,0,0,0,0,0,0,316,254,163,217,950
13,DADE,7022,ACADEMY OF ARTS & MINDS,0,0,0,0,0,0,0,0,0,0,149,75,80,49,353
13,DADE,7024,MATER ACADEMY HIGH OF INTERNAT,0,0,0,0,0,0,0,0,0,0,25,19,0,0,44
13,DADE,7029,TERRA ENVIRONMENTAL RESEARCH I,0,0,0,0,0,0,0,0,0,0,526,0,0,0,526
13,DADE,7030,SCHOOL FOR INTEGRATED ACADEMIC,0,0,0,0,0,0,0,0,0,0,4,6,92,302,404
13,DADE,7033,LAW ENFORCEMENT OFFICERS MEMOR,0,0,0,0,0,0,0,0,0,0,112,0,0,0,112
13,DADE,7036,LAWRENCE ACADEMY SENIOR HIGH C,0,0,0,0,0,0,0,0,0,0,50,35,11,0,96
13,DADE,7037,MATER ACADEMY EAST CHARTER HIG,0,0,0,0,0,0,0,0,0,0,82,46,49,39,216
13,DADE,7038,SOMERSET ACADEMY HIGH SCHOOL (,0,0,0,0,0,0,0,0,0,0,7,13,0,0,20
13,DADE,7041,SCHOOL FOR ADVAN STUDIES-WOLF,0,0,0,0,0,0,0,0,0,0,0,0,50,49,99
13,DADE,7042,SOMERSET ACADEMY CHARTER HIGH,0,0,0,0,0,0,0,0,0,0,100,63,35,0,198
13,DADE,7048,ALONZO & TRACY MOURNING SENIOR,0,0,0,0,0,0,0,0,0,0,463,256,0,0,719
13,DADE,7049,WESTLAND HIALEAH SENIOR HIGH S,0,0,0,0,0,0,0,0,0,0,521,498,421,274,"1,714"
13,DADE,7051,G. HOLMES BRADDOCK SENIOR HIGH,0,0,0,0,0,0,0,0,0,0,909,930,976,711,"3,526"
13,DADE,7053,PINECREST PREPARATORY ACADEMY,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50
13,DADE,7055,YOUNG WOMENS PREPARATORY ACADE,0,0,0,0,0,0,0,72,80,49,33,30,22,18,304
13,DADE,7056,YOUNG MEN'S PREPARATORY ACADEM,0,0,0,0,0,0,0,0,0,0,60,46,7,0,113
13,DADE,7058,MIAMI COMMUNITY CHARTER HIGH S,0,0,0,0,0,0,0,0,0,0,28,0,0,0,28
13,DADE,7059,MIAMI ARTS CHARTER,0,0,0,0,0,0,0,126,101,111,94,60,53,0,545
13,DADE,7061,SCHOOL FOR ADVANCED STUD NORTH,0,0,0,0,0,0,0,0,0,0,0,0,60,44,104
13,DADE,7062,MAVERICKS HIGH OF NORTH MIAMI,0,0,0,0,0,0,0,0,0,0,52,35,28,15,130
13,DADE,7065,MAVERICKS HIGH OF SOUTH MIAMI,0,0,0,0,0,0,0,0,0,0,159,116,83,56,414
13,DADE,7071,CORAL GABLES SENIOR HIGH SCHOO,0,0,0,0,0,0,0,0,0,0,915,835,850,702,"3,302"
13,DADE,7081,DESIGN & ARCHITECTURE SENIOR H,0,0,0,0,0,0,0,0,0,0,142,130,135,101,508
13,DADE,7091,SCHOOL FOR ADVANCED STUDIES -,0,0,0,0,0,0,0,0,0,0,0,0,109,95,204
13,DADE,7101,CORAL REEF SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,812,786,696,706,"3,000"
13,DADE,7111,HIALEAH SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,762,684,852,874,"3,172"
13,DADE,7121,JOHN A. FERGUSON SR HIGH,0,0,0,0,0,0,0,0,0,0,"1,049","1,111","1,059",967,"4,186"
13,DADE,7131,HIALEAH-MIAMI LAKES SR. HIGH,0,0,0,0,0,0,0,0,0,0,590,457,572,471,"2,090"
13,DADE,7141,DR MICHAEL M. KROP SENIOR HIGH,0,0,0,0,0,0,0,0,0,0,777,841,881,750,"3,249"
13,DADE,7151,HOMESTEAD SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,568,432,412,428,"1,840"
13,DADE,7160,MATER ACADEMY CHARTER HIGH,0,0,0,0,0,0,0,0,0,0,354,301,387,366,"1,408"
13,DADE,7161,MAST ACADEMY,0,0,0,0,0,0,0,0,0,0,139,142,145,124,550
13,DADE,7191,HIALEAH GARDENS SENIOR HIGH SC,0,0,0,0,0,0,0,0,0,0,621,548,507,0,"1,676"
13,DADE,7201,MIAMI BEACH SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,578,555,651,347,"2,131"
13,DADE,7231,MIAMI CAROL CITY SENIOR HIGH,0,0,0,0,0,0,0,0,0,0,455,396,493,500,"1,844"
13,DADE,7241,RONALD W. REAGAN/DORAL SENIOR,0,0,0,0,0,0,0,0,0,0,578,579,513,431,"2,101"
13,DADE,7251,MIAMI CENTRAL SENIOR HIGH SCHL,0,0,0,0,0,0,0,0,0,0,489,381,430,360,"1,660"
13,DADE,7254,YMAACD @ MACARTHUR NORTH,0,0,0,0,0,0,0,29,45,45,38,20,15,3,195
13,DADE,7262,CITY OF HIALEAH EDUCATION ACAD,0,0,0,0,0,0,0,0,0,0,130,112,0,0,242
13,DADE,7265,ARCHIMEDEAN UPPER CONSERVATORY,0,0,0,0,0,0,0,0,0,0,47,55,0,0,102
13,DADE,7271,MIAMI CORAL PARK SENIOR HIGH,0,0,0,0,0,0,0,0,0,0,872,809,841,784,"3,306"
13,DADE,7301,MIAMI EDISON SENIOR HIGH SCHL,0,0,0,0,0,0,0,0,0,0,242,188,224,264,918
13,DADE,7341,MIAMI JACKSON SENIOR HIGH SCHL,0,0,0,0,0,0,0,0,0,0,370,291,341,366,"1,368"
13,DADE,7361,MIAMI KILLIAN SENIOR HIGH SCHL,0,0,0,0,0,0,0,0,0,0,785,886,809,775,"3,255"
13,DADE,7371,ROBERT MORGAN EDUCATIONAL CENT,0,0,0,0,0,0,0,0,0,0,604,637,600,548,"2,389"
13,DADE,7381,MIAMI NORLAND SENIOR HIGH SCHO,0,0,0,0,0,0,0,0,0,0,427,352,376,427,"1,582"
13,DADE,7391,MIAMI LAKES EDUCATIONAL CENTER,0,0,0,0,0,0,0,0,0,0,472,426,349,352,"1,599"
13,DADE,7411,MIAMI NORTHWESTERN SENIOR HIGH,0,0,0,0,0,0,0,0,0,0,462,423,462,445,"1,792"
13,DADE,7431,MIAMI PALMETTO SR. HIGH SCHL,0,0,0,0,0,0,0,0,0,0,766,768,806,752,"3,092"
13,DADE,7461,MIAMI SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,713,837,674,595,"2,819"
13,DADE,7511,MIAMI SPRINGS SENIOR HIGH SCHL,0,0,0,0,0,0,0,0,0,0,482,445,501,521,"1,949"
13,DADE,7531,MIAMI SUNSET SENIOR HIGH SCHL,0,0,0,0,0,0,0,0,0,0,716,675,695,614,"2,700"
13,DADE,7541,NORTH MIAMI BEACH SENIOR HIGH,0,0,0,0,0,0,0,0,0,0,620,560,654,642,"2,476"
13,DADE,7551,SCHOOL FOR ADVANCED STUDIES HO,0,0,0,0,0,0,0,0,0,0,0,0,52,46,98
13,DADE,7591,NORTH MIAMI SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,790,663,673,640,"2,766"
13,DADE,7601,WILLIAM H. TURNER TECHNICAL AR,0,0,0,0,0,0,0,0,0,0,437,400,504,410,"1,751"
13,DADE,7631,YMAACD @ MACARTHUR SOUTH,0,0,0,0,0,0,0,18,25,38,48,27,11,7,174
13,DADE,7701,SOUTH DADE SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,"1,188",953,755,542,"3,438"
13,DADE,7721,SOUTH MIAMI SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,573,615,646,509,"2,343"
13,DADE,7731,MIAMI SOUTHRIDGE SENIOR HIGH,0,0,0,0,0,0,0,0,0,0,595,528,628,649,"2,400"
13,DADE,7741,SOUTHWEST MIAMI SENIOR HIGH,0,0,0,0,0,0,0,0,0,0,790,788,712,603,"2,893"
13,DADE,7751,BARBARA GOLEMAN SENIOR HIGH,0,0,0,0,0,0,0,0,0,0,556,476,662,778,"2,472"
13,DADE,7781,FELIX VARELA SENIOR HIGH SCHL,0,0,0,0,0,0,0,0,0,0,736,741,867,730,"3,074"
13,DADE,7791,BOOKER T. WASHINGTON SR HIGH,0,0,0,0,0,0,0,0,0,0,277,225,235,320,"1,057"
13,DADE,7801,GEORGE T. BAKER AVIATION SCHOO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
13,DADE,7804,DADE MARINE INSTITUTE-SOUTH,0,0,0,0,0,0,0,5,4,9,30,19,5,3,75
13,DADE,7805,DADE MARINE INSTITUTE-NORTH,0,0,0,0,0,0,0,1,9,14,19,19,5,2,69
13,DADE,7806,DADE JUVENILE RESIDENTIAL FACI,0,0,0,0,0,0,0,0,3,6,18,12,6,8,53
13,DADE,7809,ICARE - NORTH,0,0,0,0,0,0,0,2,3,6,11,5,0,0,27
13,DADE,7811,ICARE-BAYPOINT SCHOOLS INC.,0,0,0,0,0,0,0,0,0,2,8,4,6,1,21
13,DADE,7812,MIAMI BRIDGE SOUTH,0,0,0,0,0,0,0,0,0,2,1,1,4,0,8
13,DADE,7814,WOMEN IN NEED OF GREATER STREN,0,0,0,0,0,0,0,0,1,3,5,2,2,3,16
13,DADE,7819,BOYSTOWN,0,0,1,1,1,1,1,1,0,3,26,6,4,0,45
13,DADE,7823,HERE'S HELP,0,0,0,0,0,0,0,0,1,0,6,7,3,0,17
13,DADE,7824,HIALEAH INSTITUTE,0,0,0,0,0,0,0,0,0,0,24,33,41,42,140
13,DADE,7826,HIGHLAND PARK SIPP/SART,0,0,0,0,1,0,2,2,3,3,5,6,1,0,23
13,DADE,7829,LITTLE HAVANA INSTITUTE,0,0,0,0,0,0,0,0,0,0,28,54,41,35,158
13,DADE,7832,MIAMI BRIDGE NORTH,0,0,0,0,0,0,0,1,1,6,1,3,0,0,12
13,DADE,7833,CITRUS HEALTH SIPP,0,0,0,0,0,0,1,0,7,8,4,5,2,1,28
13,DADE,7835,RICHMOND PERRINE OPTIMIST,0,0,0,0,0,0,0,6,27,14,26,29,19,16,137
13,DADE,7839,TROY ACADEMY,0,0,0,0,0,0,0,0,9,10,10,12,4,1,46
13,DADE,7840,TURNER/GUILFORD/KNIGHT,0,0,0,0,0,0,0,3,6,9,36,41,7,6,108
13,DADE,7843,VILLAGE SOUTH (BOYS),0,0,0,0,0,0,0,0,2,2,3,3,1,0,11
13,DADE,7846,WOMEN'S DETENTION CENTER,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3
13,DADE,7847,OPEN ARMS,0,0,0,0,0,0,0,0,2,1,3,6,1,1,14
13,DADE,7850,MIAMI BEHAVIORAL HEALTH CENTER,0,0,0,0,0,0,0,1,0,1,6,1,2,1,12
13,DADE,7851,VILLAGE SOUTH (GIRLS),0,0,0,0,0,0,0,0,1,0,4,2,1,0,8
13,DADE,7853,CITRUS HEALTH LOU PANCI,0,0,0,0,0,0,0,1,3,2,8,2,2,2,20
13,DADE,7855,MIAMI CHILDREN'S HOSPITAL,0,0,0,0,1,0,1,0,3,1,2,2,2,0,12
13,DADE,7901,NEW WORLD SCHOOL OF THE ARTS,0,0,0,0,0,0,0,0,0,0,123,137,115,107,482
13,DADE,8016,TEENAGE PARENT PROGRAM,331,0,0,0,0,0,0,0,0,0,0,0,0,0,331
13,DADE,8017,ALTERNATIVE OUTREACH PROGRAM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
13,DADE,8019,ACADEMY FOR COMMUNITY ED (ACE),0,0,0,0,0,0,0,0,0,0,5,16,28,26,75
13,DADE,8021,MIGRANT EDUCATIONAL PROGRAM,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13
13,DADE,8101,YWAACD@JAN MANN OPPORTUNITY SC,0,0,0,0,0,0,0,0,9,21,11,26,13,10,90
13,DADE,8119,THE 500 ROLE MODEL ACADEMY,0,0,0,0,0,0,0,16,42,52,16,0,0,0,126
13,DADE,8121,COPE CENTER NORTH,0,0,0,0,0,0,0,0,5,7,15,23,29,32,111
13,DADE,8131,DOROTHY M. WALLACE COPE CENTER,0,0,0,0,0,0,0,0,1,12,8,20,41,29,111
13,DADE,8141,JUVENILE JUSTICE CTR ALT ED,0,0,0,0,0,0,0,11,20,13,36,15,15,8,118
13,DADE,8151,ROBERT RENICK EDUCATION CENTER,0,0,0,1,1,6,5,10,9,16,16,14,21,26,125
13,DADE,8161,CORPORATE ACADEMY NORTH,0,0,0,0,0,0,0,0,0,0,18,23,43,29,113
13,DADE,8171,SCHOOL FOR APPLIED TECHNOLOGY,0,0,0,0,0,0,0,0,0,0,35,30,14,23,102
13,DADE,8181,RUTH OWENS KRUSE EDUCATION CEN,0,0,0,2,1,1,10,11,25,32,22,27,27,29,187
13,DADE,8201,CORPORATE ACADEMY - SOUTH,0,0,0,0,0,0,0,0,0,0,9,18,21,23,71
13,DADE,9013,PREK INTERVENTION,332,0,0,0,0,0,0,0,0,0,0,0,0,0,332
13,DADE,9731,INSTRUCTIONAL CENTER SYSTEM WI,24,5,5,1,0,0,1,1,0,0,5,4,6,130,182
13,DADE,9732,MERRICK EDUCATIONAL CENTER,1,10,25,22,20,18,8,21,37,38,32,39,47,76,394
14,DESOTO,31,DESOTO COUNTY HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,410,282,261,183,"1,136"
14,DESOTO,61,WEST ELEMENTARY SCHOOL,0,162,176,162,172,174,129,0,0,0,0,0,0,0,975
14,DESOTO,81,MEMORIAL ELEMENTARY SCHOOL,0,167,140,145,133,126,121,0,0,0,0,0,0,0,832
14,DESOTO,161,DESOTO MIDDLE SCHOOL,0,0,0,0,0,0,0,345,319,305,0,0,0,0,969
14,DESOTO,181,NOCATEE ELEMENTARY SCHOOL,0,91,102,108,105,79,96,0,0,0,0,0,0,0,581
14,DESOTO,191,PEACE RIVER YOUTH ACADEMY,0,0,0,0,0,0,0,0,1,5,10,6,2,1,25
14,DESOTO,261,JOSHUA CREEK CENTER,0,0,0,0,0,0,0,0,6,14,50,44,8,4,126
14,DESOTO,271,CARLSTROM CENTER,0,0,0,0,0,0,0,0,4,11,51,44,29,8,147
14,DESOTO,291,DESOTO CONNECTIONS,0,0,0,0,0,0,0,0,0,1,14,10,9,17,51
14,DESOTO,341,EARLY EDUCATION CENTER,125,0,0,0,0,0,0,0,0,0,0,0,0,0,125
14,DESOTO,7001,DESOTO VIRTUAL INSTRUCTION PRO,0,0,0,0,1,0,1,0,3,1,4,0,0,1,11
14,DESOTO,9003,HOSPITAL AND HOMEBOUND,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
14,DESOTO,9114,REDUCED SERVICES,0,0,0,0,0,0,0,0,3,2,1,0,2,1,9
15,DIXIE,21,DIXIE COUNTY HIGH SCHOOL,1,0,0,0,0,0,0,0,0,0,182,131,129,95,538
15,DIXIE,41,OLD TOWN ELEMENTARY SCHOOL,63,106,73,79,78,83,66,0,0,0,0,0,0,0,548
15,DIXIE,101,JAMES M. ANDERSON ELEMENTARY S,63,104,89,81,110,83,80,0,0,0,0,0,0,0,610
15,DIXIE,111,RUTH RAINS MIDDLE SCHOOL,0,0,0,0,0,0,0,151,133,133,0,0,0,0,417
