DISTRICT #,DISTRICT NAME,SCHOOL #,SCHOOL NAME,PK,KG,1ST,2ND,3RD,4TH,5TH,6TH,7TH,8TH,9TH,10TH,11TH,12TH,TOTAL MEMBERSHIP
29,HILLSBOROUGH,6648,SHILOH MIDDLE CHARTER SCHOOL, , , , , , , ,68,57,59, , , , ,184
29,HILLSBOROUGH,6649,VALRICO LAKE ADVANTAGE ACADEMY, ,121,128,103,97,88,109, , , , , , , ,646
29,HILLSBOROUGH,6650,KID'S COMMUNITY COLLEGE MIDDLE, , , , , , , ,85,64,44, , , , ,193
29,HILLSBOROUGH,6652,CHANNELSIDE ACADEMY OF MATH AN, ,60,81,55,52,59,49, , , , , , , ,356
29,HILLSBOROUGH,6653,WOODMONT CHARTER SCHOOL, ,104,85,95,61,63,47,68,62,75, , , , ,660
29,HILLSBOROUGH,6654,NEW SPRINGS SCHOOL, , , , , , , ,46,56,41, , , , ,143
29,HILLSBOROUGH,6655,LUTZ PREPARATORY ACADEMY, ,83,72,91,78,88,88,66, , , , , , ,566
29,HILLSBOROUGH,6656,PIVOT CHARTER SCHOOL, , , , , , , ,16,36,33,37,60,69,53,304
29,HILLSBOROUGH,6657,NEW SPRINGS ELEMENTARY SCHOOL, ,37,47,31,29,31,33, , , , , , , ,208
29,HILLSBOROUGH,6658,WINTHROP CHARTER SCHOOL, ,143,164,142,140,140,119,146,143,126, , , , ,"1,263"
29,HILLSBOROUGH,6659,WEST UNIVERSITY CHARTER HIGH, , , , , , , , , , ,84,87,72,61,304
29,HILLSBOROUGH,6660,COMMUNITY CHARTER MIDDLE SCHOO, , , , , , , ,40,22,25, , , , ,87
29,HILLSBOROUGH,6661,BELL CREEK ACADEMY HIGH SCHOOL, , , , , , , , , , ,117, , , ,117
29,HILLSBOROUGH,6662,HENDERSON HAMMOCK CHARTER SCHO, ,112,116,107,109,86,89,130,136, , , , , ,885
29,HILLSBOROUGH,6663,CHANNELSIDE ACADEMY MIDDLE SCH, , , , , , , ,33,45,11, , , , ,89
29,HILLSBOROUGH,6666,KINGS KIDS ACADEMY OF HEALTH S, ,25,22,18,#,11, , , , , , , , ,84
29,HILLSBOROUGH,6667,KIDS COMMUNITY COLLEGE CHARTER, ,54,54,36,36, , , , , , , , , ,180
29,HILLSBOROUGH,6668,BELL CREEK ACADEMY, , , , , , , ,201,150,108, , , , ,459
29,HILLSBOROUGH,6669,RCMA LEADERSHIP ACADEMY, , , , , , , ,14,18,25, , , , ,57
29,HILLSBOROUGH,6670,WE PHILLIPS LEARNING ACADEMY, ,17,14,#,10, , , , , , , , , ,44
29,HILLSBOROUGH,6671,HILLSBOROUGH ACADEMY OF MATH A, ,116,89,69,76,86,67,96,43, , , , , ,642
29,HILLSBOROUGH,7001,HILLSBOROUGH VIRT INSTR PRGS, ,13,16,21,16,11,16,12,16,12,13,#,#,#,152
29,HILLSBOROUGH,7004,HILLSBOROUGH VIRTUAL FRANCHISE, , , , , ,#,#,10,#,#,13,11,#,#,56
29,HILLSBOROUGH,7023,HILLSBOROUGH VIRTUAL SCHOOL, ,24,11,14,24,22,25,54,43,57,42,42,35,44,437
29,HILLSBOROUGH,7672,FOCUS ACADEMY, , , , , , , , , , ,17,#,#,#,28
29,HILLSBOROUGH,9999,DISTRICT TOTAL,"3,743","16,938","17,260","15,983","15,921","15,221","14,989","14,921","15,657","15,529","15,334","14,585","14,631","12,719","203,431"
30,HOLMES,12,BONIFAY MIDDLE SCHOOL, , , , , , ,140,142,131,132, , , , ,545
30,HOLMES,31,POPLAR SPRINGS HIGH SCHOOL,20,28,34,37,29,25,38,35,22,23,30,19,28,18,386
30,HOLMES,41,BETHLEHEM HIGH SCHOOL,16,39,34,35,38,49,39,43,35,34,50,34,32,26,504
30,HOLMES,61,PONCE DE LEON HIGH SCHOOL, , , , , , , ,42,51,52,52,49,39,47,332
30,HOLMES,111,PONCE DE LEON ELEM. SCHOOL,#,53,62,50,56,44,46, , , , , , , ,312
30,HOLMES,121,BONIFAY ELEMENTARY SCHOOL,40,165,164,136,151,132, , , , , , , , ,788
30,HOLMES,261,HOLMES COUNTY HIGH SCHOOL, , , , , , , , , , ,126,113,98,92,429
30,HOLMES,471,GRADUATION ASSISTANCE PROGRAM, , , , , , , ,#,#,#,#,#,#,#,30
30,HOLMES,9999,DISTRICT TOTAL,77,285,294,258,274,250,263,263,245,245,264,224,200,184,"3,326"
31,INDIAN RIVER,31,VERO BEACH HIGH SCHOOL, , , , , , , , , , ,819,721,650,599,"2,789"
31,INDIAN RIVER,33,ALTERNATIVE CTR FOR EDUCATION, , , , , , , ,#,#,#,14,12,#,#,51
31,INDIAN RIVER,41,ROSEWOOD MAGNET SCHOOL, ,90,92,94,93,92,89, , , , , , , ,550
31,INDIAN RIVER,51,OSCEOLA MAGNET SCHOOL, ,90,92,88,90,88,88, , , , , , , ,536
31,INDIAN RIVER,61,BEACHLAND ELEMENTARY SCHOOL, ,89,84,106,108,96,114, , , , , , , ,597
31,INDIAN RIVER,81,GIFFORD MIDDLE SCHOOL, , , , , , , ,273,288,311, , , , ,872
31,INDIAN RIVER,101,FELLSMERE ELEMENTARY SCHOOL,#,101,105,132,120,111,106, , , , , , , ,681
31,INDIAN RIVER,121,PELICAN ISLAND ELEMENTARY SCHO,15,61,84,77,96,83,65, , , , , , , ,481
31,INDIAN RIVER,131,WABASSO SCHOOL,50, ,#,#,#,#,#,#,#,#,11,#,#,17,121
31,INDIAN RIVER,141,CITRUS ELEMENTARY SCHOOL,#,107,119,111,136,90,109, , , , , , , ,675
31,INDIAN RIVER,151,DODGERTOWN ELEMENTARY SCHOOL,36,51,70,82,72,67,70, , , , , , , ,448
31,INDIAN RIVER,161,VERO BEACH ELEMENTARY SCHOOL,31,115,108,121,117,103,92, , , , , , , ,687
31,INDIAN RIVER,171,SEBASTIAN RIVER MIDDLE SCHOOL, , , , , , , ,287,264,302, , , , ,853
31,INDIAN RIVER,191,SEBASTIAN ELEMENTARY SCHOOL, ,91,71,99,91,89,90, , , , , , , ,531
31,INDIAN RIVER,201,GLENDALE ELEMENTARY SCHOOL, ,90,94,85,77,63,82, , , , , , , ,491
31,INDIAN RIVER,221,HIGHLANDS ELEMENTARY SCHOOL,#,71,81,77,84,63,85, , , , , , , ,464
31,INDIAN RIVER,271,OSLO MIDDLE SCHOOL, , , , , , , ,292,302,325, , , , ,919
31,INDIAN RIVER,291,SEBASTIAN RIVER HIGH SCHOOL, , , , , , , , , , ,596,470,402,411,"1,879"
31,INDIAN RIVER,301,LIBERTY MAGNET SCHOOL, ,94,92,92,93,89,90, , , , , , , ,550
31,INDIAN RIVER,341,TREASURE COAST ELEMENTARY SCHO, ,92,105,92,126,113,119, , , , , , , ,647
31,INDIAN RIVER,371,STORM GROVE MIDDLE SCHOOL, , , , , , , ,296,340,278, , , , ,914
31,INDIAN RIVER,5001,INDIAN RIVER CHARTER HIGH SCHL, , , , , , , , , , ,171,176,171,155,673
31,INDIAN RIVER,5002,ST. PETER'S ACADEMY, ,27,36,20,14,21,#,#, , , , , , ,130
31,INDIAN RIVER,5003,NORTH COUNTY CHARTER SCHOOL, ,57,38,53,32,37,39, , , , , , , ,256
31,INDIAN RIVER,5005,SEBASTIAN CHART JR HIGH SCHOOL, , , , , , , ,61,79,63, , , , ,203
31,INDIAN RIVER,5006,IMAGINE AT SOUTH VERO, ,80,105,97,97,124,96,98,114,88, , , , ,899
31,INDIAN RIVER,9002,EXCEPTIONAL STUDENT EDUCATION,162, , , , , , , , , , , , , ,162
31,INDIAN RIVER,9999,DISTRICT TOTAL,306,"1,306","1,377","1,429","1,449","1,331","1,343","1,323","1,396","1,375","1,611","1,387","1,236","1,190","18,059"
32,JACKSON,21,MARIANNA HIGH SCHOOL, , , , , , , , , , ,229,178,174,168,749
32,JACKSON,24,JACKSON COUNTY EARLY CHILDHOOD,182, , , , , , , , , , , , , ,182
32,JACKSON,31,FRANK M. GOLSON ELEM. SCHOOL, ,286,241,248, , , , , , , , , , ,775
32,JACKSON,41,RIVERSIDE ELEMENTARY SCHOOL, , , , ,205,233,188, , , , , , , ,626
32,JACKSON,61,MARIANNA MIDDLE SCHOOL, , , , , , , ,192,229,233, , , , ,654
32,JACKSON,121,MALONE HIGH SCHOOL,18,48,33,49,46,37,34,42,27,37,39,33,25,20,488
32,JACKSON,141,SNEADS HIGH SCHOOL, , , , , , , , , , ,127,101,71,84,383
32,JACKSON,171,SNEADS ELEMENTARY SCHOOL, ,82,82,89,90,88,80, , , , , , , ,511
32,JACKSON,181,GRAND RIDGE SCHOOL,40,49,45,38,43,25,39,144,108,111, , , , ,642
32,JACKSON,202,HOPE SCHOOL,#,#,#,#,10,13,#,17,14,#,10,#,#,20,142
32,JACKSON,212,JACKSON ALTERNATIVE SCHOOL, ,#, ,#,#,#,#,#,#,11,16,10,#,#,82
32,JACKSON,251,COTTONDALE HIGH SCHOOL, , , , , , , ,67,70,78,60,71,49,58,453
32,JACKSON,271,COTTONDALE ELEMENTARY SCHOOL,18,60,75,77,77,61,59, , , , , , , ,427
32,JACKSON,301,GRACEVILLE ELEMENTARY SCHOOL,40,59,57,59,49,50,50, , , , , , , ,364
32,JACKSON,491,GRACEVILLE HIGH SCHOOL, , , , , , , ,40,55,55,45,50,43,41,329
32,JACKSON,7001,JACKSON VIRTUAL INSTRUCTION PR, , ,#,#,#,#,#,#,#,#, ,#, , ,22
32,JACKSON,9003,DIST WIDE HOMEBOUND PROGRAM, , , , ,#,#, , , , ,#, ,#, ,#
32,JACKSON,9020,THE DOVE(DEVELOP OPPORTUNITIES, , , , , , , ,#, ,#,#,#,#, ,16
32,JACKSON,9999,DISTRICT TOTAL,307,592,543,574,526,515,461,513,514,538,533,459,377,398,"6,850"
33,JEFFERSON,21,JEFFERSON COUNTY MIDDLE/HIGH S, , , , , , , , ,66,84,68,47,42,40,347
33,JEFFERSON,111,JEFFERSON COUNTY ELEM. SCHOOL,80,99,89,72,85,73,54,64, , , , , , ,616
33,JEFFERSON,7001,JEFFERSON VIRTUAL INSTRUCTION, , , , , ,#, , , ,#, , , , ,#
33,JEFFERSON,9005,JEFFERSON COUNTY ESE SCHOOL, , , , , , , , , , ,#, , , ,#
33,JEFFERSON,9999,DISTRICT TOTAL,80,99,89,72,85,74,54,64,66,85,69,47,42,40,966
34,LAFAYETTE,21,LAFAYETTE HIGH SCHOOL, , , , , , , ,105,95,94,75,85,83,72,609
34,LAFAYETTE,22,LAFAYETTE ELEMENTARY SCHOOL,49,92,84,97,116,95,91, , , , , , , ,624
34,LAFAYETTE,7004,LAFAYETTE VIRTUAL FRANCHISE, , , , , , , , , ,#, ,#, , ,#
34,LAFAYETTE,9999,DISTRICT TOTAL,49,92,84,97,116,95,91,105,95,95,75,86,83,72,"1,235"
35,LAKE,31,BEVERLY SHORES ELEMENTARY SCHO,42,128,112,96,109,88,99, , , , , , , ,674
35,LAKE,41,CLERMONT ELEMENTARY SCHOOL,30,80,85,81,92,86,96, , , , , , , ,550
35,LAKE,61,EUSTIS ELEMENTARY SCHOOL, ,100,95,78,99,72,90, , , , , , , ,534
35,LAKE,67,SAWGRASS BAY ELEMENTARY SCHOOL,42,190,197,188,200,212,190, , , , , , , ,"1,219"
35,LAKE,68,GRASSY LAKE ELEMENTARY SCHOOL,11,145,137,162,173,172,187, , , , , , , ,987
35,LAKE,69,SORRENTO ELEMENTARY,33,119,115,120,123,111,117, , , , , , , ,738
35,LAKE,71,EUSTIS HEIGHTS ELEM. SCHOOL,36,100,92,91,103,90,83, , , , , , , ,595
35,LAKE,80,EAST RIDGE MIDDLE SCHOOL, , , , , , , ,391,355,392, , , , ,"1,138"
35,LAKE,81,EUSTIS HIGH SCHOOL, , , , , , , , , , ,354,340,291,293,"1,278"
35,LAKE,101,FRUITLAND PARK ELEM. SCHOOL, ,99,110,101,125,110,101, , , , , , , ,646
35,LAKE,113,GRAY MIDDLE SCHOOL, , , , , , , ,323,356,340, , , , ,"1,019"
35,LAKE,119,THE VILLAGES ELEM OF LADY LAKE,20,135,138,134,139,123,121, , , , , , , ,810
35,LAKE,141,SEMINOLE SPRINGS ELEM. SCHOOL,24,88,96,98,85,108,103, , , , , , , ,602
35,LAKE,149,ROUND LAKE ELEMENTARY SCHOOL,59,150,150,141,128,137,141, , , , , , , ,906
35,LAKE,161,LEESBURG HIGH SCHOOL, , , , , , , , , , ,468,402,379,345,"1,594"
35,LAKE,181,MT. DORA HIGH SCHOOL, , , , , , , , , , ,301,280,253,235,"1,069"
35,LAKE,211,TAVARES HIGH SCHOOL, , , , , , , , , , ,364,316,285,259,"1,224"
35,LAKE,213,TAVARES MIDDLE SCHOOL, , , , , , , ,337,368,310, , , , ,"1,015"
35,LAKE,231,UMATILLA HIGH SCHOOL, , , , , , , , , , ,244,213,201,171,829
35,LAKE,241,TREADWAY ELEMENTARY SCHOOL,29,143,154,164,145,149,142, , , , , , , ,926
35,LAKE,251,OAK PARK MIDDLE SCHOOL, , , , , , , ,207,180,171, , , , ,558
35,LAKE,261,MINNEOLA ELEMENTARY SCHOOL,35,181,158,166,148,178,152, , , , , , , ,"1,018"
35,LAKE,271,ASTATULA ELEMENTARY SCHOOL,26,79,97,120,99,95,101, , , , , , , ,617
35,LAKE,281,LOST LAKE ELEMENTARY SCHOOL,26,141,139,170,165,188,172, , , , , , , ,"1,001"
35,LAKE,291,LEESBURG ELEMENTARY SCHOOL,#,141,137,146,140,134,129, , , , , , , ,828
35,LAKE,351,CARVER MIDDLE SCHOOL, , , , , , , ,276,305,263, , , , ,844
35,LAKE,382,GROVELAND ELEMENTARY SCHOOL,32,139,118,145,129,108,145, , , , , , , ,816
35,LAKE,401,CLERMONT MIDDLE SCHOOL, , , , , , , ,243,258,243, , , , ,744
35,LAKE,411,MT. DORA MIDDLE SCHOOL, , , , , , , ,249,280,232, , , , ,761
35,LAKE,421,RIMES EARLY LEARN & LITERACY,87,54,34,33, , , , , , , , , , ,208
35,LAKE,481,WINDY HILL MIDDLE SCHOOL, , , , , , , ,418,419,426, , , , ,"1,263"
35,LAKE,521,TRIANGLE ELEMENTARY SCHOOL,30,118,138,119,113,103,101, , , , , , , ,722
35,LAKE,533,LAKE HILLS SCHOOL,#,#,#,#,18,19,#,13,12,10,24,12,15,31,182
35,LAKE,536,LAKE ACADEMY EUSTIS, , ,#,#,#,#,#,#,13,19,11,#,#,#,73
35,LAKE,541,MASCOTTE ELEMENTARY SCHOOL,37,132,160,149,109,107,116, , , , , , , ,810
35,LAKE,551,TAVARES ELEMENTARY SCHOOL,54,141,140,118,139,140,129, , , , , , , ,861
35,LAKE,561,UMATILLA ELEMENTARY SCHOOL,31,109,103,99,108,102,102, , , , , , , ,654
35,LAKE,571,UMATILLA MIDDLE SCHOOL, , , , , , , ,178,191,209, , , , ,578
35,LAKE,591,PINE RIDGE ELEMENTARY SCHOOL,34,139,111,148,141,156,136, , , , , , , ,865
35,LAKE,597,CYPRESS RIDGE ELEM. SCHOOL,#,90,108,90,104,88,105, , , , , , , ,591
35,LAKE,631,SPRING CREEK CHARTER SCHOOL,21,76,69,67,77,98,85,46,34,38, , , , ,611
35,LAKE,697,EUSTIS MIDDLE SCHOOL, , , , , , , ,346,325,353, , , , ,"1,024"
35,LAKE,701,SOUTH LAKE HIGH SCHOOL, , , , , , , , , , ,450,390,377,371,"1,588"
35,LAKE,801,EAST RIDGE HIGH SCHOOL, , , , , , , , , , ,590,542,480,509,"2,121"
35,LAKE,901,LAKE MINNEOLA HIGH SCHOOL, , , , , , , , , , ,512,548,499,366,"1,925"
35,LAKE,7004,LAKE VIRTUAL FRANCHISE, , , , , , , ,14,19,11,18,19,12,27,120
35,LAKE,7023,LAKE VIRTUAL INSTRUC PROG (DIS, ,#,10,#,#,10,10,#,#,#, ,#, ,#,64
35,LAKE,9004,NONSCHOOL EXCEPTIONAL ED.,#,#,#,#,#,#,#,#, , ,#, , ,#,27
35,LAKE,9010,LAKE ACADEMY LEESBURG, , , ,#,#,#,#,#,10,12,#,#,#,#,58
35,LAKE,9013,LAKE COUNTY ACER PROGRAM, , , , , , , , , , ,#, ,#, ,#
35,LAKE,9014,NON SCHOOL PK,29, , , , , , , , , , , , , ,29
35,LAKE,9018,ALEE ACADEMY CHARTER SCHOOL, , , , , , , , , , ,59,76,69,66,270
35,LAKE,9020,HUMANITIES AND FINE ARTS CHART, ,31,28,26,23,17,11, , , , , , , ,136
35,LAKE,9022,ALTERNATIVE EDUCATIONAL DEVELO, , , , , , , , , , ,#,#,#,#,11
35,LAKE,9028,ALTOONA SCHOOL, ,47,50,43,39,34,38, , , , , , , ,251
35,LAKE,9029,MILESTONES COMMUNITY SCHOOL, ,18,14,21,19,15,19,37,35,27, , , , ,205
35,LAKE,9031,IMAGINE SCHOOLS AT SOUTH LAKE, ,118,105,148,109,104,124,97,117,90, , , , ,"1,012"
35,LAKE,9999,DISTRICT TOTAL,783,"3,246","3,212","3,281","3,220","3,161","3,153","3,197","3,282","3,149","3,410","3,151","2,867","2,689","41,801"
36,LEE,81,ALLEN PARK ELEMENTARY SCHOOL,36,130,127,133,138,167,166, , , , , , , ,897
36,LEE,91,THE ALVA SCHOOL, ,55,72,71,53,63,66,189,189,178, , , , ,936
36,LEE,93,RIVER HALL ELEMENTARY SCHOOL,11,168,173,150,166,139,143, , , , , , , ,950
36,LEE,121,BONITA SPRINGS ELEMENTARY SCH0,102,72,56,62,52,54,52, , , , , , , ,450
36,LEE,131,CAPE ELEMENTARY SCHOOL,#,112,109,120,141,135,116, , , , , , , ,737
36,LEE,133,CHALLENGER MIDDLE SCHOOL, , , , , , , ,367,371,348, , , , ,"1,086"
36,LEE,141,CYPRESS LAKE MIDDLE SCHOOL, , , , , , , ,278,257,243, , , , ,778
36,LEE,152,LEE ADOLESCENT MOTHERS PROGRAM, , , , , , , , ,#,#,#,15,27,45,98
36,LEE,161,PAUL LAURENCE DUNBAR MIDDLE SC, , , , , , , ,306,331,330, , , , ,967
36,LEE,162,RAY V. POTTORF ELEMENTARY SCHO,11,129,136,103,94,111,96, , , , , , , ,680
36,LEE,181,EDGEWOOD ACADEMY,51,113,113,72,76,52,57, , , , , , , ,534
36,LEE,191,EDISON PARK CREATIVE AND EXPRE, ,57,54,54,58,71,75, , , , , , , ,369
36,LEE,201,FT. MYERS BEACH ELEM. SCHOOL, ,31,11,27,18,19,32, , , , , , , ,138
36,LEE,211,FORT MYERS MIDDLE ACADEMY, , , , , , , ,165,129,154, , , , ,448
36,LEE,221,FORT MYERS HIGH SCHOOL, , , , , , , , , , ,466,507,488,435,"1,896"
36,LEE,231,HARNS MARSH ELEMENTARY SCHOOL,69,150,137,149,156,160,159, , , , , , , ,980
36,LEE,241,LEHIGH SENIOR HIGH SCHOOL, , , , , , , , , , ,508,469,446,397,"1,820"
36,LEE,242,VARSITY LAKES MIDDLE SCHOOL, , , , , , , ,332,335,332, , , , ,999
36,LEE,251,FRANKLIN PARK ELEMENTARY SCHOO,41,89,73,69,66,56,28, , , , , , , ,422
36,LEE,261,J. COLIN ENGLISH ELEM. SCHOOL,75,77,58,52,72,37,41, , , , , , , ,412
36,LEE,291,G. WEAVER HIPPS ELEMENTARY SCH,17,130,125,127,127,111,111, , , , , , , ,748
36,LEE,301,LEHIGH ELEMENTARY SCHOOL,58,174,188,175,178,167,152, , , , , , , ,"1,092"
36,LEE,311,NORTH FORT MYERS HIGH SCHOOL, , , , , , , , , , ,412,391,422,383,"1,608"
36,LEE,321,ORANGE RIVER ELEMENTARY SCHOOL,45,130,144,124,132,108,116, , , , , , , ,799
36,LEE,331,ORANGEWOOD ELEMENTARY SCHOOL,28,94,78,95,94,93,92, , , , , , , ,574
36,LEE,341,PINE ISLAND ELEMENTARY SCHOOL, ,36,44,35,33,43,41, , , , , , , ,232
36,LEE,351,LEXINGTON MIDDLE SCHOOL, , , , , , , ,308,343,301, , , , ,952
36,LEE,361,THE SANIBEL SCHOOL, ,34,29,31,30,43,53,37,39,36, , , , ,332
36,LEE,371,MIRROR LAKES ELEMENTARY SCHOOL,30,185,170,168,170,152,180, , , , , , , ,"1,055"
36,LEE,381,TICE ELEMENTARY SCHOOL,65,73,79,71,77,57,61, , , , , , , ,483
36,LEE,382,OAK HAMMOCK MIDDLE SCHOOL, , , , , , , ,372,365,363, , , , ,"1,100"
36,LEE,391,TROPIC ISLES ELEMENTARY SCHOOL,48,150,146,137,135,137,145, , , , , , , ,898
36,LEE,401,VILLAS ELEMENTARY SCHOOL,47,133,130,129,137,108,114, , , , , , , ,798
36,LEE,421,HEIGHTS ELEMENTARY SCHOOL,17,176,212,199,188,181,161, , , , , , , ,"1,134"
36,LEE,431,PINEWOODS ELEMENTARY SCHOOL,31,168,168,146,157,137,158, , , , , , , ,965
36,LEE,461,PATRIOT ELEMENTARY SCHOOL,14,99,96,93,123,96,150, , , , , , , ,671
36,LEE,471,TREELINE ELEMENTARY SCHOOL,15,149,185,167,163,141,166, , , , , , , ,986
36,LEE,491,ISLAND COAST HIGH SCHOOL, , , , , , , , , ,#,330,377,426,398,"1,532"
36,LEE,511,SOUTH FORT MYERS HIGH SCHOOL, , , , , , , , , , ,483,419,479,445,"1,826"
36,LEE,521,BAYSHORE ELEMENTARY SCHOOL, ,108,106,102,109,90,112, , , , , , , ,627
36,LEE,531,CYPRESS LAKE HIGH SCHOOL, , , , , , , , , , ,392,378,361,341,"1,472"
36,LEE,552,ALTERNATIVE LEARNING CENTER CE, , , , , , , ,12,14,42,26,24,20,14,152
36,LEE,561,TANGLEWOOD ELEMENTARY SCHOOL,12,133,131,115,112,119,121, , , , , , , ,743
36,LEE,571,CALOOSA ELEMENTARY SCHOOL,47,137,139,146,159,137,137, , , , , , , ,902
36,LEE,572,CALOOSA MIDDLE SCHOOL, , , , , , , ,296,310,305, , , , ,911
36,LEE,582,HARNS MARSH MIDDLE SCHOOL, , , , , , , ,379,400,276, , , , ,"1,055"
36,LEE,591,RIVERDALE HIGH SCHOOL, , , , , , , , , , ,476,529,527,410,"1,942"
36,LEE,592,JAMES STEPHENS INTERNATIONAL A, ,54,71,49,73,53,63,82,119,128, , , , ,692
36,LEE,597,TORTUGA PRESERVE ELEMENTARY SC,12,186,184,146,153,111,109, , , , , , , ,901
36,LEE,601,NORTH FORT MYERS ACADEMY FOR T, ,76,74,73,84,109,85,186,177,167, , , , ,"1,031"
36,LEE,611,BONITA SPRINGS MIDDLE CENTER F, , , , , , , ,268,268,254, , , , ,790
36,LEE,621,CAPE CORAL HIGH SCHOOL, , , , , , , , , , ,467,422,395,374,"1,658"
36,LEE,631,SAN CARLOS PARK ELEMENTARY SCH,#,150,141,119,147,126,140, , , , , , , ,832
36,LEE,641,PELICAN ELEMENTARY SCHOOL,24,146,163,139,143,135,158, , , , , , , ,908
36,LEE,651,ROYAL PALM EXCEPTIONAL SCHOOL,#,#,#,#,15,#,12,14,14,12,13,13,#,#,144
36,LEE,653,PACE SCHOOL FOR GIRLS, , , , , , , ,#,#,13,#,#,10, ,45
36,LEE,661,SOUTHWEST FLORIDA JUVENILE DET, , , , , , , , ,#,#,11,11,#,#,46
36,LEE,663,AMIKIDS SOUTHWEST FLORIDA, , , , , , , , ,#,#,#,11,#,#,33
36,LEE,667,LEE COUNTY JAIL, , , , , , , , , ,#,#,16,10,14,46
36,LEE,671,GULF MIDDLE SCHOOL, , , , , , , ,260,265,256, , , , ,781
36,LEE,672,GULF ELEMENTARY SCHOOL,#,151,155,141,184,185,181, , , , , , , ,"1,000"
36,LEE,681,SPRING CREEK ELEMENTARY SCHOOL,24,133,110,118,128,102,96, , , , , , , ,711
36,LEE,682,SW FL ADDICTION SERVICES-THE V, , , , , , , , ,#,#,#,#,#,#,20
36,LEE,691,LEHIGH ACRES MIDDLE SCHOOL, , , , , , , ,339,341,374, , , , ,"1,054"
36,LEE,701,BUCKINGHAM EXCEPTIONAL STUDENT,#,#,#,#, ,#,#,#,#,#,#,11,10,25,93
36,LEE,711,SUNSHINE ELEMENTARY SCHOOL,53,193,175,185,178,188,183, , , , , , , ,"1,155"
36,LEE,712,HECTOR A. CAFFERATA JR ELEMENT, ,123,129,126,129,121,108, , , , , , , ,736
36,LEE,721,MARINER HIGH SCHOOL, , , , , , , , , , ,395,397,383,354,"1,529"
36,LEE,722,MARINER MIDDLE SCHOOL, , , , , , , ,280,274,354, , , , ,908
36,LEE,731,ESTERO HIGH SCHOOL, , , , , , , , , , ,459,453,395,403,"1,710"
36,LEE,734,RAYMA C. PAGE ELEMENTARY SCHOO,27,117,151,136,126,132,128, , , , , , , ,817
36,LEE,741,THREE OAKS ELEMENTARY SCHOOL,22,130,143,144,144,134,108, , , , , , , ,825
36,LEE,745,EAST LEE COUNTY HIGH SCHOOL, , , , , , , ,#, ,#,511,452,415,368,"1,750"
36,LEE,751,SKYLINE ELEMENTARY SCHOOL,47,152,152,116,150,113,139, , , , , , , ,869
36,LEE,752,ALTERNATIVE LEARNING CENTER WE, , , , , , , ,#,#,15,#,15,#,#,52
36,LEE,761,TRAFALGAR MIDDLE SCHOOL, , , , , , , ,263,295,297, , , , ,855
36,LEE,762,TRAFALGAR ELEMENTARY SCHOOL,10,137,133,127,130,134,158, , , , , , , ,829
36,LEE,763,MANATEE ELEMENTARY SCHOOL,#,170,151,144,133,109,132, , , , , , , ,846
36,LEE,771,DIPLOMAT ELEMENTARY SCHOOL, ,148,147,154,150,153,163, , , , , , , ,915
36,LEE,772,DIPLOMAT MIDDLE SCHOOL, , , , , , , ,274,287,287, , , , ,848
36,LEE,781,COLONIAL ELEMENTARY SCHOOL,73,129,156,116,108,86,89, , , , , , , ,757
36,LEE,791,DR CARRIE D ROBINSON LITTLETON,12,99,87,77,94,73,93, , , , , , , ,535
36,LEE,801,HANCOCK CREEK ELEMENTARY SCHL,#,128,130,120,153,116,142, , , , , , , ,795
36,LEE,811,GATEWAY ELEMENTARY SCHOOL,#,101,131,135,118,115,98, , , , , , , ,706
36,LEE,821,THREE OAKS MIDDLE SCHOOL, , , , , , , ,324,322,307, , , , ,953
36,LEE,831,DUNBAR HIGH SCHOOL, , , , , , , , , , ,387,278,278,214,"1,157"
36,LEE,851,VETERANS PARK ACADEMY FOR THE,21,152,137,134,159,120,119,210,215,209, , , , ,"1,476"
36,LEE,861,IDA S. BAKER HIGH SCHOOL, , , , , , , , , , ,430,435,449,401,"1,715"
36,LEE,4100,THE ISLAND SCHOOL, ,#,#,#,#,#,#, , , , , , , ,35
36,LEE,4102,BONITA SPRINGS CHARTER SCHOOL, ,166,155,163,130,146,152,140,126,122, , , , ,"1,300"
36,LEE,4103,GATEWAY CHARTER ELEMENTARY SCH, ,239,248,243,240,226, , , , , , , , ,"1,196"
36,LEE,4111,CAPE CORAL CHARTER SCHOOL,52,94,97,75,98,74,71,26,39,49, , , , ,675
36,LEE,4121,GATEWAY CHARTER HIGH SCHOOL, , , , , , , , , , ,215,184,173,148,720
36,LEE,4141,SIX MILE CHARTER ACADEMY,55,157,148,129,142,129,129,128,129,115, , , , ,"1,261"
36,LEE,4143,OASIS CHARTER ELEMENTARY SCHOO,40,140,141,138,142,132,154, , , , , , , ,887
36,LEE,4151,CHRISTA MCAULIFFE CHARTER ELEM,41,106,121,115,126,112,115, , , , , , , ,736
36,LEE,4154,GOODWILL LIFE ACADEMY, , , , , , , ,#,#,#,#,#,#,20,39
36,LEE,4155,EDISON COLLEGIATE HIGH SCHOOL, , , , , , , , , , ,99,96,97,80,372
36,LEE,4171,OASIS CHARTER MIDDLE SCHOOL, , , , , , , ,267,276,277, , , , ,820
36,LEE,4181,OASIS CHARTER HIGH SCHOOL, , , , , , , , , , ,188,182,172,127,669
36,LEE,4211,PIVOT CHARTER SCHOOL, , , , , , , ,#,20,38,20,39,51,78,254
