FLORIDA DEPARTMENT OF EDUCATION,,,,,,,,,,,,,,,,,,
SCHOOL MEMBERSHIP BY GRADE,,,,,,,,,,,,,,,,,,
SCHOOL YEAR 2011-12,,,,,,,,,,,,,,,,,,
SURVEY 2 DATA AS OF 11/23/11,,,,,,,,,,,,,,,,,,
DISTRICT #,DISTRICT,SCHOOL #,SCHOOL,PK,KG,1ST,2ND,3RD,4TH,5TH,6TH,7TH,8TH,9TH,10TH,11TH,12TH,TOTAL MEMBERSHIP
13,DADE,5008,SOMERSET GRACE ACADEMY,0,21,24,17,13,0,0,0,0,0,0,0,0,0,75
13,DADE,5010,OXFORD ACADEMY OF MIAMI,0,50,37,42,19,19,15,12,13,0,0,0,0,0,207
13,DADE,5021,BEN SHEPPARD ELEMENTARY SCHOOL,85,148,160,132,165,153,173,0,0,0,0,0,0,0,"1,016"
13,DADE,5022,BEN GAMLA CHARTER SCHOOL MIAMI,0,38,22,19,25,18,21,16,0,0,0,0,0,0,159
13,DADE,5025,LINCOLN-MARTI CHARTER SCHOOL L,0,123,97,95,90,61,44,81,64,48,0,0,0,0,703
13,DADE,5029,EXCELSIOR LANGUAGE ACADEMY OF,0,37,49,64,64,57,40,85,80,86,0,0,0,0,562
13,DADE,5032,EXCELSIOR CHARTER ACADEMY,0,19,35,21,27,24,26,17,20,14,0,0,0,0,203
13,DADE,5041,SILVER BLUFF ELEMENTARY SCHOOL,34,100,85,68,103,76,78,0,0,0,0,0,0,0,544
13,DADE,5043,LINCOLN-MARTI SCHOOLS INTERNAT,0,79,45,23,21,18,7,2,0,0,0,0,0,0,195
13,DADE,5044,ACADEMY FOR INTERNATIONAL EDUC,0,34,32,33,10,0,0,33,0,0,0,0,0,0,142
13,DADE,5045,MATER GROVE ACADEMY,0,19,25,17,23,25,18,0,0,0,0,0,0,0,127
13,DADE,5046,MATER BRICKELL PREPARATORY ACA,0,19,0,0,0,0,0,0,0,0,0,0,0,0,19
13,DADE,5047,MATER ACADEMY MIAMI BEACH,0,76,60,43,65,38,45,79,39,25,0,0,0,0,470
13,DADE,5048,PINECREST ACADEMY (NORTH CAMPU,0,76,78,92,54,47,44,0,0,0,0,0,0,0,391
13,DADE,5049,PINECREST COVE ACADEMY,0,114,51,57,59,37,66,30,0,0,0,0,0,0,414
13,DADE,5051,ERNEST R. GRAHAM K-8 CENTER,20,181,180,233,198,212,272,105,0,0,0,0,0,0,"1,401"
13,DADE,5061,DR. CARLOS J. FINLAY ELEM.,18,71,72,66,67,80,85,0,0,0,0,0,0,0,459
13,DADE,5081,SKYWAY ELEMENTARY SCHOOL,21,67,80,56,67,65,70,0,0,0,0,0,0,0,426
13,DADE,5091,SOUTH POINTE ELEMENTARY SCHOOL,19,108,100,104,94,80,86,0,0,0,0,0,0,0,591
13,DADE,5101,JOHN I. SMITH K-8 CENTER,39,180,183,177,196,213,165,132,0,0,0,0,0,0,"1,285"
13,DADE,5121,SNAPPER CREEK ELEMENTARY SCHL,18,81,71,94,72,97,96,0,0,0,0,0,0,0,529
13,DADE,5131,N DADE CENTER FOR MODERN LANGU,0,0,53,69,97,80,79,0,0,0,0,0,0,0,378
13,DADE,5141,HUBERT O. SIBLEY K-8 CENTER,20,82,95,94,111,95,104,95,73,0,0,0,0,0,769
13,DADE,5201,SOUTH HIALEAH ELEMENTARY SCHOO,22,168,201,185,240,190,210,0,0,0,0,0,0,0,"1,216"
13,DADE,5241,SOUTH MIAMI K-8 CENTER,7,66,67,81,124,126,138,75,70,71,0,0,0,0,825
13,DADE,5281,SOUTH MIAMI HEIGHTS ELEMENTARY,19,118,100,107,93,107,103,0,0,0,0,0,0,0,647
13,DADE,5321,SOUTHSIDE ELEMENTARY SCHOOL,36,166,170,114,138,114,95,0,0,0,0,0,0,0,833
13,DADE,5361,SPRINGVIEW ELEMENTARY SCHOOL,34,73,70,74,74,82,99,0,0,0,0,0,0,0,506
13,DADE,5381,E.W.F. STIRRUP ELEMENTARY SCHO,58,116,140,130,127,140,144,0,0,0,0,0,0,0,855
13,DADE,5401,SUNSET ELEMENTARY SCHOOL,20,76,219,207,204,214,194,0,0,0,0,0,0,0,"1,134"
13,DADE,5421,SUNSET PARK ELEMENTARY SCHOOL,30,120,104,94,92,96,121,0,0,0,0,0,0,0,657
13,DADE,5431,SWEETWATER ELEMENTARY SCHOOL,57,121,153,142,133,143,158,0,0,0,0,0,0,0,907
13,DADE,5441,SYLVANIA HEIGHTS ELEM. SCHOOL,14,89,81,85,120,78,89,0,0,0,0,0,0,0,556
13,DADE,5481,TREASURE ISLAND ELEM. SCHOOL,30,83,101,106,124,116,101,0,0,0,0,0,0,0,661
13,DADE,5521,TROPICAL ELEMENTARY SCHOOL,76,69,69,58,57,55,52,0,0,0,0,0,0,0,436
13,DADE,5561,FRANCES S. TUCKER ELEM. SCHOOL,18,59,74,62,59,61,63,0,0,0,0,0,0,0,396
13,DADE,5601,TWIN LAKES ELEMENTARY SCHOOL,18,93,101,110,103,107,128,0,0,0,0,0,0,0,660
13,DADE,5641,VILLAGE GREEN ELEMENTARY SCHL,34,62,59,56,58,67,57,0,0,0,0,0,0,0,393
13,DADE,5671,VINELAND K-8 CENTER,19,94,87,105,115,96,103,96,70,68,0,0,0,0,853
13,DADE,5711,MAE M. WALTERS ELEMENTARY SCHL,49,91,106,121,161,116,129,0,0,0,0,0,0,0,773
13,DADE,5791,WEST HOMESTEAD ELEMENTARY SCHL,19,141,119,100,102,93,77,0,0,0,0,0,0,0,651
13,DADE,5831,HENRY S. WEST LABORATORY SCHOO,0,36,66,38,29,43,37,0,0,0,0,0,0,0,249
13,DADE,5861,DR. HENRY W MACK/WEST LITTLE R,20,59,54,57,81,47,47,43,0,0,0,0,0,0,408
13,DADE,5901,CARRIE P. MEEK/WESTVIEW K-8 CE,19,68,63,51,64,60,70,61,0,0,0,0,0,0,456
13,DADE,5931,PHYLLIS WHEATLEY ELEM. SCHOOL,19,39,34,34,30,34,18,0,0,0,0,0,0,0,208
13,DADE,5951,WHISPERING PINES ELEM. SCHOOL,35,80,102,112,117,113,122,0,0,0,0,0,0,0,681
13,DADE,5961,WINSTON PARK K-8 CENTER,38,130,126,112,136,137,163,164,174,164,0,0,0,0,"1,344"
13,DADE,5971,NATHAN B. YOUNG ELEM. SCHOOL,38,57,54,58,58,28,40,0,0,0,0,0,0,0,333
13,DADE,5981,DR. EDWARD L. WHIGHAM ELEM.,28,112,99,106,102,86,101,0,0,0,0,0,0,0,634
13,DADE,5991,"CHARLES DAVID WYCHE, JR ELEMEN",9,118,114,120,137,145,141,0,0,0,0,0,0,0,784
13,DADE,6001,HERBERT A. AMMONS MIDDLE SCHL,0,0,0,0,0,0,0,423,393,388,0,0,0,0,"1,204"
13,DADE,6003,PINECREST ACADEMY MIDDLE SCHOO,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15
13,DADE,6004,SOMERSET ACADEMY CHARTER MIDDL,0,0,0,0,0,0,0,96,49,74,0,0,0,0,219
13,DADE,6005,"RAMZ ACADEMY 6-8 MIDDLE, MIAMI",0,0,0,0,0,0,0,37,21,19,0,0,0,0,77
13,DADE,6006,ARCHIMEDEAN MIDDLE CONSERVATOR,0,0,0,0,0,0,0,120,84,82,0,0,0,0,286
13,DADE,6008,LAWRENCE ACADEMY,0,0,0,0,0,0,0,48,40,51,0,0,0,0,139
13,DADE,6009,MATER EAST ACADEMY MIDDLE SCHO,0,0,0,0,0,0,0,103,128,98,0,0,0,0,329
13,DADE,6010,FLORIDA INT'L ACADEMY CHARTER,0,0,0,0,0,0,0,129,113,111,0,0,0,0,353
13,DADE,6011,ALLAPATTAH MIDDLE SCHOOL,0,0,0,0,0,0,0,190,215,228,0,0,0,0,633
13,DADE,6012,MATER ACADEMY CHARTER MIDDLE,0,0,0,0,0,0,0,503,469,493,0,0,0,0,"1,465"
13,DADE,6013,SOMERSET ACADEMY CHARTER MIDDL,0,0,0,0,0,0,0,41,38,37,0,0,0,0,116
13,DADE,6020,ASPIRA RAUL ARNALDO MARTINEZ C,0,0,0,0,0,0,0,205,191,203,0,0,0,0,599
13,DADE,6021,ARVIDA MIDDLE SCHOOL,0,0,0,0,0,0,0,378,443,457,0,0,0,0,"1,278"
13,DADE,6022,PINECREST ACADEMY CHARTER MIDD,0,0,0,0,0,0,0,215,298,255,0,0,0,0,768
13,DADE,6023,ANDOVER MIDDLE SCHOOL,0,0,0,0,0,0,0,394,394,421,0,0,0,0,"1,209"
13,DADE,6028,RENAISSANCE MIDDLE CHARTER SCH,0,0,0,0,0,0,0,136,156,83,0,0,0,0,375
13,DADE,6030,DORAL ACADEMY CHARTER MIDDLE S,0,0,0,0,0,0,0,476,382,382,0,0,0,0,"1,240"
13,DADE,6031,BROWNSVILLE MIDDLE SCHOOL,0,0,0,0,0,0,0,223,245,208,0,0,0,0,676
13,DADE,6033,MATER ACADEMY LAKES MIDDLE SCH,0,0,0,0,0,0,0,192,187,190,0,0,0,0,569
13,DADE,6040,DOCTORS CHARTER SCHOOL OF MIAM,0,0,0,0,0,0,0,88,88,88,97,79,74,39,553
13,DADE,6041,PAUL W. BELL MIDDLE SCHOOL,0,0,0,0,0,0,0,180,255,242,0,0,0,0,677
13,DADE,6042,MATER GARDENS ACADEMY MIDDLE S,0,0,0,0,0,0,0,96,86,74,0,0,0,0,256
13,DADE,6043,SOMERSET ACAD CHARTER MIDDLE (,0,0,0,0,0,0,0,14,4,0,0,0,0,0,18
13,DADE,6045,INTERNATIONAL STUDIES CHARTER,0,0,0,0,0,0,0,75,78,63,0,0,0,0,216
13,DADE,6047,MATER ACAD MIDDLE SCHOOL INTER,0,0,0,0,0,0,0,40,48,37,0,0,0,0,125
13,DADE,6048,MIAMI COMMUNITY CHARTER MIDDLE,0,0,0,0,0,0,0,98,98,66,0,0,0,0,262
13,DADE,6049,RIVER CITIES COMMUNITY CHARTER,0,0,0,0,0,0,0,56,31,18,0,0,0,0,105
13,DADE,6051,CAROL CITY MIDDLE SCHOOL,0,0,0,0,0,0,0,219,235,229,0,0,0,0,683
13,DADE,6052,ZELDA GLAZER MIDDLE SCHOOL,0,0,0,0,0,0,0,411,535,510,0,0,0,0,"1,456"
13,DADE,6053,SOMERSET ACADEMY CHARTER MIDDL,0,0,0,0,0,0,0,54,45,19,0,0,0,0,118
13,DADE,6060,ASPIRA SOUTH YOUTH LEADERSHIP,0,0,0,0,0,0,0,80,112,104,0,0,0,0,296
13,DADE,6061,CAMPBELL DRIVE MIDDLE SCHOOL,0,0,0,0,0,0,0,159,252,235,0,0,0,0,646
13,DADE,6070,ASPIRA EUGENIO MARIA DE HOSTOS,0,0,0,0,0,0,0,191,159,127,0,0,0,0,477
13,DADE,6071,GEORGE WASHINGTON CARVER MIDDL,0,0,0,0,0,0,0,320,322,344,0,0,0,0,986
13,DADE,6081,CENTENNIAL MIDDLE SCHOOL,0,0,0,0,0,0,0,367,281,274,0,0,0,0,922
13,DADE,6091,CITRUS GROVE MIDDLE SCHOOL,0,0,0,0,0,0,0,314,350,346,0,0,0,0,"1,010"
13,DADE,6111,CUTLER RIDGE MIDDLE SCHOOL,0,0,0,0,0,0,0,258,254,222,0,0,0,0,734
13,DADE,6121,RUBEN DARIO MIDDLE SCHOOL,0,0,0,0,0,0,0,196,269,281,0,0,0,0,746
13,DADE,6141,CHARLES R. DREW MIDDLE SCHOOL,0,0,0,0,0,0,0,153,155,132,0,0,0,0,440
13,DADE,6151,DORAL MIDDLE SCHOOL,0,0,0,0,0,0,0,0,256,287,0,0,0,0,543
13,DADE,6161,LAWTON CHILES MIDDLE SCHOOL,0,0,0,0,0,0,0,278,345,332,0,0,0,0,955
13,DADE,6171,HENRY H. FILER MIDDLE SCHOOL,0,0,0,0,0,0,0,362,373,420,0,0,0,0,"1,155"
13,DADE,6211,GLADES MIDDLE SCHOOL,0,0,0,0,0,0,0,356,377,402,0,0,0,0,"1,135"
13,DADE,6221,HAMMOCKS MIDDLE SCHOOL,0,0,0,0,0,0,0,357,382,443,0,0,0,0,"1,182"
13,DADE,6231,HIALEAH MIDDLE SCHOOL,0,0,0,0,0,0,0,301,283,290,0,0,0,0,874
13,DADE,6241,HIGHLAND OAKS MIDDLE SCHOOL,0,0,0,0,0,0,0,425,402,411,0,0,0,0,"1,238"
13,DADE,6251,HOMESTEAD MIDDLE SCHOOL,0,0,0,0,0,0,0,206,204,228,0,0,0,0,638
13,DADE,6281,THOMAS JEFFERSON MIDDLE SCHOOL,0,0,0,0,0,0,0,79,148,193,0,0,0,0,420
13,DADE,6301,JOHN F. KENNEDY MIDDLE SCHOOL,0,0,0,0,0,0,0,436,483,476,0,0,0,0,"1,395"
13,DADE,6331,KINLOCH PARK MIDDLE SCHOOL,0,0,0,0,0,0,0,392,397,384,0,0,0,0,"1,173"
13,DADE,6351,LAKE STEVENS MIDDLE SCHOOL,0,0,0,0,0,0,0,228,223,188,0,0,0,0,639
13,DADE,6361,JOSE DE DIEGO MIDDLE SCHOOL,0,0,0,0,0,0,0,127,203,172,0,0,0,0,502
13,DADE,6391,MADISON MIDDLE SCHOOL,0,0,0,0,0,0,0,167,197,206,0,0,0,0,570
13,DADE,6411,HORACE MANN MIDDLE SCHOOL,0,0,0,0,0,0,0,233,230,295,0,0,0,0,758
13,DADE,6421,JOSE MARTI MIDDLE SCHOOL,0,0,0,0,0,0,0,0,225,225,0,0,0,0,450
13,DADE,6431,MAYS COMMUNITY MIDDLE SCHOOL,0,0,0,0,0,0,0,0,182,168,0,0,0,0,350
13,DADE,6441,HOWARD D. MCMILLAN MIDDLE SCHO,0,0,0,0,0,0,0,252,274,267,0,0,0,0,793
13,DADE,6481,MIAMI EDISON MIDDLE SCHOOL,0,0,0,0,0,0,0,184,192,148,0,0,0,0,524
13,DADE,6501,MIAMI LAKES MIDDLE SCHOOL,0,0,0,0,0,0,0,276,282,266,0,0,0,0,824
13,DADE,6521,MIAMI SPRINGS MIDDLE SCHOOL,0,0,0,0,0,0,0,516,537,563,0,0,0,0,"1,616"
13,DADE,6541,NAUTILUS MIDDLE SCHOOL,0,0,0,0,0,0,0,355,379,416,0,0,0,0,"1,150"
13,DADE,6571,NORLAND MIDDLE SCHOOL,0,0,0,0,0,0,0,222,251,268,0,0,0,0,741
13,DADE,6591,NORTH DADE MIDDLE SCHOOL,0,0,0,0,0,0,0,285,187,187,0,0,0,0,659
13,DADE,6611,COUNTRY CLUB MIDDLE SCHOOL,0,0,0,0,0,0,0,456,453,465,0,0,0,0,"1,374"
13,DADE,6631,NORTH MIAMI MIDDLE SCHOOL,0,0,0,0,0,0,0,295,330,357,0,0,0,0,982
13,DADE,6681,PALM SPRINGS MIDDLE SCHOOL,0,0,0,0,0,0,0,396,373,396,0,0,0,0,"1,165"
13,DADE,6701,PALMETTO MIDDLE SCHOOL,0,0,0,0,0,0,0,352,393,421,0,0,0,0,"1,166"
13,DADE,6721,PARKWAY MIDDLE COMMUNITY SCHL,0,0,0,0,0,0,0,122,132,141,0,0,0,0,395
13,DADE,6741,PONCE DE LEON MIDDLE SCHOOL,0,0,0,0,0,0,0,380,358,440,0,0,0,0,"1,178"
13,DADE,6751,HIALEAH GARDENS MIDDLE SCHOOL,0,0,0,0,0,0,0,579,645,649,0,0,0,0,"1,873"
13,DADE,6761,REDLAND MIDDLE SCHOOL,0,0,0,0,0,0,0,166,215,205,0,0,0,0,586
13,DADE,6771,JORGE MAS CANOSA MIDDLE SCHOOL,0,0,0,0,0,0,0,709,639,602,0,0,0,0,"1,950"
13,DADE,6781,RICHMOND HEIGHTS MIDDLE SCHOOL,0,0,0,0,0,0,0,172,244,254,0,0,0,0,670
13,DADE,6801,RIVIERA MIDDLE SCHOOL,0,0,0,0,0,0,0,276,260,279,0,0,0,3,818
13,DADE,6821,ROCKWAY MIDDLE SCHOOL,0,0,0,0,0,0,0,427,457,453,0,0,0,0,"1,337"
13,DADE,6841,SHENANDOAH MIDDLE SCHOOL,0,0,0,0,0,0,0,414,434,337,0,0,0,0,"1,185"
13,DADE,6861,SOUTHWOOD MIDDLE SCHOOL,0,0,0,0,0,0,0,499,537,465,0,0,0,0,"1,501"
13,DADE,6881,SOUTH MIAMI MIDDLE SCHOOL,0,0,0,0,0,0,0,334,340,352,0,0,0,0,"1,026"
13,DADE,6901,W. R. THOMAS MIDDLE SCHOOL,0,0,0,0,0,0,0,302,240,193,0,0,0,0,735
13,DADE,6921,LAMAR LOUISE CURRY MIDDLE SCHL,0,0,0,0,0,0,0,378,356,373,0,0,0,0,"1,107"
13,DADE,6961,WEST MIAMI MIDDLE SCHOOL,0,0,0,0,0,0,0,306,339,415,0,0,0,0,"1,060"
13,DADE,6981,WESTVIEW MIDDLE SCHOOL,0,0,0,0,0,0,0,0,178,206,0,0,0,0,384
13,DADE,7001,MIAMI-DADE ONLINE ACADEMY,0,14,16,12,16,9,18,23,30,20,33,29,28,13,261
13,DADE,7007,INTERNATIONAL STUDIES CHARTER,0,0,0,0,0,0,0,0,0,0,87,105,76,79,347
13,DADE,7009,DORAL PERFORMING ARTS & ENTERT,0,0,0,0,0,0,0,0,0,0,66,50,72,44,232
13,DADE,7011,AMERICAN SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,531,544,481,452,"2,008"
13,DADE,7014,MATER PERFORMING ARTS & ENTERT,0,0,0,0,0,0,0,0,0,0,97,91,0,0,188
13,DADE,7015,LIFE SKILLS CENTER MIAMI-DADE,0,0,0,0,0,0,0,0,0,0,52,80,96,87,315
13,DADE,7018,MATER ACADEMY LAKES HIGH SCHOO,0,0,0,0,0,0,0,0,0,0,298,209,193,117,817
13,DADE,7020,DORAL ACADEMY CHARTER HIGH SCH,0,0,0,0,0,0,0,0,0,0,419,284,273,200,"1,176"
13,DADE,7022,ACADEMY OF ARTS & MINDS,0,0,0,0,0,0,0,0,0,0,116,130,119,80,445
13,DADE,7024,MATER ACADEMY HIGH OF INTERNAT,0,0,0,0,0,0,0,0,0,0,52,30,15,0,97
13,DADE,7025,MATER BRICKELL PREPARATORY ACA,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18
13,DADE,7029,TERRA ENVIRONMENTAL RESEARCH I,0,0,0,0,0,0,0,0,0,0,524,443,382,0,"1,349"
13,DADE,7030,SCHOOL FOR INTEGRATED ACADEMIC,0,0,0,0,0,0,0,0,0,0,3,19,57,388,467
13,DADE,7033,LAW ENFORCEMENT OFFICERS MEMOR,0,0,0,0,0,0,0,0,0,0,139,122,84,0,345
13,DADE,7034,SOMERSET ACADEMY CHARTER HIGH,0,0,0,0,0,0,0,0,0,0,13,8,0,0,21
13,DADE,7036,LAWRENCE ACADEMY SENIOR HIGH C,0,0,0,0,0,0,0,0,0,0,16,21,21,35,93
13,DADE,7037,MATER ACADEMY EAST CHARTER HIG,0,0,0,0,0,0,0,0,0,0,95,64,68,66,293
13,DADE,7038,SOMERSET ACADEMY CHARTER HIGH,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
13,DADE,7041,SCHOOL FOR ADVAN STUDIES-WOLF,0,0,0,0,0,0,0,0,0,0,0,0,47,50,97
13,DADE,7042,SOMERSET ACADEMY CHARTER HIGH,0,0,0,0,0,0,0,0,0,0,123,114,78,65,380
13,DADE,7048,ALONZO & TRACY MOURNING SENIOR,0,0,0,0,0,0,0,0,0,0,475,460,444,264,"1,643"
13,DADE,7049,WESTLAND HIALEAH SENIOR HIGH S,0,0,0,0,0,0,0,0,0,0,546,543,439,421,"1,949"
13,DADE,7050,KEYS GATE CHARTER HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,295,198,0,0,493
13,DADE,7051,G. HOLMES BRADDOCK SENIOR HIGH,0,0,0,0,0,0,0,0,0,0,842,808,813,760,"3,223"
13,DADE,7053,PINECREST PREPARATORY ACADEMY,0,0,0,0,0,0,0,0,0,0,127,54,35,0,216
13,DADE,7054,EXCELSIOR CHARTER HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,45,19,0,0,64
13,DADE,7055,YOUNG WOMENS PREPARATORY ACADE,0,0,0,0,0,0,0,87,78,71,45,40,25,22,368
13,DADE,7056,YOUNG MEN'S PREPARATORY ACADEM,0,0,0,0,0,0,0,0,0,0,37,32,34,39,142
13,DADE,7058,MIAMI COMMUNITY CHARTER HIGH S,0,0,0,0,0,0,0,0,0,0,36,23,31,0,90
13,DADE,7059,MIAMI ARTS CHARTER,0,0,0,0,0,0,0,114,137,140,87,79,74,35,666
13,DADE,7061,SCHOOL FOR ADVANCED STUD NORTH,0,0,0,0,0,0,0,0,0,0,0,0,54,50,104
13,DADE,7062,MAVERICKS HIGH OF NORTH MIAMI,0,0,0,0,0,0,0,0,0,0,75,141,158,157,531
13,DADE,7065,MAVERICKS HIGH OF SOUTH MIAMI,0,0,0,0,0,0,0,0,0,0,103,81,113,61,358
13,DADE,7067,GREEN SPRINGS HIGH SCHOOL CHAR,0,0,0,0,0,0,0,0,0,0,57,53,38,33,181
13,DADE,7068,NORTH GARDENS HIGH SCHOOL CHAR,0,0,0,0,0,0,0,0,0,0,44,95,68,38,245
13,DADE,7069,NORTH PARK HIGH SCHOOL CHARTER,0,0,0,0,0,0,0,0,0,0,28,39,19,31,117
13,DADE,7071,CORAL GABLES SENIOR HIGH SCHOO,0,0,0,0,0,0,0,0,0,0,901,825,884,675,"3,285"
13,DADE,7081,DESIGN & ARCHITECTURE SENIOR H,0,0,0,0,0,0,0,0,0,0,124,124,118,114,480
13,DADE,7091,SCHOOL FOR ADVANCED STUDIES -,0,0,0,0,0,0,0,0,0,0,0,0,120,91,211
13,DADE,7101,CORAL REEF SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,878,889,715,684,"3,166"
13,DADE,7111,HIALEAH SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,761,806,744,629,"2,940"
13,DADE,7121,JOHN A. FERGUSON SR HIGH,0,0,0,0,0,0,0,0,0,0,"1,102","1,143",977,"1,023","4,245"
13,DADE,7131,HIALEAH-MIAMI LAKES SR. HIGH,0,0,0,0,0,0,0,0,0,0,486,438,437,348,"1,709"
13,DADE,7141,DR MICHAEL M. KROP SENIOR HIGH,0,0,0,0,0,0,0,0,0,0,782,775,661,576,"2,794"
13,DADE,7151,HOMESTEAD SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,581,558,479,337,"1,955"
13,DADE,7160,MATER ACADEMY CHARTER HIGH,0,0,0,0,0,0,0,0,0,0,437,359,409,341,"1,546"
13,DADE,7161,MAST ACADEMY,0,0,0,0,0,0,0,0,0,0,144,143,138,127,552
13,DADE,7171,MEDICAL ACADEMY FOR SCIENCE/TE,0,0,0,0,0,0,0,0,0,0,173,78,0,0,251
13,DADE,7191,HIALEAH GARDENS SENIOR HIGH SC,0,0,0,0,0,0,0,0,0,0,750,683,662,474,"2,569"
13,DADE,7201,MIAMI BEACH SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,677,649,588,511,"2,425"
13,DADE,7231,MIAMI CAROL CITY SENIOR HIGH,0,0,0,0,0,0,0,0,0,0,526,494,450,351,"1,821"
13,DADE,7241,RONALD W. REAGAN/DORAL SENIOR,0,0,0,0,0,0,0,0,0,0,539,591,619,523,"2,272"
13,DADE,7251,MIAMI CENTRAL SENIOR HIGH SCHL,0,0,0,0,0,0,0,0,0,0,539,525,417,344,"1,825"
13,DADE,7262,CITY OF HIALEAH EDUCATION ACAD,0,0,0,0,0,0,0,0,0,0,63,116,127,89,395
13,DADE,7265,ARCHIMEDEAN UPPER CONSERVATORY,0,0,0,0,0,0,0,0,0,0,62,42,31,34,169
13,DADE,7271,MIAMI CORAL PARK SENIOR HIGH,0,0,0,0,0,0,0,0,0,0,655,743,796,717,"2,911"
13,DADE,7291,JOSE MARTI MAST 6-12 ACADEMY,0,0,0,0,0,0,0,153,0,0,52,0,0,0,205
13,DADE,7301,MIAMI EDISON SENIOR HIGH SCHL,0,0,0,0,0,0,0,0,0,0,262,259,225,185,931
13,DADE,7341,MIAMI JACKSON SENIOR HIGH SCHL,0,0,0,0,0,0,0,0,0,0,344,302,304,234,"1,184"
13,DADE,7351,ARTHUR AND POLLY MAYS 6-12 CON,0,0,0,0,0,0,0,84,0,0,95,0,0,0,179
13,DADE,7361,MIAMI KILLIAN SENIOR HIGH SCHL,0,0,0,0,0,0,0,0,0,0,703,675,731,694,"2,803"
13,DADE,7371,ROBERT MORGAN EDUCATIONAL CENT,0,0,0,0,0,0,0,0,0,0,689,558,514,520,"2,281"
13,DADE,7381,MIAMI NORLAND SENIOR HIGH SCHO,0,0,0,0,0,0,0,0,0,0,385,374,319,337,"1,415"
13,DADE,7391,MIAMI LAKES EDUCATIONAL CENTER,0,0,0,0,0,0,0,0,0,0,366,415,371,335,"1,487"
13,DADE,7411,MIAMI NORTHWESTERN SENIOR HIGH,0,0,0,0,0,0,0,0,0,0,425,429,397,392,"1,643"
13,DADE,7431,MIAMI PALMETTO SR. HIGH SCHL,0,0,0,0,0,0,0,0,0,0,679,721,741,745,"2,886"
13,DADE,7461,MIAMI SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,737,735,676,596,"2,744"
13,DADE,7511,MIAMI SPRINGS SENIOR HIGH SCHL,0,0,0,0,0,0,0,0,0,0,530,519,458,408,"1,915"
13,DADE,7531,MIAMI SUNSET SENIOR HIGH SCHL,0,0,0,0,0,0,0,0,0,0,557,661,634,535,"2,387"
13,DADE,7541,NORTH MIAMI BEACH SENIOR HIGH,0,0,0,0,0,0,0,0,0,0,532,564,578,490,"2,164"
13,DADE,7551,SCHOOL FOR ADVANCED STUDIES HO,0,0,0,0,0,0,0,0,0,0,0,0,53,51,104
13,DADE,7571,INTERNATIONAL STUDIES PREPARAT,0,0,0,0,0,0,0,0,0,0,65,27,0,0,92
13,DADE,7581,I PREPARATORY ACADEMY,0,0,0,0,0,0,0,0,0,0,55,0,0,50,105
13,DADE,7591,NORTH MIAMI SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,732,694,650,559,"2,635"
13,DADE,7601,WILLIAM H. TURNER TECHNICAL AR,0,0,0,0,0,0,0,0,0,0,419,309,330,314,"1,372"
13,DADE,7631,MIAMI MACARTHUR SOUTH,0,0,0,0,0,0,0,13,24,32,34,26,16,3,148
13,DADE,7701,SOUTH DADE SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,941,935,885,666,"3,427"
13,DADE,7721,SOUTH MIAMI SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,666,592,550,440,"2,248"
13,DADE,7731,MIAMI SOUTHRIDGE SENIOR HIGH,0,0,0,0,0,0,0,0,0,0,550,624,503,497,"2,174"
13,DADE,7741,SOUTHWEST MIAMI SENIOR HIGH,0,0,0,0,0,0,0,0,0,0,877,787,735,625,"3,024"
13,DADE,7751,BARBARA GOLEMAN SENIOR HIGH,0,0,0,0,0,0,0,0,0,0,580,508,530,440,"2,058"
13,DADE,7781,FELIX VARELA SENIOR HIGH SCHL,0,0,0,0,0,0,0,0,0,0,875,797,707,645,"3,024"
13,DADE,7791,BOOKER T. WASHINGTON SR HIGH,0,0,0,0,0,0,0,0,0,0,232,253,254,228,967
13,DADE,7801,GEORGE T. BAKER AVIATION SCHOO,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
13,DADE,7804,DADE MARINE INSTITUTE-SOUTH,0,0,0,0,0,0,0,4,9,5,18,16,3,1,56
13,DADE,7805,DADE MARINE INSTITUTE-NORTH,0,0,0,0,0,0,0,1,5,9,16,19,8,3,61
13,DADE,7806,DADE JUVENILE RESIDENTIAL FACI,0,0,0,0,0,0,0,1,4,9,14,13,13,0,54
