FLORIDA DEPARTMENT OF EDUCATION,,,,,,,,,,,,,,,,,,
SCHOOL MEMBERSHIP BY GRADE,,,,,,,,,,,,,,,,,,
SCHOOL YEAR 2011-12,,,,,,,,,,,,,,,,,,
SURVEY 2 DATA AS OF 11/23/11,,,,,,,,,,,,,,,,,,
DISTRICT #,DISTRICT,SCHOOL #,SCHOOL,PK,KG,1ST,2ND,3RD,4TH,5TH,6TH,7TH,8TH,9TH,10TH,11TH,12TH,TOTAL MEMBERSHIP
5,BREVARD,1151,RALPH M WILLIAMS JR ELEMENTARY,12,98,71,99,83,82,77,80,0,0,0,0,0,0,602
5,BREVARD,1161,MANATEE ELEMENTARY,3,135,152,113,138,132,119,118,0,0,0,0,0,0,910
5,BREVARD,1171,VIERA HIGH SCHOOL,20,0,0,0,0,0,0,0,0,0,599,585,525,507,"2,236"
5,BREVARD,2011,MELBOURNE SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,567,511,448,440,"1,966"
5,BREVARD,2021,PALM BAY SENIOR HIGH SCHOOL,38,0,0,0,0,0,0,0,0,0,503,393,358,447,"1,739"
5,BREVARD,2031,MEADOWLANE INTERMEDIATE ELEMEN,0,0,0,0,259,239,288,289,0,0,0,0,0,0,"1,075"
5,BREVARD,2041,MEADOWLANE PRIMARY ELEMENTARY,4,288,248,238,0,0,0,0,0,0,0,0,0,0,778
5,BREVARD,2042,W. MELBOURNE ELEMENTARY SCHOOL,0,72,72,54,54,66,66,63,0,0,0,0,0,0,447
5,BREVARD,2051,UNIVERSITY PARK ELEMENTARY SCH,66,99,65,89,67,59,72,68,0,0,0,0,0,0,585
5,BREVARD,2061,PORT MALABAR ELEMENTARY SCHOOL,7,104,96,91,91,96,99,103,0,0,0,0,0,0,687
5,BREVARD,2071,STONE MIDDLE SCHOOL,0,0,0,0,0,0,0,0,399,375,0,0,0,0,774
5,BREVARD,2081,PALM BAY ELEMENTARY SCHOOL,77,117,117,102,119,95,78,111,0,0,0,0,0,0,816
5,BREVARD,2111,LOCKMAR ELEMENTARY SCHOOL,18,90,93,90,121,109,95,118,0,0,0,0,0,0,734
5,BREVARD,2121,"JOHN F. TURNER, SR. ELEMENTARY",69,109,107,97,99,96,72,92,0,0,0,0,0,0,741
5,BREVARD,2122,SOUTHWEST MIDDLE SCHOOL,0,0,0,0,0,0,0,0,517,506,0,0,0,0,"1,023"
5,BREVARD,2131,COLUMBIA ELEMENTARY SCHOOL,30,92,95,99,96,97,101,95,0,0,0,0,0,0,705
5,BREVARD,2151,DISCOVERY ELEMENTARY SCHOOL,17,97,113,90,100,104,116,107,0,0,0,0,0,0,744
5,BREVARD,2161,CHRISTA MCAULIFFE ELEM. SCHOOL,35,107,81,111,86,101,108,134,0,0,0,0,0,0,763
5,BREVARD,2171,RIVIERA ELEMENTARY SCHOOL,88,121,111,80,84,63,88,74,0,0,0,0,0,0,709
5,BREVARD,2191,JUPITER ELEMENTARY SCHOOL,82,107,116,95,104,99,95,95,0,0,0,0,0,0,793
5,BREVARD,2211,BAYSIDE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,477,441,376,371,"1,665"
5,BREVARD,2212,WESTSIDE ELEMENTARY SCHOOL,6,95,106,125,115,128,126,120,0,0,0,0,0,0,821
5,BREVARD,2221,SUNRISE ELEMENTARY SCHOOL,32,130,89,99,116,101,98,112,0,0,0,0,0,0,777
5,BREVARD,2311,HERITAGE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,494,443,477,346,"1,760"
5,BREVARD,3011,EAU GALLIE HIGH SCHOOL,35,0,0,0,0,0,0,0,0,0,463,409,351,341,"1,599"
5,BREVARD,3021,CENTRAL MIDDLE SCHOOL,0,0,0,0,0,0,0,0,665,605,0,0,0,0,"1,270"
5,BREVARD,3031,LYNDON B. JOHNSON MIDDLE SCHL,0,0,0,0,0,0,0,0,435,401,0,0,0,0,836
5,BREVARD,3041,SHERWOOD ELEMENTARY SCHOOL,3,93,57,64,71,73,70,84,0,0,0,0,0,0,515
5,BREVARD,3061,HARBOR CITY ELEMENTARY SCHOOL,27,57,72,66,47,68,57,45,0,0,0,0,0,0,439
5,BREVARD,3071,SABAL ELEMENTARY SCHOOL,31,76,82,79,83,66,71,92,0,0,0,0,0,0,580
5,BREVARD,3091,CROTON ELEMENTARY SCHOOL,23,106,72,89,82,70,72,83,0,0,0,0,0,0,597
5,BREVARD,3101,ROY ALLEN ELEMENTARY SCHOOL,2,67,72,85,71,69,73,63,0,0,0,0,0,0,502
5,BREVARD,3121,SUNTREE ELEMENTARY SCHOOL,2,83,100,100,96,95,95,126,0,0,0,0,0,0,697
5,BREVARD,3131,LONGLEAF ELEMENTARY SCHOOL,20,72,90,100,95,117,98,116,0,0,0,0,0,0,708
5,BREVARD,3141,WEST SHORE JUNIOR/SENIOR HIGH,0,0,0,0,0,0,0,0,169,166,167,155,158,149,964
5,BREVARD,3151,QUEST ELEMENTARY SCHOOL,24,104,105,114,108,130,137,120,0,0,0,0,0,0,842
5,BREVARD,4011,MERRITT ISLAND HIGH SCHOOL,18,0,0,0,0,0,0,0,0,0,419,358,361,352,"1,508"
5,BREVARD,4021,EDGEWOOD JR/SR HIGH SCHOOL,0,0,0,0,0,0,0,0,165,175,175,156,131,140,942
5,BREVARD,4031,MILA ELEMENTARY SCHOOL,43,100,77,56,75,55,59,51,0,0,0,0,0,0,516
5,BREVARD,4041,TROPICAL ELEMENTARY SCHOOL,1,104,86,69,86,91,130,101,0,0,0,0,0,0,668
5,BREVARD,4051,AUDUBON ELEMENTARY SCHOOL,19,60,78,62,75,74,74,90,0,0,0,0,0,0,532
5,BREVARD,4071,ROBERT L. STEVENSON ELEMENTARY,0,54,72,72,72,87,64,63,0,0,0,0,0,0,484
5,BREVARD,4101,GARDENDALE ELEMENTARY MAGNET S,0,71,74,74,57,55,60,58,0,0,0,0,0,0,449
5,BREVARD,4111,THOMAS JEFFERSON MIDDLE SCHOOL,0,0,0,0,0,0,0,0,342,301,0,0,0,0,643
5,BREVARD,4121,LEWIS CARROLL ELEMENTARY SCHL,6,83,69,81,97,103,116,120,0,0,0,0,0,0,675
5,BREVARD,5011,COCOA BEACH JUNIOR/SENIOR HIGH,0,0,0,0,0,0,0,0,241,226,250,232,218,222,"1,389"
5,BREVARD,5012,THEODORE ROOSEVELT ELEMENTARY,1,53,49,57,62,67,67,83,0,0,0,0,0,0,439
5,BREVARD,5021,FREEDOM 7 ELEMENTARY SCHOOL IN,0,54,54,54,54,66,66,66,0,0,0,0,0,0,414
5,BREVARD,5031,CAPE VIEW ELEMENTARY SCHOOL,26,54,50,44,50,46,47,53,0,0,0,0,0,0,370
5,BREVARD,6011,SATELLITE SENIOR HIGH SCHOOL,14,0,0,0,0,0,0,0,0,0,309,289,292,265,"1,169"
5,BREVARD,6012,DELAURA MIDDLE SCHOOL,0,0,0,0,0,0,0,0,349,357,0,0,0,0,706
5,BREVARD,6013,SPESSARD L. HOLLAND ELEMENTARY,9,50,57,72,53,55,67,57,0,0,0,0,0,0,420
5,BREVARD,6051,SEA PARK ELEMENTARY SCHOOL,24,71,44,49,41,35,39,51,0,0,0,0,0,0,354
5,BREVARD,6061,SURFSIDE ELEMENTARY SCHOOL,0,58,55,43,53,51,66,65,0,0,0,0,0,0,391
5,BREVARD,6071,OCEAN BREEZE ELEMENTARY SCHOOL,7,84,75,64,71,82,92,85,0,0,0,0,0,0,560
5,BREVARD,6081,INDIALANTIC ELEMENTARY SCHOOL,3,96,100,110,85,118,101,112,0,0,0,0,0,0,725
5,BREVARD,6082,HERBERT C. HOOVER MIDDLE SCHOO,0,0,0,0,0,0,0,0,303,240,0,0,0,0,543
5,BREVARD,6101,GEMINI ELEMENTARY SCHOOL,4,52,79,85,76,80,97,90,0,0,0,0,0,0,563
5,BREVARD,6141,DR. W.J. CREEL ELEMENTARY SCHL,63,142,127,135,117,89,127,100,0,0,0,0,0,0,900
5,BREVARD,6501,PALM BAY ACADEMY CHARTER SCHOO,0,93,75,77,68,59,41,42,67,58,0,0,0,0,580
5,BREVARD,6506,CAMPUS CHARTER SCHOOL,0,23,24,32,16,19,13,11,0,0,0,0,0,0,138
5,BREVARD,6507,ODYSSEY CHARTER SCHOOL,0,59,58,62,61,94,92,97,49,51,0,0,0,0,623
5,BREVARD,6508,SCULPTOR CHARTER SCHOOL,0,56,57,54,53,67,63,61,43,37,0,0,0,0,491
5,BREVARD,6509,ROYAL PALM CHARTER SCHOOL,0,36,38,36,35,39,45,24,0,0,0,0,0,0,253
5,BREVARD,6511,EDUCATIONAL HORIZONS CHARTER,0,18,17,22,17,10,5,10,0,0,0,0,0,0,99
5,BREVARD,6515,IMAGINE SCHOOLS AT WEST MELBOU,0,52,65,54,47,41,40,46,30,27,0,0,0,0,402
5,BREVARD,7001,BREVARD VIRTUAL INSTRUCTION PR,0,0,3,6,7,9,8,9,4,8,0,0,0,0,54
5,BREVARD,7004,BREVARD VIRTUAL FRANCHISE,0,0,0,0,0,0,0,6,6,6,8,11,12,12,61
5,BREVARD,7023,BREVARD VIRTUAL ELEMENTARY SCH,0,0,1,1,3,4,8,0,0,0,0,0,0,0,17
6,BROWARD,11,DEERFIELD BEACH ELEMENTARY SCH,20,98,132,119,118,93,105,0,0,0,0,0,0,0,685
6,BROWARD,21,POMPANO BEACH MIDDLE SCHOOL,0,0,0,0,0,0,0,339,354,393,0,0,0,0,"1,086"
6,BROWARD,31,OAKLAND PARK ELEMENTARY SCHOOL,47,100,94,91,96,87,106,0,0,0,0,0,0,0,621
6,BROWARD,41,NORTH SIDE ELEMENTARY SCHOOL,54,58,62,66,52,59,79,0,0,0,0,0,0,0,430
6,BROWARD,101,DANIA ELEMENTARY SCHOOL,22,91,90,94,65,72,71,0,0,0,0,0,0,0,505
6,BROWARD,111,HOLLYWOOD HILLS ELEM. SCHOOL,4,103,140,131,128,99,117,0,0,0,0,0,0,0,722
6,BROWARD,121,HOLLYWOOD CENTRAL ELEM. SCHOOL,3,113,117,86,109,108,92,0,0,0,0,0,0,0,628
6,BROWARD,131,HALLANDALE ELEMENTARY SCHOOL,0,214,207,192,197,178,192,0,0,0,0,0,0,0,"1,180"
6,BROWARD,151,RIVERLAND ELEMENTARY SCHOOL,36,102,100,92,115,81,78,0,0,0,0,0,0,0,604
6,BROWARD,161,WEST HOLLYWOOD ELEMENTARY SCHO,37,96,98,86,113,64,87,0,0,0,0,0,0,0,581
6,BROWARD,171,SOUTH BROWARD HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,624,569,539,441,"2,173"
6,BROWARD,185,POMPANO BEACH H. S.,0,0,0,0,0,0,0,0,0,0,351,312,283,312,"1,258"
6,BROWARD,191,WILTON MANORS ELEMENTARY SCHOO,18,100,102,115,99,87,78,0,0,0,0,0,0,0,599
6,BROWARD,201,BENNETT ELEMENTARY SCHOOL,57,57,53,46,72,64,57,0,0,0,0,0,0,0,406
6,BROWARD,211,STRANAHAN HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,503,431,438,384,"1,756"
6,BROWARD,221,CROISSANT PARK ELEMENTARY SCHO,33,140,152,120,112,123,116,0,0,0,0,0,0,0,796
6,BROWARD,231,COLBERT ELEMENTARY SCHOOL,37,102,85,85,103,97,73,0,0,0,0,0,0,0,582
6,BROWARD,241,MCARTHUR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,638,501,545,486,"2,170"
6,BROWARD,251,SUNRISE MIDDLE SCHOOL,0,0,0,0,0,0,0,366,363,396,0,0,0,0,"1,125"
6,BROWARD,271,DILLARD ELEMENTARY SCHOOL,44,98,106,105,117,94,98,0,0,0,0,0,0,0,662
6,BROWARD,321,WALKER ELEMENTARY (MAGNET),45,92,86,86,93,91,77,0,0,0,0,0,0,0,570
6,BROWARD,331,COLLINS ELEMENTARY SCHOOL,41,39,49,46,42,40,49,0,0,0,0,0,0,0,306
6,BROWARD,341,BETHUNE MARY M ELEMENTARY SCHO,153,96,91,92,97,108,85,0,0,0,0,0,0,0,722
6,BROWARD,343,ATTUCKS MIDDLE SCHOOL,0,0,0,0,0,0,0,260,267,291,0,0,0,0,818
6,BROWARD,361,BLANCHE ELY HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,526,432,437,474,"1,869"
6,BROWARD,371,DILLARD HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,526,397,365,366,"1,654"
6,BROWARD,391,DEERFIELD PARK ELEMENTARY SCHL,40,92,107,94,93,90,88,0,0,0,0,0,0,0,604
6,BROWARD,403,HALLANDALE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,317,338,347,298,"1,300"
6,BROWARD,405,LANIER-JAMES EDUCATION CENTER,0,0,0,0,1,0,0,6,18,21,11,9,18,7,91
6,BROWARD,422,SUNSET SCHOOL,0,0,1,3,4,8,9,19,12,15,12,16,9,23,131
6,BROWARD,431,LAUDERDALE MANORS ELEMENTARY,56,81,93,91,88,99,71,0,0,0,0,0,0,0,579
6,BROWARD,452,WHIDDON RODGERS ED. CENTER,0,0,0,0,0,0,0,1,13,47,60,70,133,230,554
6,BROWARD,461,OAKRIDGE ELEMENTARY SCHOOL,16,112,111,135,103,116,113,0,0,0,0,0,0,0,706
6,BROWARD,471,OLSEN MIDDLE SCHOOL,0,0,0,0,0,0,0,371,344,379,0,0,0,0,"1,094"
6,BROWARD,481,MCNICOL MIDDLE SCHOOL,0,0,0,0,0,0,0,310,244,236,0,0,0,0,790
6,BROWARD,491,HARBORDALE ELEMENTARY SCHOOL,47,58,56,63,67,57,54,0,0,0,0,0,0,0,402
6,BROWARD,501,BROWARD ESTATES ELEMENTARY SCH,19,84,101,82,101,103,101,0,0,0,0,0,0,0,591
6,BROWARD,511,WATKINS ELEMENTARY SCHOOL,0,107,116,127,150,129,141,0,0,0,0,0,0,0,770
6,BROWARD,521,NORTH ANDREWS GARDENS ELEM.,1,122,138,128,145,145,154,0,0,0,0,0,0,0,833
6,BROWARD,531,MIRAMAR ELEMENTARY SCHOOL,61,121,144,140,127,162,147,0,0,0,0,0,0,0,902
6,BROWARD,551,PLANTATION MIDDLE SCHOOL,0,0,0,0,0,0,0,322,301,336,0,0,0,0,959
6,BROWARD,561,NORCREST ELEMENTARY SCHOOL,22,104,129,126,108,131,121,0,0,0,0,0,0,0,741
6,BROWARD,571,TEDDER ELEMENTARY SCHOOL,115,101,98,113,134,97,104,0,0,0,0,0,0,0,762
6,BROWARD,581,MARGATE MIDDLE SCHOOL,0,0,0,0,0,0,0,445,356,368,0,0,0,0,"1,169"
6,BROWARD,592,HALLANDALE ADULT/COMMUNITY CTR,60,0,0,0,0,0,0,0,36,136,112,82,124,136,686
6,BROWARD,601,SEAGULL SCHOOL,104,0,0,0,0,0,0,0,1,7,6,32,54,101,305
6,BROWARD,611,SUNLAND PARK ELEMENTARY SCHOOL,51,42,50,40,50,31,38,0,0,0,0,0,0,0,302
6,BROWARD,621,LARKDALE ELEMENTARY SCHOOL,66,66,61,50,50,58,46,0,0,0,0,0,0,0,397
6,BROWARD,631,WESTWOOD HEIGHTS ELEMENTARY,58,89,81,99,93,79,109,0,0,0,0,0,0,0,608
6,BROWARD,641,BAYVIEW ELEMENTARY SCHOOL,0,81,105,95,86,95,91,0,0,0,0,0,0,0,553
6,BROWARD,653,PINE RIDGE ALTERNATIVE CENTER,0,0,1,3,1,0,1,1,20,24,25,8,9,7,100
6,BROWARD,691,STIRLING ELEMENTARY SCHOOL,1,94,122,110,99,102,115,0,0,0,0,0,0,0,643
6,BROWARD,701,PARKWAY MIDDLE SCHOOL,0,0,0,0,16,21,34,417,367,373,0,0,0,0,"1,228"
6,BROWARD,711,ORANGE BROOK ELEMENTARY SCHOOL,0,152,143,132,166,107,141,0,0,0,0,0,0,0,841
6,BROWARD,721,DRIFTWOOD ELEMENTARY SCHOOL,19,104,100,89,102,80,110,0,0,0,0,0,0,0,604
6,BROWARD,731,TROPICAL ELEMENTARY SCHOOL,13,139,161,180,137,136,148,0,0,0,0,0,0,0,914
6,BROWARD,751,POMPANO BEACH ELEMENTARY SCHL,37,95,80,101,106,86,95,0,0,0,0,0,0,0,600
6,BROWARD,761,MEADOWBROOK ELEMENTARY SCHOOL,49,125,111,108,96,75,89,0,0,0,0,0,0,0,653
6,BROWARD,811,BROADVIEW ELEMENTARY SCHOOL,75,162,166,162,147,143,140,0,0,0,0,0,0,0,995
6,BROWARD,831,LAKE FOREST ELEMENTARY SCHOOL,82,159,122,129,146,118,140,0,0,0,0,0,0,0,896
6,BROWARD,841,MCNAB ELEMENTARY SCHOOL,0,153,153,163,128,124,108,0,0,0,0,0,0,0,829
6,BROWARD,851,FLORANADA ELEMENTARY SCHOOL,0,126,121,122,107,132,133,0,0,0,0,0,0,0,741
6,BROWARD,861,DRIFTWOOD MIDDLE SCHOOL,0,0,0,0,0,0,0,561,529,529,0,0,0,0,"1,619"
6,BROWARD,871,BRIGHT HORIZONS,0,5,7,4,1,4,4,6,11,9,6,10,12,53,132
6,BROWARD,881,NEW RIVER MIDDLE SCHOOL,0,0,0,0,0,0,0,426,437,418,0,0,0,0,"1,281"
6,BROWARD,891,SANDERS PARK ELEMENTARY SCHOOL,36,74,101,89,101,94,76,0,0,0,0,0,0,0,571
6,BROWARD,901,CRESTHAVEN ELEMENTARY SCHOOL,37,105,91,94,82,86,100,0,0,0,0,0,0,0,595
6,BROWARD,911,DEERFIELD BEACH MIDDLE SCHOOL,0,0,0,0,0,0,0,432,400,369,0,0,0,0,"1,201"
6,BROWARD,921,STEPHEN FOSTER ELEMENTARY SCHL,38,102,81,102,83,92,103,0,0,0,0,0,0,0,601
6,BROWARD,931,PETERS ELEMENTARY SCHOOL,11,111,77,109,95,96,100,0,0,0,0,0,0,0,599
6,BROWARD,941,PLANTATION ELEMENTARY SCHOOL,32,73,91,75,91,76,85,0,0,0,0,0,0,0,523
6,BROWARD,951,FORT LAUDERDALE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,558,485,372,400,"1,815"
6,BROWARD,971,BOULEVARD HEIGHTS ELEMENTARY,22,92,142,103,150,115,135,0,0,0,0,0,0,0,759
6,BROWARD,991,WINGATE OAKS CENTER,0,4,1,4,1,5,4,2,9,4,5,3,8,34,84
6,BROWARD,1011,HENRY D. PERRY MIDDLE SCHOOL,0,0,0,0,0,0,0,243,261,241,0,0,0,0,745
6,BROWARD,1021,THE QUEST CENTER,100,2,3,5,1,3,5,9,8,8,9,10,9,51,223
6,BROWARD,1051,SHERIDAN TECHNICAL CENTER,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44
6,BROWARD,1071,WILLIAM DANDY MIDDLE SCHOOL,0,0,0,0,0,0,0,308,325,297,0,0,0,0,930
6,BROWARD,1091,LLOYD ESTATES ELEMENTARY SCHL,41,70,78,81,70,61,74,0,0,0,0,0,0,0,475
6,BROWARD,1131,PALMVIEW ELEMENTARY SCHOOL,30,97,107,101,93,112,108,0,0,0,0,0,0,0,648
6,BROWARD,1151,CORAL SPRINGS HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,758,579,583,597,"2,517"
6,BROWARD,1161,MARGATE ELEMENTARY SCHOOL,25,142,174,154,158,176,187,0,0,0,0,0,0,0,"1,016"
6,BROWARD,1171,SUNSHINE ELEMENTARY SCHOOL,18,115,116,108,131,128,144,0,0,0,0,0,0,0,760
6,BROWARD,1191,NORTH FORK ELEMENTARY SCHOOL,54,61,57,63,60,56,63,0,0,0,0,0,0,0,414
6,BROWARD,1211,COOPER CITY ELEMENTARY SCHOOL,4,113,129,124,131,119,115,0,0,0,0,0,0,0,735
6,BROWARD,1221,PEMBROKE PINES ELEMENTARY SCHL,0,97,102,90,110,94,101,0,0,0,0,0,0,0,594
6,BROWARD,1241,NORTHEAST HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,614,504,535,493,"2,146"
6,BROWARD,1251,PLANTATION PARK ELEMENTARY,9,55,70,87,87,90,92,0,0,0,0,0,0,0,490
6,BROWARD,1271,NOVA DWIGHT D. EISENHOWER ELEM,0,125,127,132,126,130,122,0,0,0,0,0,0,0,762
6,BROWARD,1281,NOVA HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,540,561,542,554,"2,197"
6,BROWARD,1282,NOVA BLANCHE FORMAN ELEMENTARY,0,121,124,124,127,127,129,0,0,0,0,0,0,0,752
6,BROWARD,1291,WILLIAM T. MCFATTER TECH. CTR,0,0,0,0,0,0,0,0,0,0,135,149,143,166,593
6,BROWARD,1311,NOVA MIDDLE SCHOOL,0,0,0,0,0,0,0,442,379,410,0,0,0,0,"1,231"
6,BROWARD,1321,SHERIDAN PARK ELEMENTARY SCHL,21,101,106,94,106,120,103,0,0,0,0,0,0,0,651
6,BROWARD,1381,LAUDERHILL PAUL TURNER ELEM.,36,92,95,90,112,83,98,0,0,0,0,0,0,0,606
6,BROWARD,1391,LAUDERHILL MIDDLE SCHOOL,0,0,0,0,0,0,0,242,191,200,0,0,0,0,633
6,BROWARD,1421,COCONUT CREEK ELEMENTARY SCHL,3,115,117,126,134,130,136,0,0,0,0,0,0,0,761
6,BROWARD,1451,PLANTATION HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,641,592,569,499,"2,301"
6,BROWARD,1461,CASTLE HILL ELEMENTARY SCHOOL,67,85,84,85,107,71,75,0,0,0,0,0,0,0,574
6,BROWARD,1611,MARTIN LUTHER KING ELEMENTARY,78,63,47,53,64,54,54,0,0,0,0,0,0,0,413
6,BROWARD,1621,VILLAGE ELEMENTARY SCHOOL,48,93,75,95,100,100,138,0,0,0,0,0,0,0,649
6,BROWARD,1631,ANNABEL C. PERRY ELEMENTARY,56,97,126,111,101,116,137,0,0,0,0,0,0,0,744
6,BROWARD,1641,FAIRWAY ELEMENTARY SCHOOL,36,114,110,130,132,118,151,0,0,0,0,0,0,0,791
6,BROWARD,1661,HOLLYWOOD HILLS HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,450,425,442,388,"1,705"
6,BROWARD,1671,C. ROBERT MARKHAM ELEMENTARY,67,84,96,67,91,58,64,0,0,0,0,0,0,0,527
6,BROWARD,1681,COCONUT CREEK HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,364,396,431,414,"1,605"
6,BROWARD,1701,LAUDERDALE LAKES MIDDLE SCHOOL,0,0,0,0,0,0,0,316,339,302,0,0,0,0,957
6,BROWARD,1711,DEERFIELD BEACH HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,707,582,624,534,"2,447"
6,BROWARD,1741,BOYD H. ANDERSON HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,525,552,479,437,"1,993"
6,BROWARD,1751,MIRAMAR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,625,718,624,600,"2,567"
6,BROWARD,1752,WHISPERING PINES SCHOOL,13,0,1,0,1,3,7,11,18,29,22,36,20,35,196
6,BROWARD,1761,HOLLYWOOD PARK ELEMENTARY SCHO,48,77,69,59,86,67,80,0,0,0,0,0,0,0,486
6,BROWARD,1781,CYPRESS ELEMENTARY SCHOOL,52,151,127,119,131,119,115,0,0,0,0,0,0,0,814
6,BROWARD,1791,APOLLO MIDDLE SCHOOL,0,0,0,0,0,0,0,428,326,304,0,0,0,0,"1,058"
6,BROWARD,1811,SHERIDAN HILLS ELEMENTARY SCHL,58,90,89,84,96,80,78,0,0,0,0,0,0,0,575
6,BROWARD,1831,ORIOLE ELEMENTARY SCHOOL,19,94,87,109,133,124,88,0,0,0,0,0,0,0,654
6,BROWARD,1841,MIRROR LAKE ELEMENTARY SCHOOL,54,82,79,73,75,71,80,0,0,0,0,0,0,0,514
6,BROWARD,1851,ROYAL PALM ELEMENTARY SCHOOL,55,116,105,112,117,141,151,0,0,0,0,0,0,0,797
6,BROWARD,1871,CRYSTAL LAKE COMMUNITY MIDDLE,0,0,0,0,0,0,0,487,515,469,0,0,0,0,"1,471"
6,BROWARD,1881,PINES MIDDLE SCHOOL,0,0,0,0,0,0,0,435,566,520,0,0,0,0,"1,521"
6,BROWARD,1891,SEMINOLE MIDDLE SCHOOL,0,0,0,0,0,0,0,394,436,435,0,0,0,0,"1,265"
6,BROWARD,1901,PIPER HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,606,662,674,589,"2,531"
6,BROWARD,1931,COOPER CITY HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,560,581,589,545,"2,275"
6,BROWARD,1951,PARK RIDGE ELEMENTARY SCHOOL,54,58,61,68,54,49,58,0,0,0,0,0,0,0,402
6,BROWARD,1971,JAMES S. HUNT ELEMENTARY SCHOO,7,131,152,146,123,138,155,0,0,0,0,0,0,0,852
6,BROWARD,2001,BANYAN ELEMENTARY SCHOOL,28,103,122,119,101,116,116,0,0,0,0,0,0,0,705
6,BROWARD,2011,CORAL COVE ELEMENTARY SCHOOL,1,122,133,140,127,125,146,0,0,0,0,0,0,0,794
6,BROWARD,2021,GLADES MIDDLE SCHOOL,0,0,0,0,0,0,0,545,488,570,0,0,0,0,"1,603"
6,BROWARD,2041,BEACHSIDE MONTESSORI VILLAGE,72,92,79,76,75,76,78,77,72,52,0,0,0,0,749
6,BROWARD,2052,WESTPINE MIDDLE SCHOOL,0,0,0,0,0,0,0,460,455,468,0,0,0,0,"1,383"
6,BROWARD,2071,PASADENA LAKES ELEMENTARY SCHL,0,114,119,114,126,122,125,0,0,0,0,0,0,0,720
6,BROWARD,2121,JAMES S. RICKARDS MIDDLE SCHOO,0,0,0,0,0,0,0,254,281,279,0,0,0,0,814
6,BROWARD,2123,CYPRESS RUN ALTERNATIVE/ESE,0,0,0,1,3,1,4,7,16,22,6,8,10,7,85
6,BROWARD,2221,ATLANTIC TECHNICAL CENTER,0,0,0,0,0,0,0,0,0,0,146,143,131,166,586
6,BROWARD,2231,NORTH LAUDERDALE ELEMENTARY,33,85,83,86,104,98,95,0,0,0,0,0,0,0,584
6,BROWARD,2351,SOUTH PLANTATION HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,620,600,560,485,"2,265"
6,BROWARD,2511,ATLANTIC WEST ELEMENTARY SCHL,10,96,104,83,103,110,122,0,0,0,0,0,0,0,628
6,BROWARD,2531,HORIZON ELEMENTARY SCHOOL,0,89,60,87,99,93,87,0,0,0,0,0,0,0,515
6,BROWARD,2541,FLAMINGO ELEMENTARY SCHOOL,22,97,112,113,123,118,153,0,0,0,0,0,0,0,738
6,BROWARD,2551,CORAL SPRINGS ELEMENTARY SCHL,56,104,95,97,97,93,116,0,0,0,0,0,0,0,658
6,BROWARD,2561,CORAL SPRINGS MIDDLE SCHOOL,0,0,0,0,0,0,0,463,529,598,0,0,0,0,"1,590"
6,BROWARD,2571,PIONEER MIDDLE SCHOOL,0,0,0,0,0,0,0,452,440,488,0,0,0,0,"1,380"
6,BROWARD,2611,BAIR MIDDLE SCHOOL,0,0,0,0,0,0,0,303,307,308,0,0,0,0,918
6,BROWARD,2621,TAMARAC ELEMENTARY SCHOOL,15,158,194,179,202,169,204,0,0,0,0,0,0,0,"1,121"
6,BROWARD,2631,FOREST HILLS ELEMENTARY SCHOOL,18,95,88,100,95,103,98,0,0,0,0,0,0,0,597
6,BROWARD,2641,CENTRAL PARK ELEMENTARY SCHOOL,4,169,207,192,178,184,193,0,0,0,0,0,0,0,"1,127"
6,BROWARD,2661,PEMBROKE LAKES ELEMENTARY SCHL,3,92,105,107,110,107,94,0,0,0,0,0,0,0,618
6,BROWARD,2671,NOB HILL ELEMENTARY SCHOOL,10,95,94,100,105,118,108,0,0,0,0,0,0,0,630
6,BROWARD,2681,WESTCHESTER ELEMENTARY SCHOOL,18,181,188,200,207,192,194,0,0,0,0,0,0,0,"1,180"
